axis_lat,axis_lon,r2,rmse
-38.0,88.0,0.00033829994551781706,33.57818036185847
-38.0,90.0,0.00032679954921344123,33.5783735078351
-38.0,92.0,0.0003140029165918934,33.57858842243646
-38.0,94.0,0.0003000144234401869,33.57882335231064
-38.0,96.0,0.0002849469060862697,33.579076402027795
-38.0,98.0,0.0002689215230970987,33.57934553641845
-38.0,100.0,0.0002520676548135592,33.579628582276335
-38.0,102.0,0.00023452282890501497,33.579923229623795
-38.0,104.0,0.00021643265890036734,33.58022703275859
-38.0,106.0,0.00019795078145190548,33.58053741132092
-38.0,108.0,0.00017923877696057744,33.580851651638454
-38.0,110.0,0.00016046605709907347,33.58116690862556
-36.0,40.0,0.00019218010193222668,33.58063432162433
-36.0,42.0,0.00021624551822696514,33.5802301755518
-36.0,44.0,0.00024014982497155835,33.57982873028064
-36.0,46.0,0.0002636305445362641,33.579434393995285
-36.0,48.0,0.00028644411242040313,33.57905125745057
-36.0,50.0,0.00030836723015559286,33.57868307122076
-36.0,52.0,0.00032919774687723,33.578333230860004
-36.0,54.0,0.0003487551143076528,33.578004769224854
-36.0,56.0,0.00036688046693500453,33.577700355090975
-36.0,58.0,0.0003834363830260701,33.57742229713126
-36.0,60.0,0.0003983063831810574,33.5771725523042
-36.0,62.0,0.00041139422190161756,33.57695273772189
-36.0,64.0,0.000422623024644575,33.57676414511706
-36.0,66.0,0.00043193431854482434,33.576607757100255
-36.0,68.0,0.000439286999851074,33.57648426448446
-36.0,70.0,0.00044465627555845266,33.57639408404767
-36.0,72.0,0.0004480326110016808,33.5763373761996
-36.0,74.0,0.000449420709589643,33.576314062112786
-36.0,76.0,0.00044883854555366476,33.57632383996699
-36.0,78.0,0.0004463164656882679,33.576366200038265
-36.0,80.0,0.00044189637165203965,33.576440438438055
-36.0,82.0,0.0004356309904695044,33.576545669373445
-36.0,84.0,0.00042758323745351046,33.576680835857545
-36.0,86.0,0.00041782567280079785,33.576844718848434
-36.0,88.0,0.0004064400505607857,33.577035944838244
-36.0,90.0,0.0003935169564894814,33.57725299195073
-36.0,92.0,0.0003791555294004878,33.577494194637424
-36.0,94.0,0.0003634632589634146,33.577757747090615
-36.0,96.0,0.0003465558514283984,33.57804170551599
-36.0,98.0,0.0003285571533792053,33.57834398943095
-36.0,100.0,0.000309599122358617,33.57866238217563
-36.0,102.0,0.00028982183195280786,33.578994530845016
-36.0,104.0,0.00026937349771016805,33.57933794587048
-36.0,106.0,0.00024841050903989803,33.5796900005001
-36.0,108.0,0.00022709745099958045,33.580047930447506
-36.0,110.0,0.0002056070986727887,33.58040883399939
-34.0,40.0,0.00024490178040836863,33.57974892609602
-34.0,42.0,0.0002722183190470018,33.57929016935824
-34.0,44.0,0.00029915424657112055,33.57883779850517
-34.0,46.0,0.0003254390569809029,33.578396356852544
-34.0,48.0,0.00035082382774298537,33.57797002545502
-34.0,50.0,0.0003750823439268025,33.57756260418642
-34.0,52.0,0.0003980117209841927,33.57717750123673
-34.0,54.0,0.00041943258308696496,33.576817730072406
-34.0,56.0,0.0004391888596868565,33.576485912809346
-34.0,58.0,0.0004571472652364905,33.576184288909836
-34.0,60.0,0.0004731965263774507,33.57591472812441
-34.0,62.0,0.00048724641797881496,33.57567874664874
-34.0,64.0,0.0004992266648006227,33.57547752554251
-34.0,66.0,0.0005090857598186727,33.57531193055332
-34.0,68.0,0.000516789743872037,33.57518253259559
-34.0,70.0,0.000522320984683966,33.57508962824516
-34.0,72.0,0.0005256769867872935,33.575033259719696
-34.0,74.0,0.000526869257676088,33.57501323391925
-34.0,76.0,0.0005259222497769889,33.57502914019739
-34.0,78.0,0.000522872392674234,33.57508036661999
-34.0,80.0,0.000517767225470922,33.57516611454535
-34.0,82.0,0.0005106646352194266,33.5752854114253
-34.0,84.0,0.0005016322039816945,33.575437121784226
-34.0,86.0,0.000490746664236319,33.57561995638001
-34.0,88.0,0.00047809345993687913,33.57583247959219
-34.0,90.0,0.0004637664085229698,33.57607311511566
-34.0,92.0,0.0004478674574565078,33.57634015006784
-34.0,94.0,0.00043050652739218265,33.576631737641456
