r2,rmse,mae,axis_lat,axis_lon,gradient_norm_m,intercept,coefficients
0.002465255971691893,33.54243959934884,19.247328580811484,-37.202743453729774,-110.77378223734581,2.7581912580975456,19.6762921546489,"[-0.77919536201723, -2.0540771675635874, -1.66770518790058]"
