mode,spherical_r2,spherical_axis_lat,spherical_axis_lon,best_plane_r2,best_plane_pole_lat,best_plane_pole_lon
global,0.0007921406439744816,-2.5680327832018994,-87.37777626634703,0.0009332726451036777,-8.0,-80.0
global,0.0003204129851382964,-40.394677605862825,64.02166564216066,0.0003562972162545197,-36.0,84.0
global,0.0019076152304204896,-22.599644060947153,67.76720920015183,0.002060278276976968,-20.0,92.0
global,0.0002893260422666133,-9.259536325237308,36.38473335104256,0.0003770431497482907,-32.0,60.0
global,0.0007153062313876024,39.969052273346406,-78.02066193607264,0.0008905354929097387,-36.0,104.0
global,0.0003522912799120981,-43.71686796731025,-147.15090911940075,0.0003287271610207254,-12.0,-136.0
global,0.00037073695917011484,-45.332623453827935,-142.1426959445132,0.0003884049208743301,-36.0,-140.0
global,0.0008050748027232935,-25.86321191110137,16.31260488407109,0.0006887679045552986,-32.0,28.0
global,0.0002767787248366682,33.019366952339325,-94.78889294755983,0.0003782153237901209,-16.0,108.0
global,0.0033140253446257706,-23.08672378882937,-54.060071032298616,0.0032768982684239223,-24.0,-52.0
global,0.0008480742464787028,-56.03121783351615,-152.9709396044889,0.000999504019319919,-68.0,-152.0
global,0.00010966215032237603,-12.820341552250769,151.88372138457422,0.0001585033498801014,-36.0,176.0
global,0.0006248190994947445,14.41689506450994,170.9032575809945,0.0005621407803875211,-28.0,-24.0
global,0.0006816416802769565,-68.42557403557342,118.60345681804056,0.00070254572063011,-68.0,140.0
global,0.0009615571817654933,64.88655210137654,172.56039768806352,0.0009983857630844195,-68.0,8.0
global,1.8461388723300942e-05,57.83499668177314,-55.48015379860537,4.0872133017066936e-05,-36.0,176.0
global,0.0005169803565588937,27.776081544580517,135.43348091827983,0.0004725440485926491,-8.0,-72.0
global,0.0012055502543197871,-68.1940161570759,-3.918199973101524,0.0012865252708387231,-64.0,4.0
global,0.0005383031156528384,29.526053574903063,156.163741751984,0.0005697642857876994,-40.0,-28.0
global,0.0002488121908150731,-9.77318479016933,-33.22603212347087,0.0003372872005462657,-4.0,144.0
global,0.000938429454026446,53.464528404137354,-124.69762472262302,0.0011014952029968494,-44.0,60.0
global,0.0008355319228390279,-76.8152479454705,93.81733376699435,0.0008726688536644378,-76.0,108.0
global,0.00039371706613378077,-56.7982893545322,-165.0858875167524,0.0004774423264441996,-44.0,-160.0
global,0.0003877106461761537,-12.430623228821078,-125.50016352862384,0.0003880192567685681,-4.0,-128.0
global,0.0013112163054812553,28.525706749151,-77.43761233705749,0.0016961326189669501,-12.0,120.0
global,0.0009972565227115426,-1.3287234231103073,103.5256586559735,0.0009842968165966193,-4.0,-68.0
global,0.0007659008988644134,53.33950073977638,-4.733176203821894,0.0009116150761054875,-52.0,172.0
global,0.00013285846812094437,4.253136430118672,-56.96871569137712,0.00019995155446761448,-4.0,-64.0
global,0.001116346416684011,42.99403289385526,23.28476890072244,0.001096859793724203,-28.0,-156.0
global,0.0007372646967778174,30.533212453309115,72.13611693818265,0.0007743607196553093,-20.0,-104.0
global,0.0021713482680402185,-47.033092179650986,-27.172636897623285,0.0021735026404213764,-40.0,-24.0
global,0.00012962625709000974,-24.14284092374411,-43.73224793448174,0.00018479855234776466,-8.0,-56.0
global,0.00014628790959425597,-38.33098016074049,-155.14190780131077,0.00013252432090871125,-36.0,-144.0
global,0.0016961802174625396,-33.46126666612751,58.70957662785103,0.0018022770033231383,-28.0,60.0
global,3.684816029403404e-05,73.55585397038206,19.339633396788482,6.318190982357308e-05,-84.0,156.0
global,0.0007161150977734732,-43.870749363217506,-13.109373489314489,0.000738488934084458,-40.0,-12.0
global,0.0003554456290527641,0.4292787716526277,-146.0843381707589,0.0003959717425303655,-4.0,-136.0
global,0.0008353787873175422,26.400336478222375,159.65592905846708,0.0008175566350085983,-24.0,-24.0
global,0.0001407939055675378,21.40243895190193,-4.807756163895041,0.00022147604271505195,-40.0,172.0
global,0.0004019344153056714,-6.34237921747006,-1.1413178429542876,0.00040184243415264387,0.0,-12.0
global,0.0012574064062853552,-79.54227316732106,-78.55654797764166,0.0012022605188192204,72.0,108.0
global,0.000936301853101229,68.00144782316534,58.930546683868904,0.0008791055127901348,-68.0,-132.0
global,0.002394992744921942,-74.55117367083108,-128.44446428492458,0.002430836413229387,-76.0,-128.0
global,0.00218752497384056,-45.98991608984679,-58.37174704822999,0.0026091668310552762,-40.0,-72.0
global,0.002316481901053824,44.85594034479513,154.61876858644706,0.0024092129399385653,-48.0,-32.0
global,0.0008493426278719518,-58.557689114345095,20.72653810149992,0.0009304181990479332,-56.0,44.0
global,0.0011859366345136069,55.64820759974746,-147.38692046176962,0.0013473130441735703,-56.0,48.0
global,0.0003659815990344484,6.751922904151307,137.63229797466198,0.0003683085008546749,-20.0,-28.0
global,0.0012576573258042956,-4.848641419056612,-20.662420907852415,0.0012593877088271643,-12.0,-16.0
global,0.0006991128374649325,-25.618429147606737,91.83361821485613,0.0007017278413493644,-24.0,72.0
global,0.0001305668486383249,-18.15427678538903,-5.652472979799989,0.00016857716567597603,-12.0,-16.0
global,0.0007723389482354737,-15.091345472771712,-78.22980069856243,0.00080547857643265,-8.0,96.0
global,0.0011561619606295093,27.97430277992621,167.7337771786068,0.0011128325800927596,-28.0,-12.0
global,0.001419406178293281,8.708185256595732,31.295561778907565,0.0015730228610489894,-12.0,-152.0
global,0.00022251046639598648,-52.201025056073796,-3.2547452196684414,0.0002341486403886206,-56.0,28.0
global,0.0014885576468521844,-70.39203756344823,133.2346723236107,0.0013914624955864152,-72.0,104.0
global,0.0010282906397537372,44.22235511796642,-30.728408047195874,0.001039635331239408,-40.0,144.0
global,0.0017823147973221598,-79.33288394518858,-168.55677376838224,0.00183277558296846,-80.0,-176.0
global,0.0011682622092081818,-15.83000529223289,-87.70963295115817,0.0011857837656477077,12.0,104.0
global,0.0009668370348431266,68.86445857693356,139.09157431925993,0.0010019483481426006,-68.0,-36.0
global,0.0003341259717081213,24.25611498940881,-72.87979991948237,0.0003453648566553724,-32.0,64.0
global,0.0024400879015900045,3.9609340296902733,-154.73822418985907,0.0026608576784844518,0.0,-152.0
global,0.0013679964709830683,46.056240328792995,-171.6618187848083,0.0013613514445958153,-52.0,16.0
global,0.0008982383999647237,36.19379420667602,-86.0585493392322,0.0009929042033459679,-36.0,100.0
global,0.0018457389322193984,61.732043748037924,69.2228042105836,0.00175117971689287,-56.0,-124.0
global,0.001009339534670417,66.91125174120775,57.69787188772303,0.0010383139465897084,-68.0,-104.0
global,0.002030632266112886,-41.40598954178544,38.966264507507375,0.0020789673610380754,-36.0,28.0
global,0.0009680257502165945,0.06608552934977982,72.71802036593917,0.0010806530444137374,-8.0,96.0
global,0.0009537845606029105,-39.307301319551954,-49.91774224492412,0.0008864771898851043,-48.0,-40.0
global,0.0007992917772284835,-18.97818073453212,-36.33614171708351,0.0007373252994772317,-16.0,-28.0
global,0.0007926588509787891,53.703814062701674,71.91398264513109,0.0009139416520841381,-36.0,-72.0
global,0.00085687430895931,8.934357708081139,59.8512364143286,0.0007972314901990574,-16.0,-120.0
global,8.617213225059484e-05,15.874972942345376,17.488687184234184,9.086606016739385e-05,-40.0,-164.0
global,0.0006156494013681568,53.580570541747136,-84.15901982921501,0.0005454197807377437,-60.0,96.0
global,0.00037213386728485176,86.20662960964601,0.27385236174426814,0.00041676338344853736,-80.0,-84.0
global,0.0007623326832428834,40.75599655316449,-47.151627526571076,0.0007884548645691325,-44.0,124.0
global,0.0015755553350145224,-4.376303609004494,-165.27707213680625,0.0014914739924289933,-4.0,-172.0
global,0.00017825409876781606,-5.599238606407773,-79.17370110191384,0.0002579176258118432,4.0,96.0
global,0.0014794519007140794,-12.048351984268322,-146.98257692178603,0.0016084977507992981,-16.0,-144.0
global,0.002336449832511134,-53.20272329402589,135.93401999148278,0.002285163997176043,-56.0,132.0
global,0.0003525481022519372,34.32014900077176,133.98813349004917,0.0004169837060155057,-24.0,-68.0
global,0.0004907791180717158,-14.974048511080417,117.25950961010446,0.000723997237074836,-20.0,108.0
global,0.0008120522108311379,-76.1843140041425,4.5923904749267095,0.0007806174279713085,-64.0,-8.0
global,0.001228326475905761,-47.97900650996072,60.892394353782734,0.0011201504108603322,-52.0,76.0
global,0.0001495207304088586,-15.695152826373343,114.59390887916344,0.00018653526139955634,-24.0,100.0
global,0.0007230643355381483,8.97141736704207,88.75310272875932,0.0006967444506261744,-20.0,92.0
global,0.00016862199700307112,61.84184073138721,-8.871857491502713,0.00023593788151310413,-52.0,176.0
global,0.0013109625238665323,-36.715427844357656,-46.197003608289215,0.0013154965273937114,-40.0,-64.0
global,0.0013431523764934061,-10.449962725379606,92.10101433543225,0.0012802707017782744,-4.0,84.0
global,0.000627293735711909,-43.5533250000284,39.644938208182964,0.0007133483304403443,-36.0,56.0
global,0.0008959412418872992,-34.40080543696429,-9.730745578231295,0.0008960289956378986,-32.0,-8.0
global,0.0008982121016347655,-2.1333186912233186,163.68296697623387,0.0009588410125240809,-8.0,-8.0
global,0.001769310796460366,-28.153150380646174,51.97156826522849,0.0018349373997860186,-24.0,60.0
global,0.0006045162471784993,-82.56345355547796,112.62675892590644,0.0005732659738397761,-88.0,-4.0
global,0.0002754785922098879,-55.359081564308404,45.485941436124584,0.000340907423822312,-48.0,32.0
global,0.0010852868891163547,-40.70993915118303,76.28251794528146,0.0010722338155563227,-28.0,68.0
global,0.00014053550701653705,-54.662942657789436,119.59896205332254,0.00022023544452387522,-36.0,104.0
global,0.0005211344442306309,-48.812040258039936,154.42811881326568,0.0004171168832111105,-36.0,-172.0
global,0.0012655563069965403,35.98330344490887,57.339115921145165,0.0012766912915121997,-32.0,-124.0
global,0.0005578176524668743,36.9493541074108,-165.62744767993277,0.0006790829911847984,-36.0,20.0
global,2.14599351697764e-05,-1.0385834178650015,-43.12647224081618,3.152534087347281e-05,-20.0,-40.0
global,0.0008297185928638484,53.92813032409985,-8.916835148876922,0.0009012086444426526,-60.0,164.0
global,0.002146183555251202,-71.19777245126315,144.42509291191126,0.0021769097807221582,-72.0,136.0
global,0.0033318933940470474,-4.798197614853176,39.09171950753633,0.003356535306304087,0.0,-140.0
global,0.0009393673103493816,4.822408648469506,-100.44556555503375,0.0010708954509417445,-4.0,84.0
global,0.0003348477943293515,-44.15112845608971,37.17736103740492,0.0003473896561257961,-40.0,60.0
global,4.73891970792506e-05,14.717045898526854,112.67725573747288,0.00011601414209927441,-32.0,96.0
global,0.002412247741116924,40.15759063731988,-133.09523446829547,0.0029918726853361832,-36.0,60.0
global,0.0009689166017891049,-31.445376351912003,-3.9174479738219676,0.0009224605011971532,-40.0,-16.0
global,0.00047004919349824537,-9.175462304021769,150.59176427068957,0.0004639134663706468,-8.0,156.0
global,0.002319516776177255,-44.72888613086624,9.419081008116434,0.0022324943037846934,-44.0,0.0
global,0.0014322994339006634,-49.360162852209115,121.52138398403272,0.0013855064577996679,-48.0,112.0
global,0.002271268057327136,-20.620694916629486,85.14376700645754,0.0024306521683531424,-16.0,92.0
global,0.0007196047201581957,39.4058478873623,135.33666033943211,0.0007816307135878331,-12.0,-72.0
global,0.00016512690504300043,32.06811096988872,-95.94602346263376,0.0002430379975462138,-24.0,100.0
global,0.0011234252008381906,-19.91497047363987,53.59492534201403,0.0011700071209119756,-4.0,56.0
global,0.00022918124871373902,59.50747057820215,-67.71841269171215,0.00024542231159974115,-40.0,140.0
global,0.000786472898324786,69.73575667611843,135.84025227757283,0.0007890328696329441,-72.0,-40.0
global,0.0005743791991796865,-17.777382819575276,-170.2697013517334,0.0005547401353033221,-20.0,-172.0
global,0.00017626276205429114,-49.235959336248484,90.42391869250739,0.00019242378738393295,-36.0,112.0
global,0.00041133948827032363,-45.218943298610526,-166.52207097024893,0.0004164889527685789,-24.0,-156.0
global,0.0016789160785000146,-7.972797660799857,176.27299637704888,0.00175690612059054,-8.0,172.0
global,0.0006543253496411605,-56.67785295145139,17.80578860365084,0.0007103843267391996,-60.0,44.0
global,0.0018155695876158617,16.040498038246145,177.10045761332552,0.0017153475608248092,-16.0,-4.0
global,0.0012493372144170012,40.12068489615572,-134.43850993516585,0.001175033409024362,-44.0,56.0
global,0.0004981157230893318,-15.20480936001306,151.3980569806608,0.0004835889251667558,-24.0,124.0
global,0.0005802895653420626,-27.01120808224982,1.4959137286147655,0.0006148250517742371,-28.0,-4.0
global,0.00043137588734132315,3.7694671255740704,48.82731826475948,0.0004602004980120977,-4.0,-124.0
global,0.0024196479372634583,-5.322407580901854,59.81466999264144,0.002319022127502013,0.0,-116.0
global,2.9020092159326438e-05,-30.35170673258623,-4.862967531752842,6.0877633225153716e-05,-32.0,-72.0
global,0.0004288439322296389,-43.933933938688135,-175.87360291798086,0.0006745337627837023,-40.0,-164.0
global,0.00031470944219658126,25.528384244986277,33.36678134236695,0.0004300263505395696,-40.0,-168.0
global,0.0004434407297205789,-15.220591115383966,-1.0864141349433758,0.0003986642167502774,-16.0,-8.0
global,0.0010423936030521386,2.7604106462889324,-129.08463911701642,0.0010416775812538415,-8.0,-136.0
global,1.556713970596313e-05,38.76422691990352,77.09589119649104,2.6704119726495e-05,-32.0,-156.0
global,2.9399911540162194e-05,-37.300973552747266,94.97949319905149,5.384996187784985e-05,-28.0,96.0
global,0.0022459212850182153,9.061179697349317,23.901182554281466,0.002500287495729059,-20.0,-156.0
global,0.0012072102964302278,-61.11405373993018,-59.399771769888254,0.00113755436292573,-72.0,-64.0
global,0.0012459236731822143,2.711899959987572,-109.74827988099382,0.0011202401872938417,-8.0,-112.0
global,0.0006043419957123541,-50.30160167121683,9.296232532049036,0.0005710197230299752,52.0,-168.0
global,0.00014219013711502804,-30.12120058892668,16.588534478780353,0.00012096730639488129,28.0,-180.0
global,0.0005301946298925664,-18.050315639284207,-44.30731628528843,0.0006071683629707003,-32.0,-48.0
global,0.0005214450784312152,-26.211732747836653,163.92740737099714,0.0005198452573739187,-24.0,168.0
global,0.0017424090044946272,-48.62921987242353,-157.049795582939,0.0016732693429805101,-56.0,-140.0
global,0.00014734880748834556,-17.42744386650956,61.607109243461146,0.00024091341626286678,-16.0,52.0
global,0.00022974767938999108,-56.500352001698396,106.85757052404368,0.0002114855590050757,-32.0,96.0
global,0.0015219211859403003,8.810442211599204,-147.6458920808189,0.0013783723087680277,-8.0,44.0
global,0.000939450763476124,17.984964159315417,-155.4464138118021,0.0008815873399247165,0.0,-144.0
global,0.000795412933284001,-71.56050456863194,-150.86620736887716,0.0007116940516009862,-72.0,-148.0
global,0.00019817254568432752,68.96986178057837,149.04808233239478,0.00019521840672964696,-72.0,-4.0
global,0.00014866681861724906,30.805224547310733,-33.94371016490291,0.0001732965180880619,-24.0,152.0
global,0.0009199536178154943,-47.71113982625294,-22.663622881129765,0.0009245438167642117,40.0,164.0
global,7.052590412004456e-06,-48.31622002600626,-60.730431390250025,2.4475592341199892e-05,-36.0,-52.0
global,0.0007179114163736733,78.86441496748678,-135.58687068342746,0.0006878534703409489,-80.0,52.0
global,0.0005859167135702226,-66.81785066147128,123.22075670785634,0.0006586359003519782,-64.0,112.0
global,0.0015518294594378812,-28.00881594631852,-20.698779345822462,0.001545708729863704,-28.0,-20.0
global,0.0018406907773003134,20.886981928705836,28.35010613569332,0.0018396703848041485,-28.0,-160.0
global,0.0013132532213826487,11.831849178691805,42.55358351487758,0.0012897433310504747,-4.0,-136.0
global,0.0009307379519452041,4.269414996364611,-49.78517474997042,0.0011145491458544043,-8.0,128.0
global,0.0005040339887105727,-28.087294607660656,34.10630141251141,0.0006457065029787934,-32.0,32.0
global,0.00023331742677246137,8.838405159768826,-22.55857359259529,0.00025945904461033287,-12.0,140.0
global,0.0005702768730482255,-22.358879785304357,103.04923210427945,0.0006835889681315876,20.0,-72.0
global,0.00012513532612867806,-59.344541561289944,-2.329341976511215,0.0001248654193399812,-44.0,-8.0
global,0.0010963498095306612,70.63960857784532,-94.99788227765217,0.0010540968084843394,-72.0,96.0
global,0.0004966295878333638,-76.44356369678367,126.66421852657744,0.0005095328100624963,-76.0,96.0
global,0.001021438271582631,-16.234484697675704,71.98982435351456,0.0008556556968640772,8.0,-112.0
global,0.0008005120321370462,-10.382583220511808,-175.4186093711692,0.0009357735489569086,-24.0,-180.0
global,0.0006612332786156694,61.161597340254445,61.33968901233502,0.000665915309001619,-72.0,-112.0
global,0.002024303545517969,55.88941993245774,78.18044617678115,0.0021607142807498203,-56.0,-96.0
global,0.0004872323187202765,58.8780167487453,-77.1749466632347,0.00045496610475193044,-64.0,104.0
global,0.0001488076030098373,56.016216261448015,20.54287034637843,0.00016724104310072985,-40.0,-164.0
global,0.002350027606066507,48.37306677300185,11.285314645480085,0.0022835768155091696,-48.0,-168.0
global,0.00189431209789781,-39.885100339685756,-27.101678759059844,0.0018210072983912973,-36.0,-28.0
global,0.000883131180822283,-65.13401592148077,109.72126100631334,0.000786914694664631,-64.0,112.0
global,0.0006997807462085781,-11.329222780897744,-106.46426738493024,0.0007338100080221954,-12.0,-116.0
global,0.0013556882813690052,-44.86148724304273,89.55248759388935,0.001283811493660858,-40.0,88.0
global,0.0004959565544154776,-4.778848407564763,85.14135974039581,0.0006146729496868675,-8.0,120.0
global,0.0005073152716684737,24.155994262440135,-142.4586403433523,0.0005490714204364755,-16.0,40.0
global,0.0014561051059347463,49.240373998048874,132.67306320995533,0.0013515534117038985,-48.0,-52.0
global,8.15399245491788e-05,11.435253078305536,-54.85906366349098,0.0001435159738280012,-32.0,100.0
global,0.0009966980030257089,8.043609257033188,86.94165491182476,0.0011231931989298394,-12.0,-88.0
global,0.00037617402600698124,-34.13489774478089,-161.54712039978384,0.0004482730833406112,-24.0,-160.0
global,0.0006059199174877072,76.09822961709452,-156.45112844440527,0.0006274960538479313,-72.0,20.0
global,0.0005885165831752692,-16.288927875536693,-27.5199032710893,0.0006268808017806382,20.0,152.0
global,0.000991109111572408,-16.741099559564283,79.17116542222786,0.001091865828726446,-24.0,92.0
global,0.0011283442080863848,-82.56357217290824,66.9148874804353,0.0011924375307342805,-84.0,68.0
global,0.00012452192835499254,45.96620970968964,167.04663000257662,0.00013388669605807202,-60.0,12.0
global,0.0002660322026877271,-37.80253233860342,147.59038567413677,0.00024128069693973853,-12.0,148.0
global,0.0016763246625336459,15.706349408873878,-96.9210273403107,0.0019666753961941064,-20.0,80.0
global,0.002033226607628169,-82.45458627587803,-57.03490543849921,0.0020382238287619536,-76.0,-52.0
global,0.00016269056951623284,-49.229281508707565,-146.624583656642,0.00017211509372139222,-32.0,-144.0
global,0.00018822558248221544,-51.59785316507026,129.5404063395145,0.00020628568172575967,-56.0,148.0
global,0.0007819852625375878,3.7353317868573352,149.36041420234508,0.0008830302432059067,-8.0,124.0
global,0.000231508994157692,32.85568913551214,56.19737656875751,0.00022634107518693103,-24.0,-116.0
global,0.00033228910256988264,-4.139245219758279,84.99107351914552,0.0003833822154094557,-4.0,-84.0
global,0.0006189857397589371,17.69083823739877,-33.53499495157798,0.0006895201567442832,12.0,-32.0
global,0.00241337406439579,56.68429949246936,26.018830135157035,0.0025557735559214034,-64.0,-164.0
global,0.0007084215569402863,16.979056992288413,53.82660131915851,0.0008911087470865331,-4.0,56.0
global,0.0006375559628010175,-14.860113890720905,31.994459568435488,0.0007868330305091931,-20.0,24.0
global,0.0017157726090220038,-35.03667499405042,146.59722728179023,0.0019171969544873324,-36.0,136.0
global,0.0009202719669330062,-28.912567052986144,153.47889122559332,0.0009726051214158371,-28.0,128.0
global,0.001113093801711651,65.1675929553528,29.27432265574155,0.0011521307904370781,-68.0,-160.0
global,0.001090547897542593,38.923190413787516,-91.06408458668814,0.001161853630004539,-32.0,68.0
global,0.00038413977105389296,-12.696417283872583,175.85312266994282,0.00034000428324976184,-28.0,164.0
global,0.0004312257123040286,-29.20144328184476,81.12374657642731,0.000497112934695898,-32.0,92.0
global,0.001289506586566902,62.94359671262666,164.6020318424413,0.0012551592484887353,-64.0,-20.0
global,0.0012177153608227131,22.28008013906721,-98.06455919807858,0.0012821585162702265,-16.0,92.0
global,0.001284941330815581,68.15852481425713,-1.218258217087113,0.0012325013755593028,-76.0,-176.0
global,0.0005170803668316237,-37.62307921469697,-10.420489360663401,0.0005670734914223763,-32.0,-16.0
global,0.002748336214379754,-60.317082141706116,75.85713297016645,0.0027444537646158507,-60.0,88.0
global,0.0013862758419875831,46.74658499139454,-143.01186326184842,0.0014812538785008433,-44.0,28.0
global,7.332833770790081e-05,-43.909680782786225,22.749563909916667,6.49367322480554e-05,-24.0,-24.0
global,0.00044618762300452364,12.169550468077315,-79.28706560043103,0.00043369863937936515,-4.0,-76.0
global,0.002382283248626549,64.15474794219134,-90.23702446507501,0.0024006913457818024,-68.0,92.0
global,0.0006473325031559618,-64.69488166671191,-5.116598379567582,0.0007205458372352425,60.0,140.0
global,0.0006228525232214732,6.0327276408556605,54.88832417418477,0.0006281725286531037,0.0,-124.0
global,0.00012085582173060327,52.9619320670539,-47.58925471089254,0.000133674141746698,-52.0,68.0
global,0.0016476400876749286,-3.6870387742724984,-161.78086155024374,0.001840155501128704,-8.0,-164.0
global,0.0016499105565118688,21.02549550505248,-11.420893158780476,0.0015687406163292783,-16.0,168.0
global,0.0004076424691680236,3.632673227557278,9.174344881326485,0.0004012558834480817,-16.0,-172.0
global,0.0009808324377483801,-44.018363076392035,-15.185946892977812,0.00096085367745391,36.0,156.0
global,0.002799567975662387,32.48982284523584,106.97456641104702,0.0027768921945734437,-16.0,-72.0
global,0.0011757585545546512,24.399348407620554,115.6234181407376,0.0014636924033113452,-8.0,-76.0
global,0.0001601271352869027,-35.68680799685634,92.35824343510764,0.00021759043455604754,-32.0,116.0
global,0.0008813741381757945,17.9885361435074,57.67127791519639,0.0008971426677846228,-20.0,-124.0
global,0.00037726464586185227,5.152630222769112,84.70997293209574,0.00044334564569337154,0.0,-96.0
global,0.0019347579714343865,-27.1747124666945,160.85318629673384,0.001972763613497186,-24.0,160.0
global,0.00018091617655779935,-20.658868151587914,-0.2775235925393283,0.00020688050094386234,-24.0,4.0
global,0.0016732567910309193,15.119023580154442,-19.903117363395914,0.0016945790968571073,-8.0,160.0
global,0.0010447515386378114,42.42625968538429,-82.144242262598,0.0009561419868415744,-48.0,96.0
