offset_deg,orientation_azimuth_deg,candidate_pole_lat,candidate_pole_lon,px,py,pz,preference_raw,preference_norm,hit_count_within_sigma,hit_fraction_within_sigma,mae_m,rmse_m,preference_0_1
0.1,103.0,89.8999999999998,103.0,-0.00039261345608507963,0.0017005957129518439,0.9999984769132877,2218.208916741514,0.6906005344774326,2258.0,0.702988792029888,33.94942968547594,157.60168781781763,1.0
0.1,102.5,89.8999999999998,102.5,-0.00037775819771024977,0.001703957114739677,0.9999984769132877,2218.2049773885897,0.6905993080288262,2258.0,0.702988792029888,33.9394532975823,157.60286495340117,0.999998224083902
0.1,103.5,89.8999999999998,103.5,-0.00040743881542516336,0.0016971048042163457,0.9999984769132877,2218.203886965014,0.690598968544525,2258.0,0.702988792029888,33.959298575505706,157.60053477128787,0.9999977325055086
0.1,102.0,89.8999999999998,102.0,-0.0003628741715861143,0.0017071887535960845,0.9999984769132877,2218.1918624799355,0.6905952249314867,2258.0,0.702988792029888,33.92937017469815,157.6040661131956,0.9999923116973115
0.1,104.0,89.8999999999998,104.0,-0.0004222331467219894,0.0016934846543793978,0.9999984769132877,2218.190093778519,0.6905946742772475,2257.0,0.7026774595267746,33.969059212774006,157.5994058807238,0.9999915143416598
0.1,101.5,89.8999999999998,101.5,-0.00034796251118888777,0.0017102903834192555,0.9999984769132877,2218.169365044636,0.6905882207486413,2260.0,0.7036114570361146,33.91920319223177,157.60529123442197,0.9999821695348085
0.1,104.5,89.8999999999998,104.5,-0.00043699532332995013,0.0016897355391294264,0.9999984769132877,2218.1677420315054,0.6905877154519008,2257.0,0.7026774595267746,33.97871085042105,157.5983012151026,0.9999814378574996
0.1,101.0,89.8999999999998,101.0,-0.0003330243520992429,0.0017132617680080708,0.9999984769132877,2218.1372777289967,0.6905782309243451,2261.0,0.7039227895392279,33.90893543905294,157.60654025635978,0.99996770411841
0.1,105.0,89.8999999999998,105.0,-0.0004517242210521434,0.0016858577439760733,0.9999984769132877,2218.137035540017,0.6905781555230439,2257.0,0.7026774595267746,33.98826879588231,157.59722084547522,0.9999675949361875
0.1,105.5,89.8999999999998,105.5,-0.00046641871822598175,0.0016818515642284526,0.9999984769132877,2218.0981769229315,0.6905660575725192,2259.0,0.7033001245330013,33.99785320818604,157.59616484496345,0.9999500769211835
0.1,100.5,89.8999999999998,100.5,-0.00031806083191582947,0.0017161026810800896,0.9999984769132877,2218.0953929574293,0.6905651908335708,2263.0,0.7045454545454546,33.898875715497915,157.6078131203373,0.999948821870101
0.1,106.0,89.8999999999998,106.0,-0.00048107769580861364,0.001677717304972663,0.9999984769132877,2218.0513674381386,0.6905514842584491,2259.0,0.7033001245330013,34.007324573557696,157.59513328875465,0.999928974542395
0.1,100.0,89.8999999999998,100.0,-0.0003030730901686427,0.0017188129062887824,0.9999984769132877,2218.0435030921644,0.6905490358319316,2263.0,0.7045454545454546,33.889165914133116,157.60910976972383,0.9999254291838334
0.1,106.5,89.8999999999998,106.5,-0.0004957000374621422,0.001673455281048553,0.9999984769132877,2217.996806818658,0.6905344977642148,2261.0,0.7039227895392279,34.01668216616137,157.59412625410607,0.9999043778422967
