offset_deg,orientation_azimuth_deg,candidate_pole_lat,candidate_pole_lon,px,py,pz,preference_raw,preference_norm,hit_count_within_sigma,hit_fraction_within_sigma,mae_m,rmse_m,preference_0_1
4.35,306.0,85.65,-54.000000000000014,0.044582868559565336,-0.06136305424812847,0.997119322550888,11.149830481604297,0.6968644051002686,11.0,0.6875,131.50837471662496,312.46794101895824,1.0
4.35,305.5,85.65,-54.49999999999997,0.04404568410935523,-0.06174977171615397,0.997119322550888,11.085404171841162,0.6928377607400726,11.0,0.6875,131.07758260769089,312.11147575354585,0.9942217677775972
4.35,306.5,85.65,-53.5,0.04511665785172509,-0.06097166374594521,0.997119322550888,10.993367628267016,0.6870854767666885,11.0,0.6875,132.72064211346648,312.8442657829547,0.9859672437535778
4.6,304.5,85.40000000000006,-55.50000000000003,0.04542517093452838,-0.06609403383872796,0.9967788784562471,10.863267939292921,0.6789542462058076,10.0,0.625,138.17245309173586,325.1152973838388,0.9742989328147934
4.6,305.0,85.40000000000006,-55.0,0.0460002132157341,-0.06569511281376295,0.9967788784562471,10.838138839104934,0.6773836774440584,10.0,0.625,138.53760877213145,325.53848607688286,0.9720451675912372
4.35,305.0,85.65,-55.0,0.04350514540977034,-0.062131786699989366,0.997119322550888,10.788542325898971,0.6742838953686857,11.0,0.6875,132.45685798809043,311.7753511249771,0.9675969821871819
4.35,307.0,85.65,-53.00000000000003,0.045647011335713146,-0.060575630015506345,0.997119322550888,10.672420635090338,0.6670262896931461,11.0,0.6875,133.9266047189031,313.2399629270967,0.9571823224306755
4.6,304.0,85.40000000000006,-56.0,0.04484666935068535,-0.06648792154712267,0.9967788784562471,10.635056339266583,0.6646910212041615,10.0,0.625,138.82571806330824,324.71401640572583,0.9538312135608679
28.349999999999998,92.5,61.650000000000006,92.5,-0.020712944812670425,0.47440443180699876,0.880063298291132,10.605270725883015,0.6628294203676884,11.0,0.6875,771.3057675475645,1591.499338784745,0.9511598174860387
4.6,305.5,85.40000000000006,-54.499999999999986,0.04657175240260639,-0.06529118885160819,0.9967788784562471,10.554023040950566,0.6596264400594104,10.0,0.625,140.6092020935756,325.9830562562135,0.9465635426801572
28.599999999999998,92.5,61.4,92.5,-0.020880245580143664,0.4782362493612785,0.8779829754279805,10.382719193933,0.6489199496208125,11.0,0.6875,777.0301212814752,1601.4070410259185,0.9311997353738313
4.35,304.5,85.65,-55.50000000000003,0.04296129362492547,-0.06250907010771456,0.997119322550888,10.297151346822188,0.6435719591763868,11.0,0.6875,133.83544114064546,311.4600417780532,0.9235253723194344
4.35,307.5,85.65,-52.5,0.04617388862305845,-0.060174983216313656,0.997119322550888,10.268383713413495,0.6417739820883435,8.0,0.5,135.1261966219317,313.65453986257666,0.9209452762851356
4.6,303.5,85.40000000000006,-56.500000000000014,0.044264752519340256,-0.06687674594287314,0.9967788784562471,10.217910859131681,0.6386194286957301,11.0,0.6875,139.46292621628814,324.3351622031533,0.9164184940739541
4.6,306.0,85.40000000000006,-54.00000000000003,0.04713974497022328,-0.0648822927126373,0.9967788784562471,10.066166573685624,0.6291354108553515,10.0,0.625,142.7640122853535,326.44847509954917,0.9028089342069755
4.35,308.0,85.65,-52.0,0.04669724959001562,-0.05976975385917214,0.997119322550888,9.86205058168775,0.6163781613554844,9.0,0.5625,136.31935134938198,314.0874990355286,0.8845022888876016
4.6,303.0,85.40000000000006,-57.00000000000003,0.04367946475571286,-0.0672604774154962,0.9967788784562471,9.70973331463688,0.606858332164805,8.0,0.5,140.18951040239625,323.9792460911449,0.8708413397545925
4.35,304.0,85.65,-56.0,0.042414170171239725,-0.06288159320773731,0.997119322550888,9.685417798910937,0.6053386124319335,11.0,0.6875,135.21318046770222,311.1660153484462,0.8686605428567329
28.099999999999998,92.5,61.90000000000002,92.5,-0.02054524970058502,0.4705635822761768,0.8821268660176678,9.680784891107201,0.6050490556942001,11.0,0.6875,770.6721746844324,1581.5466411782947,0.8682450291131492
4.1,307.0,85.9,-53.00000000000003,0.04302823611638763,-0.057100397921712565,0.997440782930944,9.652884594069508,0.6033052871293443,11.0,0.6875,131.32515227147093,299.9338415163363,0.8657427222768502
29.099999999999998,92.0,60.90000000000001,92.0,-0.016972860005399153,0.48603911805007866,0.8737722230354653,9.598178123001974,0.5998861326876234,10.0,0.625,782.9924346270449,1607.9720183881186,0.8608362377201754
4.1,306.5,85.9,-53.5,0.04252830908356713,-0.057473711143427156,0.997440782930944,9.593762997213052,0.5996101873258157,11.0,0.6875,130.61816850119027,299.6457096305519,0.8604402562928158
4.1,307.5,85.9,-52.5,0.04352488638243733,-0.05672273628362301,0.997440782930944,9.517991288271723,0.5948744555169827,11.0,0.6875,132.63614004115198,300.24039644105267,0.8536444840103277
4.35,308.5,85.65,-51.5,0.04721705438062072,-0.05935997280386627,0.997119322550888,9.513168739966119,0.5945730462478824,9.0,0.5625,137.64525645521417,314.5383384268745,0.8532119618913985
28.849999999999998,92.0,61.15,92.0,-0.016839642762817898,0.4822242753498703,0.8758859370345623,9.497295252305491,0.5935809532690932,8.0,0.5,777.3405493238637,1598.3695366821048,0.8517883090666478
4.6,306.5,85.40000000000006,-53.5,0.04770414766375181,-0.0644684555358743,0.9967788784562471,9.468818430487053,0.5918011519054408,11.0,0.6875,144.9173679780054,326.9342037609838,0.8492342951858608
4.1,306.0,85.9,-54.000000000000014,0.04202514335535483,-0.05784264751951969,0.997440782930944,9.328565507019265,0.5830353441887041,11.0,0.6875,131.85663455580305,299.3764355106187,0.8366553664120838
4.85,304.0,85.14999999999999,-56.0,0.047278314714191624,-0.07009298405232205,0.9964194571285864,9.309825348996746,0.5818640843122966,11.0,0.6875,152.00658967603658,339.04666541192853,0.8349746091975739
4.85,303.5,85.14999999999999,-56.5,0.04666484558731659,-0.07050289101792294,0.9964194571285864,9.306996658081522,0.5816872911300951,11.0,0.6875,152.52291513331116,338.55914072664797,0.8347209110880026
4.35,309.0,85.65,-51.0,0.04773326340972651,-0.05894567125680986,0.997119322550888,9.251608834774618,0.5782255521734136,9.0,0.5625,139.13657797398307,315.0065520457961,0.8297533177781056
4.1,308.0,85.9,-52.0,0.04401822205987555,-0.056340754989554466,0.997440782930944,9.235656073082954,0.5772285045676846,11.0,0.6875,133.9480766453558,300.56493423104325,0.8283225550666917
4.6,302.5,85.40000000000006,-57.5,0.043090850631732465,-0.06763908674235454,0.9967788784562471,9.206880204106335,0.575430012756646,8.0,0.5,141.16508765090035,323.64677105974187,0.8257417204052057
4.35,309.5,85.65,-50.50000000000003,0.048245837366016765,-0.05852688076866985,0.997119322550888,9.080079511129192,0.5675049694455745,9.0,0.5625,140.6136522666742,315.4916304159879,0.8143692880452387
4.85,303.0,85.14999999999999,-57.00000000000003,0.04604782275177978,-0.07090742891540978,0.9964194571285864,9.06626527968545,0.5666415799803406,11.0,0.6875,153.0194577485269,338.0951844569944,0.8131303246846266
28.849999999999998,92.5,61.15,92.5,-0.021047148817839284,0.4820589619867331,0.8758859370345623,9.063941611576075,0.5664963507235047,10.0,0.625,787.2953108857711,1611.270052793408,0.8129219207888716
4.35,303.5,85.65,-56.5,0.04186381671428223,-0.06324932763098134,0.997119322550888,9.039124159378316,0.5649452599611448,8.0,0.5,136.58992383934526,310.89373194577047,0.8106961064826628
4.85,304.5,85.14999999999999,-55.50000000000003,0.04788818341435566,-0.06967773923460957,0.9964194571285864,9.026749001147422,0.5641718125717139,11.0,0.6875,153.95499355110726,339.5571888528633,0.8095862099464498
5.6,285.5,84.4,-74.50000000000001,0.026077895664642414,-0.09403385392032083,0.9952273999818312,9.014026628995085,0.5633766643121928,9.0,0.5625,201.424680459643,377.0627669202045,0.8084451726747776
4.35,310.0,85.65,-50.0,0.04875473721500029,-0.058103633231963235,0.997119322550888,8.983644909393288,0.5614778068370805,9.0,0.5625,142.07635950823504,315.9930610538992,0.8057203133460261
5.6,286.0,84.4,-73.99999999999999,0.026897492462567264,-0.09380270371705897,0.9952273999818312,8.977558123163535,0.5610973826977209,9.0,0.5625,200.35780328684496,376.6230315209335,0.8051744049360466
33.349999999999994,208.5,56.65000000000001,-151.50000000000003,-0.4831314551008956,-0.2623189772216428,0.8353279303851169,8.97397074468035,0.5608731715425219,9.0,0.5625,1197.7805662444528,2229.000635179635,0.8048526620638924
4.35,312.5,85.65,-47.5,0.05124277839361527,-0.055921679679361146,0.997119322550888,8.944943764743561,0.5590589852964726,9.0,0.5625,149.6336653124482,318.72740917718403,0.8022493058976548
4.35,313.0,85.65,-47.0,0.05172882974848135,-0.05547237842846535,0.997119322550888,8.942753243260379,0.5589220777037737,8.0,0.5,151.25671733391061,319.3160807890889,0.8020528435849051
4.35,310.5,85.65,-49.5,0.04925992420198326,-0.05767596087862864,0.997119322550888,8.940311964046854,0.5587694977529284,9.0,0.5625,143.5245805444927,316.51032893825123,0.8018338914476908
4.35,312.0,85.65,-48.00000000000003,0.050752824702780024,-0.056366722277839766,0.997119322550888,8.940241599899446,0.5587650999937154,9.0,0.5625,147.98760346893712,318.1519773834352,0.801827580665879
4.35,311.5,85.65,-48.5,0.05025900598784617,-0.05680747233218425,0.997119322550888,8.932571450523627,0.5582857156577267,9.0,0.5625,146.43262416646027,317.59030642328776,0.8011396644335673
4.35,313.5,85.65,-46.50000000000003,0.05221094175268572,-0.05501885274118222,0.997119322550888,8.931510890031786,0.5582194306269866,8.0,0.5,152.85660250303624,319.91747126711573,0.8010445454545307
4.35,311.0,85.65,-49.00000000000003,0.049761359855020636,-0.057243896277571614,0.997119322550888,8.92883195456882,0.5580519971605512,9.0,0.5625,144.95819690359025,317.04291697016225,0.8008042785314249
4.35,314.0,85.65,-46.0,0.052689077691532804,-0.05456113715524867,0.997119322550888,8.910026928557528,0.5568766830348455,8.0,0.5,154.43316586238274,320.53106011600244,0.7991177034716231
29.349999999999998,92.0,60.650000000000006,92.0,-0.017105754109191757,0.4898447072660898,0.8716418736727571,8.891400658877796,0.5557125411798622,10.0,0.625,790.4898741214954,1617.5279467433281,0.7974471606135534
4.1,305.5,85.9,-54.49999999999997,0.04151877724976911,-0.05820717895405666,0.997440782930944,8.884057838223015,0.5552536148889384,9.0,0.5625,133.1041390808105,299.1264479834251,0.796788601663541
33.099999999999994,208.0,56.90000000000001,-152.0,-0.4821794119332296,-0.2563793410778836,0.8377187166204388,8.879595375234242,0.5549747109521401,8.0,0.5,1197.9919736779702,2226.2670897255553,0.7963883746828587
4.35,314.5,85.65,-45.49999999999997,0.053163201153119614,-0.0540992665274787,0.997119322550888,8.87765066342778,0.5548531664642362,8.0,0.5,156.1655088197975,321.1563276783002,0.7962139584162015
5.6,285.0,84.4,-75.00000000000003,0.025256312933998024,-0.09425784308153978,0.9952273999818312,8.875242552464675,0.5547026595290422,9.0,0.5625,203.38136297123262,377.5437660115811,0.7959979810551934
4.1,308.5,85.9,-51.5,0.04450820557928039,-0.0559544831288614,0.997440782930944,8.872352823388557,0.5545220514617848,11.0,0.6875,135.2608791731876,300.90700971674136,0.7957388085878733
4.6,307.0,85.40000000000006,-53.00000000000003,0.04826491750174157,-0.0640497088366225,0.9967788784562471,8.861324202822892,0.5538327626764308,8.0,0.5,147.04587330491339,327.43969793543516,0.794749679597629
4.35,315.0,85.65,-45.00000000000003,0.053633276031108866,-0.053633276031108894,0.997119322550888,8.83408338681346,0.5521302116758412,8.0,0.5,157.99451412525227,321.7927555029029,0.7923065199411322
5.6,286.5,84.4,-73.50000000000001,0.027715040912303132,-0.09356441007473716,0.9952273999818312,8.781370623021573,0.5488356639388483,9.0,0.5625,200.0976855644705,376.2245064196544,0.7875788459304057
4.35,315.5,85.65,-44.5,0.05409926652747873,-0.053163201153119594,0.997119322550888,8.779323826970366,0.5487077391856479,8.0,0.5,159.80713033906085,322.43982670091424,0.7873952739869055
4.6,302.0,85.40000000000006,-58.00000000000003,0.042498954972643374,-0.06801254509088209,0.9967788784562471,8.776312839544087,0.5485195524715054,8.0,0.5,142.19167630470966,323.3382311941194,0.7871252261658873
32.849999999999994,208.0,57.15000000000001,-152.0,-0.478947449063398,-0.2546608759372144,0.840093553898942,8.734525168269075,0.5459078230168172,9.0,0.5625,1194.7963539144498,2220.3946136721456,0.7833773959774413
