offset_deg,orientation_azimuth_deg,candidate_pole_lat,candidate_pole_lon,predicted_elevation_m,target_elevation_m,residual_m,abs_residual_m
21.200000000000003,284.25,68.8,-75.74999999999999,180.00318053090103,180.0,0.0031805309010337623,0.0031805309010337623
1.1,330.25,88.90000000000026,-29.75,179.99477547152398,180.0,-0.005224528476020396,0.005224528476020396
44.400000000000006,53.25,45.6,53.25,180.0192399337952,180.0,0.01923993379520539,0.01923993379520539
2.3000000000000003,60.75,87.70000000000014,60.75,179.98043024290988,180.0,-0.01956975709012454,0.01956975709012454
1.2000000000000002,322.25,88.80000000000005,-37.75,180.02855574705157,180.0,0.028555747051569824,0.028555747051569824
1.6,305.75,88.39999999999996,-54.25,180.03085175447265,180.0,0.030851754472649873,0.030851754472649873
3.9000000000000004,70.25,86.1,70.25,180.04459419062812,180.0,0.04459419062811776,0.04459419062811776
1.1,24.25,88.90000000000026,24.25,180.04514210962276,180.0,0.04514210962275911,0.04514210962275911
38.800000000000004,58.0,51.2,58.0,180.05168160668205,180.0,0.05168160668205246,0.05168160668205246
1.7000000000000002,51.25,88.29999999999993,51.25,180.0540837896225,180.0,0.054083789622495715,0.054083789622495715
1.0,9.5,89.0000000000001,9.5,179.944084747221,180.0,-0.05591525277898768,0.05591525277898768
19.5,71.25,70.5,71.25,179.94255141256144,180.0,-0.0574485874385573,0.0574485874385573
1.9000000000000001,55.25,88.1000000000001,55.25,179.94094260529238,180.0,-0.05905739470762228,0.05905739470762228
2.4000000000000004,292.75,87.60000000000005,-67.25,180.06116961247153,180.0,0.061169612471530854,0.061169612471530854
1.0,345.0,89.0000000000001,-15.0,179.9226851701675,180.0,-0.07731482983248839,0.07731482983248839
1.7000000000000002,303.25,88.29999999999993,-56.75,179.91538522592464,180.0,-0.08461477407536222,0.08461477407536222
22.1,69.75,67.9,69.75,179.91449425674233,180.0,-0.08550574325767002,0.08550574325767002
1.3,38.0,88.70000000000007,38.0,179.91439185795588,180.0,-0.08560814204412281,0.08560814204412281
5.0,72.75,85.0,72.75,179.91090987484358,180.0,-0.08909012515641734,0.08909012515641734
11.5,74.75,78.5,74.75,180.08933407003147,180.0,0.08933407003146954,0.08933407003146954
13.8,74.0,76.2,74.0,180.0907165112895,180.0,0.09071651128948588,0.09071651128948588
10.0,279.5,80.00000000000003,-80.49999999999999,180.0944920879518,180.0,0.09449208795180652,0.09449208795180652
1.0,345.25,89.0000000000001,-14.75,180.09474159575456,180.0,0.09474159575455587,0.09474159575455587
1.2000000000000002,32.25,88.80000000000005,32.25,180.0979737805921,180.0,0.09797378059209905,0.09797378059209905
6.4,280.25,83.60000000000001,-79.74999999999999,180.10185330536765,180.0,0.10185330536765491,0.10185330536765491
28.3,288.75,61.7,-71.25000000000001,179.89663344490182,180.0,-0.1033665550981766,0.1033665550981766
8.3,279.5,81.70000000000002,-80.49999999999999,179.89535231183984,180.0,-0.10464768816015635,0.10464768816015635
2.5,62.75,87.50000000000006,62.75,179.8861057945982,180.0,-0.11389420540180595,0.11389420540180595
1.0,9.25,89.0000000000001,9.25,180.11571117170922,180.0,0.11571117170922207,0.11571117170922207
6.800000000000001,280.0,83.19999999999999,-80.00000000000003,180.12323064532555,180.0,0.12323064532554895,0.12323064532554895
2.9000000000000004,288.75,87.10000000000007,-71.25000000000001,179.87522097502463,180.0,-0.12477902497536775,0.12477902497536775
11.4,279.75,78.60000000000001,-80.25000000000001,179.87435570726163,180.0,-0.12564429273837163,0.12564429273837163
5.800000000000001,280.75,84.20000000000002,-79.25000000000001,179.8714246882923,180.0,-0.1285753117076922,0.1285753117076922
15.5,281.25,74.50000000000003,-78.75,180.1288042852728,180.0,0.12880428527279264,0.12880428527279264
12.3,280.0,77.7,-80.00000000000003,179.86606984231878,180.0,-0.1339301576812204,0.1339301576812204
29.8,64.75,60.20000000000001,64.75,179.86571832435183,180.0,-0.13428167564816818,0.13428167564816818
4.6000000000000005,282.5,85.40000000000006,-77.50000000000003,179.86317964096122,180.0,-0.13682035903877932,0.13682035903877932
27.6,66.25,62.4,66.25,180.1422694684448,180.0,0.1422694684447947,0.1422694684447947
12.4,74.5,77.60000000000001,74.5,179.85338302763043,180.0,-0.14661697236957139,0.14661697236957139
2.9000000000000004,65.75,87.10000000000007,65.75,180.14725321646807,180.0,0.14725321646807288,0.14725321646807288
2.1,296.25,87.90000000000015,-63.750000000000014,180.15229672375366,180.0,0.15229672375366476,0.15229672375366476
1.6,48.75,88.39999999999996,48.75,180.15713343459183,180.0,0.15713343459182738,0.15713343459182738
8.1,75.0,81.90000000000003,75.0,179.84147371803581,180.0,-0.1585262819641855,0.1585262819641855
10.3,75.0,79.70000000000002,75.0,179.83491238474247,180.0,-0.16508761525753357,0.16508761525753357
1.3,316.5,88.70000000000007,-43.5,179.82880932483158,180.0,-0.17119067516841824,0.17119067516841824
1.4000000000000001,312.25,88.60000000000021,-47.75,180.19867812846647,180.0,0.1986781284664687,0.1986781284664687
34.300000000000004,61.5,55.7,61.5,179.79890123385533,180.0,-0.2010987661446677,0.2010987661446677
1.9000000000000001,299.25,88.1000000000001,-60.75,179.7784551633561,180.0,-0.22154483664388636,0.22154483664388636
2.3000000000000003,293.75,87.70000000000014,-66.25000000000001,179.77287762917993,180.0,-0.22712237082006936,0.22712237082006936
1.0,9.75,89.0000000000001,9.75,179.76897181784977,180.0,-0.2310281821502258,0.2310281821502258
43.800000000000004,300.75,46.2,-59.25,180.24292992225367,180.0,0.2429299222536656,0.2429299222536656
1.0,344.75,89.0000000000001,-15.249999999999972,179.747142662804,180.0,-0.2528573371959908,0.2528573371959908
8.4,279.5,81.60000000000001,-80.49999999999999,180.25493788674717,180.0,0.25493788674717166,0.25493788674717166
1.0,345.5,89.0000000000001,-14.500000000000028,180.26330853765927,180.0,0.2633085376592703,0.2633085376592703
16.1,73.0,73.89999999999999,73.0,180.26791988745526,180.0,0.26791988745526396,0.26791988745526396
26.8,287.75,63.2,-72.25,180.27289355988952,180.0,0.2728935598895248,0.2728935598895248
7.300000000000001,279.75,82.70000000000002,-80.25000000000001,179.72670967630344,180.0,-0.2732903236965569,0.2732903236965569
5.2,281.5,84.79999999999998,-78.50000000000001,180.2772421260448,180.0,0.27724212604479703,0.27724212604479703
18.1,72.0,71.89999999999999,72.0,180.27863699307832,180.0,0.27863699307832235,0.27863699307832235
2.4000000000000004,61.75,87.60000000000005,61.75,180.27959707997476,180.0,0.2795970799747636,0.2795970799747636
1.0,9.0,89.0000000000001,9.0,180.28384769789497,180.0,0.28384769789497,0.28384769789497
10.100000000000001,279.5,79.89999999999999,-80.49999999999999,179.71485701996326,180.0,-0.28514298003673844,0.28514298003673844
25.700000000000003,67.5,64.3,67.5,180.29094390597734,180.0,0.2909439059773433,0.2909439059773433
15.0,73.5,75.0,73.5,180.29130509616576,180.0,0.2913050961657575,0.2913050961657575
10.200000000000001,75.0,79.80000000000003,75.0,180.29181054890654,180.0,0.2918105489065397,0.2918105489065397
8.200000000000001,75.0,81.80000000000001,75.0,180.29777565176718,180.0,0.2977756517671821,0.2977756517671821
1.4000000000000001,42.25,88.60000000000021,42.25,180.2985186797449,180.0,0.29851867974488755,0.29851867974488755
19.900000000000002,283.5,70.1,-76.49999999999999,179.69787749340483,180.0,-0.30212250659516826,0.30212250659516826
35.9,294.25,54.10000000000001,-65.75,180.30345852366892,180.0,0.30345852366892245,0.30345852366892245
4.0,284.0,86.00000000000006,-76.00000000000001,180.30931928522787,180.0,0.3093192852278719,0.3093192852278719
4.6000000000000005,72.0,85.40000000000006,72.0,180.31033144738916,180.0,0.3103314473891601,0.3103314473891601
42.400000000000006,55.0,47.59999999999999,55.0,180.3127267568776,180.0,0.3127267568775949,0.3127267568775949
1.5,308.75,88.50000000000021,-51.25000000000003,180.3131233255637,180.0,0.3131233255637085,0.3131233255637085
