latitude,longitude,mach_m
-10,-10.0,0.145419
-10,-5.0,0.14625
-10,0.0,0.147466
-10,5.0,0.147685
-10,10.0,0.155158
-10,15.0,0.169002
-10,20.0,0.171015
-10,25.0,0.162684
-10,30.0,0.16378
-10,35.0,0.165161
-10,40.0,0.16122
-10,45.0,0.162571
-10,50.0,0.156095
-10,55.0,0.152926
-10,60.0,0.146844
-10,65.0,0.143038
-10,70.0,0.1418
-10,75.0,0.145301
-10,80.0,0.141501
-10,85.0,0.141696
-10,90.0,0.142448
-10,95.0,0.138232
-10,100.0,0.137571
-10,105.0,0.137724
-10,110.0,0.132524
-10,115.0,0.129449
-10,120.0,0.126597
-10,125.0,0.124022
-10,130.0,0.120072
-10,135.0,0.118552
-10,140.0,0.120224
-10,145.0,0.120327
-10,150.0,0.12044
-10,155.0,0.122357
-10,160.0,0.119366
-10,165.0,0.123357
-10,170.0,0.127546
-10,175.0,0.129808
-5,-180.0,0.141633
-5,-175.0,0.1411
-5,-170.0,0.145449
-5,-165.0,0.154612
-5,-160.0,0.160563
-5,-155.0,0.164713
-5,-150.0,0.155654
-5,-145.0,0.15997
-5,-140.0,0.152467
-5,-135.0,0.14779
-5,-130.0,0.138978
-5,-125.0,0.139664
-5,-120.0,0.134388
-5,-115.0,0.12877
-5,-110.0,0.129807
-5,-105.0,0.131481
-5,-100.0,0.133538
-5,-95.0,0.129011
-5,-90.0,0.133968
-5,-85.0,0.131091
-5,-80.0,0.129417
-5,-75.0,0.131333
-5,-70.0,0.131785
-5,-65.0,0.13139
-5,-60.0,0.127635
-5,-55.0,0.132869
-5,-50.0,0.128796
-5,-45.0,0.126047
-5,-40.0,0.130912
-5,-35.0,0.132736
-5,-30.0,0.132313
-5,-25.0,0.135205
-5,-20.0,0.136117
-5,-15.0,0.139188
-5,-10.0,0.144629
-5,-5.0,0.142712
-5,0.0,0.146032
-5,5.0,0.147754
-5,10.0,0.157798
-5,15.0,0.172671
-5,20.0,0.169102
-5,25.0,0.164961
-5,30.0,0.16576
-5,35.0,0.164611
-5,40.0,0.155882
-5,45.0,0.159734
-5,50.0,0.156085
-5,55.0,0.153196
-5,60.0,0.14431
-5,65.0,0.145305
-5,70.0,0.142541
-5,75.0,0.143968
-5,80.0,0.142766
-5,85.0,0.143807
-5,90.0,0.138053
-5,95.0,0.137703
-5,100.0,0.136271
-5,105.0,0.137836
-5,110.0,0.13063
-5,115.0,0.128296
-5,120.0,0.125994
-5,125.0,0.124595
-5,130.0,0.120447
-5,135.0,0.122196
-5,140.0,0.120145
-5,145.0,0.120577
-5,150.0,0.121064
-5,155.0,0.12156
-5,160.0,0.12253
-5,165.0,0.124882
-5,170.0,0.127247
-5,175.0,0.1326
0,-180.0,0.139493
0,-175.0,0.143213
0,-170.0,0.147265
0,-165.0,0.158088
0,-160.0,0.163981
0,-155.0,0.160936
0,-150.0,0.156637
0,-145.0,0.161671
0,-140.0,0.152048
0,-135.0,0.143846
0,-130.0,0.140192
0,-125.0,0.138071
0,-120.0,0.131646
0,-115.0,0.130376
0,-110.0,0.130254
0,-105.0,0.130191
0,-100.0,0.13699
0,-95.0,0.131514
0,-90.0,0.13293
0,-85.0,0.131936
0,-80.0,0.129143
0,-75.0,0.130504
0,-70.0,0.131121
0,-65.0,0.128765
0,-60.0,0.126964
0,-55.0,0.128114
0,-50.0,0.131202
0,-45.0,0.128837
0,-40.0,0.130354
0,-35.0,0.133792
0,-30.0,0.131768
0,-25.0,0.134448
0,-20.0,0.135091
0,-15.0,0.144733
0,-10.0,0.143074
0,-5.0,0.149645
0,0.0,0.148206
0,5.0,0.155151
0,10.0,0.167793
0,15.0,0.166324
0,20.0,0.15864
0,25.0,0.163393
0,30.0,0.163005
0,35.0,0.160243
0,40.0,0.163768
0,45.0,0.161106
0,50.0,0.155389
0,55.0,0.151111
0,60.0,0.145893
0,65.0,0.140261
0,70.0,0.14083
0,75.0,0.143886
0,80.0,0.142549
0,85.0,0.143615
0,90.0,0.140216
0,95.0,0.142678
0,100.0,0.140051
0,105.0,0.135849
0,110.0,0.130846
0,115.0,0.127444
0,120.0,0.125847
0,125.0,0.124406
0,130.0,0.11817
0,135.0,0.120313
0,140.0,0.121204
0,145.0,0.120241
0,150.0,0.119928
0,155.0,0.12188
0,160.0,0.121537
0,165.0,0.124411
0,170.0,0.131667
0,175.0,0.140204
5,-180.0,0.140995
5,-175.0,0.144289
5,-170.0,0.151633
5,-165.0,0.159949
5,-160.0,0.166312
5,-155.0,0.155076
5,-150.0,0.152329
5,-145.0,0.154545
5,-140.0,0.154712
5,-135.0,0.143226
5,-130.0,0.139006
5,-125.0,0.140296
5,-120.0,0.130312
5,-115.0,0.131312
5,-110.0,0.128261
5,-105.0,0.131687
5,-100.0,0.135311
5,-95.0,0.131916
5,-90.0,0.132107
5,-85.0,0.130637
5,-80.0,0.133114
5,-75.0,0.131985
5,-70.0,0.130779
5,-65.0,0.12952
5,-60.0,0.128682
5,-55.0,0.127999
5,-50.0,0.129396
5,-45.0,0.129759
5,-40.0,0.132055
5,-35.0,0.133062
5,-30.0,0.133002
5,-25.0,0.135313
5,-20.0,0.136757
5,-15.0,0.142334
5,-10.0,0.145756
5,-5.0,0.14731
5,0.0,0.149236
5,5.0,0.158567
5,10.0,0.171411
5,15.0,0.165555
5,20.0,0.160311
5,25.0,0.161248
5,30.0,0.168745
5,35.0,0.153617
5,40.0,0.162984
5,45.0,0.156203
5,50.0,0.15448
5,55.0,0.151629
5,60.0,0.144742
5,65.0,0.144567
5,70.0,0.142762
5,75.0,0.142123
5,80.0,0.146974
5,85.0,0.143127
5,90.0,0.139853
5,95.0,0.142256
5,100.0,0.138527
5,105.0,0.133123
5,110.0,0.12917
5,115.0,0.127376
5,120.0,0.125101
5,125.0,0.124451
5,130.0,0.121309
5,135.0,0.120758
5,140.0,0.122161
5,145.0,0.120183
5,150.0,0.121527
5,155.0,0.120145
5,160.0,0.124429
5,165.0,0.127521
5,170.0,0.132213
5,175.0,0.140287
10,-180.0,0.139885
10,-175.0,0.147944
10,-170.0,0.157669
10,-165.0,0.162549
10,-160.0,0.161178
10,-155.0,0.151458
10,-150.0,0.150422
10,-145.0,0.151792
10,-140.0,0.151499
10,-135.0,0.142896
10,-130.0,0.13632
10,-125.0,0.136936
10,-120.0,0.130274
10,-115.0,0.130065
10,-110.0,0.129002
10,-105.0,0.133905
10,-100.0,0.134981
10,-95.0,0.130924
10,-90.0,0.130622
10,-85.0,0.129695
10,-80.0,0.129837
10,-75.0,0.132091
10,-70.0,0.131386
10,-65.0,0.129484
10,-60.0,0.129627
10,-55.0,0.127061
10,-50.0,0.129673
10,-45.0,0.129805
10,-40.0,0.13007
10,-35.0,0.13313
10,-30.0,0.133672
10,-25.0,0.132766
10,-20.0,0.13863
10,-15.0,0.142892
10,-10.0,0.150314
10,-5.0,0.146599
10,0.0,0.155909
10,5.0,0.16649
10,10.0,0.16588
10,15.0,0.159485
10,20.0,0.159051
10,25.0,0.161352
10,30.0,0.159776
10,35.0,0.161102
10,40.0,0.16037
10,45.0,0.15454
10,50.0,0.151966
10,55.0,0.15449
10,60.0,0.145581
10,65.0,0.143426
10,70.0,0.146594
10,75.0,0.143881
10,80.0,0.144552
10,85.0,0.142831
10,90.0,0.141402
10,95.0,0.139393
10,100.0,0.138781
10,105.0,0.133206
10,110.0,0.128822
10,115.0,0.12913
10,120.0,0.125283
10,125.0,0.122974
10,130.0,0.120239
10,135.0,0.119831
10,140.0,0.121347
10,145.0,0.120284
10,150.0,0.120547
10,155.0,0.12195
10,160.0,0.124399
10,165.0,0.129485
10,170.0,0.137943
10,175.0,0.135626
15,-180.0,0.144471
15,-175.0,0.151834
15,-170.0,0.156377
15,-165.0,0.163004
15,-160.0,0.155688
15,-155.0,0.14699
15,-150.0,0.150663
15,-145.0,0.148023
15,-140.0,0.149327
15,-135.0,0.144797
15,-130.0,0.13608
15,-125.0,0.131289
15,-120.0,0.129824
15,-115.0,0.128084
15,-110.0,0.128939
15,-105.0,0.131742
15,-100.0,0.134128
15,-95.0,0.132556
15,-90.0,0.131615
15,-85.0,0.130371
15,-80.0,0.132628
15,-75.0,0.13197
15,-70.0,0.130856
15,-65.0,0.129514
15,-60.0,0.129535
15,-55.0,0.12882
15,-50.0,0.127764
15,-45.0,0.128546
15,-40.0,0.131591
15,-35.0,0.132735
15,-30.0,0.131696
15,-25.0,0.136627
15,-20.0,0.142717
15,-15.0,0.148318
15,-10.0,0.148835
15,-5.0,0.151096
15,0.0,0.158738
15,5.0,0.171582
15,10.0,0.168761
15,15.0,0.161983
15,20.0,0.156393
15,25.0,0.161072
15,30.0,0.163984
15,35.0,0.155814
15,40.0,0.165856
15,45.0,0.157881
15,50.0,0.150294
15,55.0,0.148983
15,60.0,0.142092
15,65.0,0.143409
15,70.0,0.146199
15,75.0,0.143742
15,80.0,0.146325
15,85.0,0.140214
15,90.0,0.14
15,95.0,0.141269
15,100.0,0.141513
15,105.0,0.134214
15,110.0,0.127626
15,115.0,0.129089
15,120.0,0.123943
15,125.0,0.122077
15,130.0,0.119563
15,135.0,0.1213
15,140.0,0.121264
15,145.0,0.11872
15,150.0,0.121756
15,155.0,0.121104
15,160.0,0.126303
15,165.0,0.135123
15,170.0,0.136383
15,175.0,0.141625
20,-180.0,0.146306
20,-175.0,0.152672
20,-170.0,0.159977
20,-165.0,0.159221
20,-160.0,0.15189
20,-155.0,0.147415
20,-150.0,0.158341
20,-145.0,0.149441
20,-140.0,0.146875
20,-135.0,0.141699
20,-130.0,0.13852
20,-125.0,0.133009
20,-120.0,0.132105
20,-115.0,0.129021
20,-110.0,0.130947
20,-105.0,0.132913
20,-100.0,0.131875
20,-95.0,0.132056
20,-90.0,0.129766
20,-85.0,0.130207
20,-80.0,0.133308
20,-75.0,0.132073
20,-70.0,0.129929
20,-65.0,0.128787
20,-60.0,0.128155
20,-55.0,0.127791
20,-50.0,0.12894
20,-45.0,0.129218
20,-40.0,0.132045
20,-35.0,0.133446
20,-30.0,0.133479
20,-25.0,0.137096
20,-20.0,0.144292
20,-15.0,0.14843
20,-10.0,0.151307
20,-5.0,0.156638
20,0.0,0.1623
20,5.0,0.168783
20,10.0,0.159557
20,15.0,0.155501
20,20.0,0.160242
20,25.0,0.162217
20,30.0,0.160007
20,35.0,0.158181
20,40.0,0.160295
20,45.0,0.151165
20,50.0,0.153828
20,55.0,0.147137
20,60.0,0.14228
20,65.0,0.14209
20,70.0,0.14576
20,75.0,0.142715
20,80.0,0.147008
20,85.0,0.139322
20,90.0,0.141546
20,95.0,0.141807
20,100.0,0.140053
20,105.0,0.134143
20,110.0,0.12699
20,115.0,0.126891
20,120.0,0.126433
20,125.0,0.122312
20,130.0,0.120997
20,135.0,0.121185
20,140.0,0.121884
20,145.0,0.119913
20,150.0,0.120851
20,155.0,0.124033
20,160.0,0.127663
20,165.0,0.134542
20,170.0,0.136803
20,175.0,0.141893
25,-180.0,0.151108
25,-175.0,0.154322
25,-170.0,0.163337
25,-165.0,0.154376
25,-160.0,0.14296
25,-155.0,0.149093
25,-150.0,0.15258
25,-145.0,0.146146
25,-140.0,0.146368
25,-135.0,0.138892
25,-130.0,0.13486
25,-125.0,0.133152
25,-120.0,0.13218
25,-115.0,0.130411
25,-110.0,0.131577
25,-105.0,0.133933
25,-100.0,0.130507
25,-95.0,0.132072
25,-90.0,0.131806
25,-85.0,0.130862
25,-80.0,0.133132
25,-75.0,0.131447
25,-70.0,0.13024
25,-65.0,0.130142
25,-60.0,0.130607
25,-55.0,0.126956
25,-50.0,0.128565
25,-45.0,0.130811
25,-40.0,0.134607
25,-35.0,0.13097
25,-30.0,0.133701
25,-25.0,0.137911
25,-20.0,0.145912
25,-15.0,0.151339
25,-10.0,0.156649
25,-5.0,0.157219
25,0.0,0.168154
25,5.0,0.162564
25,10.0,0.157806
25,15.0,0.151745
25,20.0,0.155801
25,25.0,0.157219
25,30.0,0.156898
25,35.0,0.156719
25,40.0,0.159899
25,45.0,0.15361
25,50.0,0.149859
25,55.0,0.147081
25,60.0,0.14297
25,65.0,0.140048
25,70.0,0.145043
25,75.0,0.144455
25,80.0,0.144707
25,85.0,0.140785
25,90.0,0.140251
25,95.0,0.140822
25,100.0,0.13977
25,105.0,0.130702
25,110.0,0.1269
25,115.0,0.127488
25,120.0,0.125003
25,125.0,0.122235
25,130.0,0.120622
25,135.0,0.120113
25,140.0,0.121169
25,145.0,0.120285
25,150.0,0.122555
25,155.0,0.127439
25,160.0,0.13374
25,165.0,0.13818
25,170.0,0.135075
25,175.0,0.143123
30,-180.0,0.154511
30,-175.0,0.157185
30,-170.0,0.153671
30,-165.0,0.149403
30,-160.0,0.146785
30,-155.0,0.149228
30,-150.0,0.150444
30,-145.0,0.14304
30,-140.0,0.149709
30,-135.0,0.139714
30,-130.0,0.133814
30,-125.0,0.130335
30,-120.0,0.129654
30,-115.0,0.127716
30,-110.0,0.131267
30,-105.0,0.137161
30,-100.0,0.131897
30,-95.0,0.131566
30,-90.0,0.132989
30,-85.0,0.129049
30,-80.0,0.13386
30,-75.0,0.132271
30,-70.0,0.12944
30,-65.0,0.131701
30,-60.0,0.127698
30,-55.0,0.127628
30,-50.0,0.128499
30,-45.0,0.13074
30,-40.0,0.134621
30,-35.0,0.132162
30,-30.0,0.137583
30,-25.0,0.138356
30,-20.0,0.149308
30,-15.0,0.153699
30,-10.0,0.157779
30,-5.0,0.165219
30,0.0,0.164263
30,5.0,0.156138
30,10.0,0.157019
30,15.0,0.15402
30,20.0,0.154928
30,25.0,0.161106
30,30.0,0.153809
30,35.0,0.163158
30,40.0,0.163311
30,45.0,0.153368
30,50.0,0.147613
30,55.0,0.148364
30,60.0,0.14513
30,65.0,0.141867
30,70.0,0.143634
30,75.0,0.144777
30,80.0,0.144161
30,85.0,0.142626
30,90.0,0.141428
30,95.0,0.138526
30,100.0,0.138498
30,105.0,0.13301
30,110.0,0.126688
30,115.0,0.12709
30,120.0,0.125953
30,125.0,0.1221
30,130.0,0.120817
30,135.0,0.121056
30,140.0,0.120295
30,145.0,0.122807
30,150.0,0.125385
30,155.0,0.129819
30,160.0,0.133837
30,165.0,0.13485
30,170.0,0.139121
30,175.0,0.148815
35,-180.0,0.155009
35,-175.0,0.161503
35,-170.0,0.152459
35,-165.0,0.147472
35,-160.0,0.147495
35,-155.0,0.149421
35,-150.0,0.143526
35,-145.0,0.141837
35,-140.0,0.142981
35,-135.0,0.139307
35,-130.0,0.131556
35,-125.0,0.130017
35,-120.0,0.129199
35,-115.0,0.126891
35,-110.0,0.131867
35,-105.0,0.134376
35,-100.0,0.132658
35,-95.0,0.131873
35,-90.0,0.133248
35,-85.0,0.131479
35,-80.0,0.13204
35,-75.0,0.131977
35,-70.0,0.130745
35,-65.0,0.12835
35,-60.0,0.128264
35,-55.0,0.128406
35,-50.0,0.130653
35,-45.0,0.131197
35,-40.0,0.136596
35,-35.0,0.133333
35,-30.0,0.138795
35,-25.0,0.145468
35,-20.0,0.153236
35,-15.0,0.158111
35,-10.0,0.164352
35,-5.0,0.168998
35,0.0,0.160568
35,5.0,0.153423
35,10.0,0.15435
35,15.0,0.15292
35,20.0,0.157765
35,25.0,0.15833
35,30.0,0.159744
35,35.0,0.162516
35,40.0,0.160629
35,45.0,0.149371
35,50.0,0.151224
35,55.0,0.143899
35,60.0,0.141942
35,65.0,0.143872
35,70.0,0.14419
35,75.0,0.144665
35,80.0,0.143182
35,85.0,0.141697
35,90.0,0.143507
35,95.0,0.139901
35,100.0,0.137298
35,105.0,0.133027
35,110.0,0.129046
35,115.0,0.125497
35,120.0,0.124516
35,125.0,0.121894
35,130.0,0.119921
35,135.0,0.121368
35,140.0,0.122039
35,145.0,0.125395
35,150.0,0.131215
35,155.0,0.134569
35,160.0,0.134053
35,165.0,0.137349
35,170.0,0.144288
35,175.0,0.151617
40,-180.0,0.163541
40,-175.0,0.153995
40,-170.0,0.144825
40,-165.0,0.147012
40,-160.0,0.145278
40,-155.0,0.151758
40,-150.0,0.144083
40,-145.0,0.146143
40,-140.0,0.140799
40,-135.0,0.137606
40,-130.0,0.134582
40,-125.0,0.131754
40,-120.0,0.128911
40,-115.0,0.129634
40,-110.0,0.130449
40,-105.0,0.134227
40,-100.0,0.131594
40,-95.0,0.131967
40,-90.0,0.131051
40,-85.0,0.132549
40,-80.0,0.133082
40,-75.0,0.130442
40,-70.0,0.128438
40,-65.0,0.128078
40,-60.0,0.127411
40,-55.0,0.129264
40,-50.0,0.130175
40,-45.0,0.131482
40,-40.0,0.137673
40,-35.0,0.134787
40,-30.0,0.140826
40,-25.0,0.150058
40,-20.0,0.15967
40,-15.0,0.162543
40,-10.0,0.169691
40,-5.0,0.163367
40,0.0,0.154052
40,5.0,0.150601
40,10.0,0.15299
40,15.0,0.153677
40,20.0,0.155945
40,25.0,0.156096
40,30.0,0.156812
40,35.0,0.162379
40,40.0,0.156924
40,45.0,0.15127
40,50.0,0.152025
40,55.0,0.145979
40,60.0,0.14205
40,65.0,0.142443
40,70.0,0.143199
40,75.0,0.145872
40,80.0,0.142451
40,85.0,0.141746
40,90.0,0.143181
40,95.0,0.138033
40,100.0,0.135382
40,105.0,0.131122
40,110.0,0.125153
40,115.0,0.125211
40,120.0,0.125349
40,125.0,0.123109
40,130.0,0.120476
40,135.0,0.119843
40,140.0,0.124632
40,145.0,0.12829
40,150.0,0.133895
40,155.0,0.135691
40,160.0,0.135036
40,165.0,0.140212
40,170.0,0.151434
40,175.0,0.152996
45,-180.0,0.150688
45,-175.0,0.14879
45,-170.0,0.146207
45,-165.0,0.143713
45,-160.0,0.1417
45,-155.0,0.14578
45,-150.0,0.142963
45,-145.0,0.144964
45,-140.0,0.140637
45,-135.0,0.135377
45,-130.0,0.13237
45,-125.0,0.133843
45,-120.0,0.132648
45,-115.0,0.129818
45,-110.0,0.136977
45,-105.0,0.134718
45,-100.0,0.133667
45,-95.0,0.13217
45,-90.0,0.132455
45,-85.0,0.131405
45,-80.0,0.131896
45,-75.0,0.128512
45,-70.0,0.129529
45,-65.0,0.12769
45,-60.0,0.130901
45,-55.0,0.130341
45,-50.0,0.13466
45,-45.0,0.136362
45,-40.0,0.139185
45,-35.0,0.14217
45,-30.0,0.145477
45,-25.0,0.156111
45,-20.0,0.162035
45,-15.0,0.169092
45,-10.0,0.162014
45,-5.0,0.153355
45,0.0,0.149247
45,5.0,0.148752
45,10.0,0.147467
45,15.0,0.151168
45,20.0,0.161097
45,25.0,0.155962
45,30.0,0.159088
45,35.0,0.158956
45,40.0,0.154196
45,45.0,0.151279
45,50.0,0.146903
45,55.0,0.144289
45,60.0,0.141188
45,65.0,0.142921
45,70.0,0.145069
45,75.0,0.144907
45,80.0,0.14531
45,85.0,0.143233
45,90.0,0.14293
45,95.0,0.137542
45,100.0,0.132682
45,105.0,0.129379
45,110.0,0.126122
45,115.0,0.125983
45,120.0,0.12367
45,125.0,0.121998
45,130.0,0.120492
45,135.0,0.121908
45,140.0,0.126327
45,145.0,0.131152
45,150.0,0.135622
45,155.0,0.13738
45,160.0,0.13852
45,165.0,0.150635
45,170.0,0.152544
45,175.0,0.158762
50,-180.0,0.141041
50,-175.0,0.144855
50,-170.0,0.143547
50,-165.0,0.138828
50,-160.0,0.149676
50,-155.0,0.142745
50,-150.0,0.140675
50,-145.0,0.14242
50,-140.0,0.137881
50,-135.0,0.133615
50,-130.0,0.133663
50,-125.0,0.129747
50,-120.0,0.130757
50,-115.0,0.133119
50,-110.0,0.137097
50,-105.0,0.135949
50,-100.0,0.132203
50,-95.0,0.133069
50,-90.0,0.133104
50,-85.0,0.130544
50,-80.0,0.128763
50,-75.0,0.130135
50,-70.0,0.12959
50,-65.0,0.128598
50,-60.0,0.130637
50,-55.0,0.132755
50,-50.0,0.137938
50,-45.0,0.140064
50,-40.0,0.14294
50,-35.0,0.152181
50,-30.0,0.157971
50,-25.0,0.168034
50,-20.0,0.169894
50,-15.0,0.164993
50,-10.0,0.15452
50,-5.0,0.147904
50,0.0,0.149069
50,5.0,0.147663
50,10.0,0.153161
50,15.0,0.152286
50,20.0,0.161333
50,25.0,0.156627
50,30.0,0.157379
50,35.0,0.157504
50,40.0,0.152321
50,45.0,0.151074
50,50.0,0.14513
50,55.0,0.144912
50,60.0,0.144307
50,65.0,0.147037
50,70.0,0.148942
50,75.0,0.142343
50,80.0,0.142724
50,85.0,0.141397
50,90.0,0.143391
50,95.0,0.138929
50,100.0,0.137181
50,105.0,0.131914
50,110.0,0.12648
50,115.0,0.125483
50,120.0,0.126817
50,125.0,0.125426
50,130.0,0.126807
50,135.0,0.12746
50,140.0,0.13139
50,145.0,0.135472
50,150.0,0.138308
50,155.0,0.143834
50,160.0,0.150952
50,165.0,0.156472
50,170.0,0.15679
50,175.0,0.147571
55,-180.0,0.146877
55,-175.0,0.14331
55,-170.0,0.141943
55,-165.0,0.142604
55,-160.0,0.14238
55,-155.0,0.140805
55,-150.0,0.143339
55,-145.0,0.139571
55,-140.0,0.137293
55,-135.0,0.133977
55,-130.0,0.131759
55,-125.0,0.132319
55,-120.0,0.132321
55,-115.0,0.133209
55,-110.0,0.138629
55,-105.0,0.137144
55,-100.0,0.136828
55,-95.0,0.140068
55,-90.0,0.134438
55,-85.0,0.133676
55,-80.0,0.131459
55,-75.0,0.132489
55,-70.0,0.131411
55,-65.0,0.133574
55,-60.0,0.136842
55,-55.0,0.140726
55,-50.0,0.145597
55,-45.0,0.153115
55,-40.0,0.156306
55,-35.0,0.161971
55,-30.0,0.173985
55,-25.0,0.167962
55,-20.0,0.157424
55,-15.0,0.150581
55,-10.0,0.147808
55,-5.0,0.145264
55,0.0,0.145819
55,5.0,0.149197
55,10.0,0.151362
55,15.0,0.154508
55,20.0,0.159561
55,25.0,0.158284
55,30.0,0.156154
55,35.0,0.156034
55,40.0,0.151762
55,45.0,0.149817
55,50.0,0.146023
55,55.0,0.148616
55,60.0,0.143409
55,65.0,0.145885
55,70.0,0.146347
55,75.0,0.143638
55,80.0,0.14253
55,85.0,0.143765
55,90.0,0.141573
55,95.0,0.141702
55,100.0,0.134366
55,105.0,0.13033
55,110.0,0.13229
55,115.0,0.130081
55,120.0,0.128246
55,125.0,0.13081
55,130.0,0.132958
55,135.0,0.135444
55,140.0,0.135506
55,145.0,0.14398
55,150.0,0.149923
55,155.0,0.151772
55,160.0,0.153211
55,165.0,0.152933
55,170.0,0.149453
55,175.0,0.147378
60,-180.0,0.14086
60,-175.0,0.142163
60,-170.0,0.140997
60,-165.0,0.147638
60,-160.0,0.140008
60,-155.0,0.14202
60,-150.0,0.136954
60,-145.0,0.136091
60,-140.0,0.136132
60,-135.0,0.134067
60,-130.0,0.13337
60,-125.0,0.132233
60,-120.0,0.135322
60,-115.0,0.136775
60,-110.0,0.134058
60,-105.0,0.138659
60,-100.0,0.141915
60,-95.0,0.143835
60,-90.0,0.144169
60,-85.0,0.141218
60,-80.0,0.142701
60,-75.0,0.14141
60,-70.0,0.142422
60,-65.0,0.146642
60,-60.0,0.151
60,-55.0,0.155335
60,-50.0,0.158725
60,-45.0,0.164579
60,-40.0,0.16596
60,-35.0,0.162561
60,-30.0,0.156276
60,-25.0,0.151494
60,-20.0,0.14631
60,-15.0,0.143371
60,-10.0,0.146525
60,-5.0,0.143415
60,0.0,0.147293
60,5.0,0.14588
60,10.0,0.149372
60,15.0,0.153577
60,20.0,0.157133
60,25.0,0.154983
60,30.0,0.15787
60,35.0,0.156101
60,40.0,0.149315
60,45.0,0.145107
60,50.0,0.148318
60,55.0,0.147346
60,60.0,0.145598
60,65.0,0.150611
60,70.0,0.145559
60,75.0,0.148248
60,80.0,0.145943
60,85.0,0.146024
60,90.0,0.145009
60,95.0,0.142692
60,100.0,0.137983
60,105.0,0.13851
60,110.0,0.137436
60,115.0,0.13493
60,120.0,0.140666
60,125.0,0.142249
60,130.0,0.144266
60,135.0,0.149184
60,140.0,0.152898
60,145.0,0.157037
60,150.0,0.153959
60,155.0,0.151796
60,160.0,0.146493
60,165.0,0.146796
60,170.0,0.143423
60,175.0,0.141551
65,-180.0,0.138638
65,-175.0,0.141283
65,-170.0,0.141402
65,-165.0,0.142511
65,-160.0,0.141582
65,-155.0,0.138665
65,-150.0,0.137844
65,-145.0,0.139325
65,-140.0,0.135944
65,-135.0,0.139302
65,-130.0,0.135215
65,-125.0,0.135291
65,-120.0,0.140612
65,-115.0,0.135859
65,-110.0,0.143453
65,-105.0,0.147966
65,-100.0,0.148369
65,-95.0,0.151748
65,-90.0,0.159175
65,-85.0,0.164225
65,-80.0,0.161915
65,-75.0,0.161641
65,-70.0,0.164568
65,-65.0,0.164589
65,-60.0,0.164805
65,-55.0,0.16522
65,-50.0,0.161634
65,-45.0,0.156057
65,-40.0,0.149657
65,-35.0,0.147352
65,-30.0,0.145588
65,-25.0,0.144891
65,-20.0,0.145278
65,-15.0,0.149675
65,-10.0,0.146335
65,-5.0,0.144193
65,0.0,0.145353
65,5.0,0.150023
65,10.0,0.154927
65,15.0,0.162159
65,20.0,0.157344
65,25.0,0.159795
65,30.0,0.155251
65,35.0,0.153535
65,40.0,0.149326
65,45.0,0.144974
65,50.0,0.147168
65,55.0,0.146118
65,60.0,0.15022
65,65.0,0.148078
65,70.0,0.146959
65,75.0,0.150333
65,80.0,0.149129
65,85.0,0.151958
65,90.0,0.151078
65,95.0,0.149738
65,100.0,0.15405
65,105.0,0.153987
65,110.0,0.155052
65,115.0,0.150059
65,120.0,0.151983
65,125.0,0.151897
65,130.0,0.147922
65,135.0,0.152151
65,140.0,0.147736
65,145.0,0.145799
65,150.0,0.141702
65,155.0,0.141693
65,160.0,0.138433
65,165.0,0.140662
65,170.0,0.139017
65,175.0,0.139723
70,-180.0,0.140818
70,-175.0,0.13987
70,-170.0,0.139272
70,-165.0,0.140001
70,-160.0,0.139128
70,-155.0,0.141417
70,-150.0,0.139282
70,-145.0,0.138091
70,-140.0,0.134912
70,-135.0,0.13549
70,-130.0,0.139101
70,-125.0,0.139369
70,-120.0,0.136341
70,-115.0,0.142943
70,-110.0,0.144542
70,-105.0,0.145285
70,-100.0,0.145177
70,-95.0,0.146285
70,-90.0,0.146687
70,-85.0,0.145481
70,-80.0,0.142589
70,-75.0,0.146996
70,-70.0,0.1464
70,-65.0,0.150436
70,-60.0,0.147384
70,-55.0,0.146567
70,-50.0,0.144272
70,-45.0,0.143801
70,-40.0,0.144272
70,-35.0,0.1424
70,-30.0,0.142618
70,-25.0,0.147977
70,-20.0,0.146051
70,-15.0,0.143957
70,-10.0,0.148525
70,-5.0,0.146963
70,0.0,0.154526
70,5.0,0.15525
70,10.0,0.156889
70,15.0,0.15506
70,20.0,0.157186
70,25.0,0.158308
70,30.0,0.152452
70,35.0,0.151444
70,40.0,0.151353
70,45.0,0.148344
70,50.0,0.150212
70,55.0,0.150187
70,60.0,0.154818
70,65.0,0.148765
70,70.0,0.148312
70,75.0,0.150051
70,80.0,0.148582
70,85.0,0.148106
70,90.0,0.140984
70,95.0,0.139755
70,100.0,0.137356
70,105.0,0.140537
70,110.0,0.13706
70,115.0,0.1353
70,120.0,0.137823
70,125.0,0.138241
70,130.0,0.134051
70,135.0,0.136913
70,140.0,0.135569
70,145.0,0.135864
70,150.0,0.138446
70,155.0,0.137908
70,160.0,0.139003
70,165.0,0.13903
70,170.0,0.137213
70,175.0,0.137845
75,-180.0,0.14017
75,-175.0,0.136759
75,-170.0,0.137824
75,-165.0,0.139989
75,-160.0,0.140551
75,-155.0,0.141989
75,-150.0,0.138813
75,-145.0,0.138914
75,-140.0,0.140825
75,-135.0,0.141898
75,-130.0,0.142734
75,-125.0,0.143464
75,-120.0,0.145556
75,-115.0,0.151314
75,-110.0,0.153336
75,-105.0,0.152217
75,-100.0,0.148806
