n,z_min,z_max,z_median,spherical_r2,spherical_axis_lat,spherical_axis_lon,spherical_rmse,best_plane_r2,best_plane_pole_lat,best_plane_pole_lon,best_plane_slope_m_per_degree,best_harmonic_k,best_harmonic_r2,best_harmonic_amplitude_m,best_harmonic_phase_deg
3185,-158.0,199.0,14.24,0.0025974561522668083,-31.43735259766442,-101.85330876130061,33.67474075735776,0.005821895470117688,-32.0,-76.0,0.05618645326533558,8,0.044096412167655585,11.172857678467953,-124.88315354188049
