n,z_min,z_max,z_median,spherical_r2,spherical_axis_lat,spherical_axis_lon,spherical_rmse,best_plane_r2,best_plane_pole_lat,best_plane_pole_lon,best_plane_slope_m_per_degree,best_harmonic_k,best_harmonic_r2,best_harmonic_amplitude_m,best_harmonic_phase_deg,scheme
82,-150.0,160.65,6.605,0.04798486261180546,65.4793211748118,-160.36872814532555,45.66474173853626,0.052407876148070076,-68.0,20.0,-0.36371106591804175,2,0.07407744733352617,18.019420009115663,163.35302196337025,one_per_cell
82,-136.0,160.65,6.39,0.0263270317815385,53.75855717948679,-143.62428893063458,42.82398663129409,0.02739740935090984,-60.0,36.0,-0.23605336674422006,8,0.039672179617151304,12.213367854373443,-114.17355991830726,one_per_cell
82,-150.0,195.0,8.895,0.007772206106897328,77.70742215002197,27.83514171885326,45.960923516441284,0.010310245242471705,-80.0,-84.0,-0.15152541928166266,8,0.054467550650223906,15.048297766353668,-149.9365314109507,one_per_cell
82,-145.0,198.35,7.42,0.0204916604086276,62.043240303960324,-109.46150716697828,51.380319402738145,0.02165590579710519,-64.0,80.0,-0.2360840850984357,8,0.08101294286124827,20.970072792778375,-142.1964097456922,one_per_cell
82,-158.0,198.35,6.95,0.032117647193882326,58.28920786719907,-150.80126119020687,42.13714355247848,0.0324824868804251,-64.0,24.0,-0.2611722306692102,2,0.060012450170766396,15.295644312348568,170.28505516160968,one_per_cell
82,-158.0,138.75,7.56,0.05818663833307036,57.74004324548991,-155.7115217880724,41.04719860344585,0.0632088820003257,-60.0,24.0,-0.3584852137006702,2,0.07486261984897824,16.662303241540222,170.6043204977737,one_per_cell
82,-145.0,138.75,6.37,0.029485659582169976,72.9463214454232,-174.7935156175497,41.23953260134061,0.03308483831218023,-80.0,-12.0,-0.2552881608744295,2,0.053149796195266386,15.170824294645687,-172.68378548873216,one_per_cell
82,-150.0,199.0,6.8,0.029573525557485936,39.976524874111966,-138.123077651185,44.49216026097954,0.028276880921636494,-44.0,36.0,-0.22914495298501122,2,0.06155326900008429,16.616354407627856,174.91952278706077,one_per_cell
82,-136.0,160.65,6.745,0.040813072763790426,56.14790911969885,-134.55381090384964,38.45146674981646,0.04027809008340488,-64.0,48.0,-0.2600733786596495,3,0.06502767438263535,13.237428696426473,-177.40891874961633,one_per_cell
82,-158.0,138.75,6.535,0.03267926039041802,58.36291530551932,-131.83280457298187,38.88626663579764,0.03335606971995231,-68.0,52.0,-0.24106972693579948,2,0.09303140525608955,18.669043099351818,-174.4775490410025,one_per_cell
82,-136.0,199.0,7.33,0.05671485396455933,71.4328254965143,-140.5041928142621,44.184337041075196,0.060616222365158956,-76.0,40.0,-0.3780503378408274,8,0.09752203807278359,20.20183988174807,-130.2940558240398,one_per_cell
82,-132.0,160.65,7.035,0.035917759723552045,44.80950666959509,-128.55296115939345,38.19518424575665,0.03313733439335165,-56.0,60.0,-0.21912410236010546,2,0.09245308540876374,17.48077288439401,174.20308002146825,one_per_cell
82,-136.0,138.75,6.915,0.04457273991243016,35.29410320024422,-149.96025412036482,37.73432513475629,0.043062599129118584,-40.0,24.0,-0.23919673294334465,2,0.08648812189963417,16.207434522840707,166.44785493944335,one_per_cell
82,-136.0,138.75,7.12,0.07220686926772912,57.96459762082051,-136.32198930893153,39.131395550963404,0.07323274455359896,-64.0,40.0,-0.36365517772369543,2,0.05732449202620005,14.191831990259475,172.81913000982075,one_per_cell
82,-145.0,180.0,7.595,0.011389945681403058,69.27883858328238,-109.80034431394523,46.80284660624004,0.011709738057493424,-72.0,76.0,-0.1643853552425873,8,0.03316129878045504,12.11133005206647,-138.24642356858257,one_per_cell
82,-132.0,180.0,6.95,0.003114010607587092,5.541195499039047,-103.91597835547935,41.04160989446017,0.003937932373979547,-4.0,-84.0,0.058449317517244116,2,0.05062770233290659,14.529173645601658,-171.03548093109387,one_per_cell
82,-150.0,138.75,6.605,0.0944674352203082,67.43997282254485,-118.8795240139942,45.528376575116155,0.09648354322872443,-68.0,60.0,-0.4837308063973267,2,0.08523315549836075,20.59299978521647,173.01887254204846,one_per_cell
82,-158.0,138.75,6.925,0.06097116450517559,39.17004961109808,-121.34431473819598,40.312430073339115,0.061259822389759466,-40.0,60.0,-0.28597265439985964,2,0.15204557104870997,24.2981721739791,176.3953696383164,one_per_cell
82,-158.0,138.75,7.12,0.030241495823464803,83.50340507946862,-73.41196884668592,43.147625489777376,0.03206029682921052,-84.0,48.0,-0.26347569801806114,2,0.0765800720356471,18.07283751656594,174.0351002125378,one_per_cell
82,-158.0,180.0,7.035,0.011433054207905635,-85.22609015655514,33.658910589559625,45.39669540752489,0.012708130350452707,-60.0,-176.0,0.13793651157613027,8,0.0760926434468856,18.129355869401877,-177.52556595387244,one_per_cell
82,-132.0,138.75,7.56,0.04242156100547034,64.55250627144845,-133.0535094023734,38.25614395778301,0.044688476995548565,-72.0,44.0,-0.27891657586931745,2,0.06977592299645763,16.02628109224384,-177.14403233456932,one_per_cell
82,-132.0,138.75,7.51,0.04314770058262596,36.18157429642836,-147.0050446198714,36.30541641224382,0.038522440365617694,-48.0,28.0,-0.2281809384207386,2,0.0903394193477699,16.648072916406097,176.22269673501876,one_per_cell
82,-136.0,160.65,6.95,0.019378258423680794,22.101004681786225,-173.9179742158363,41.3127225238801,0.02162537040768797,0.0,-4.0,-0.15397491465539315,3,0.0703431526483046,15.063204147859034,177.91225001387193,one_per_cell
82,-136.0,160.65,7.525,0.03349159614248265,55.002198250514155,-138.15267700087003,44.53473117388473,0.03512941043572315,-60.0,44.0,-0.27961950648474704,2,0.07384168933520463,19.037784173578622,-173.35343585356537,one_per_cell
82,-136.0,138.75,7.275,0.011121268632560577,70.26885961525767,-86.42185043472013,38.59145184056592,0.013365964842586675,-60.0,108.0,-0.12703823170211273,2,0.046357117530187786,13.220091390245557,-169.71289506122565,one_per_cell
82,-145.0,138.75,7.035,0.04025460323612551,45.883501512623866,-135.69573013408265,39.93939621365602,0.03924115658723981,-56.0,48.0,-0.2566316129832764,2,0.10913338349032942,21.441716792454287,-168.31715734977757,one_per_cell
82,-158.0,138.75,7.035,0.07281934031521231,70.37771433619866,-118.75932688538666,41.377809239869165,0.07596961779734179,-72.0,60.0,-0.3905227786540863,2,0.14135076130825108,23.598407926421544,170.18526492972632,one_per_cell
82,-132.0,138.75,6.035,0.04976205992381322,66.87138982765819,-116.5273691301763,46.74762986062239,0.052072181874776025,-68.0,68.0,-0.35258792230223035,8,0.0772681194383148,18.32287970446773,-149.80049928432948,one_per_cell
82,-136.0,138.75,6.95,0.029872780688820932,41.41701681304362,-131.48886969753912,38.11116321174167,0.030412693099551524,-52.0,48.0,-0.20836577653288338,2,0.10611485692013589,20.176705385457034,-164.7948086124,one_per_cell
82,-145.0,195.0,7.484999999999999,0.005051281352277059,49.616492036842224,-104.46679352028724,44.74629110084283,0.007358456960363746,-44.0,108.0,-0.09522271820327166,2,0.06608757117115005,18.22899158448247,-169.93231228215876,one_per_cell
82,-136.0,160.65,6.855,0.07245480030971052,75.45588093407288,-113.78008584826792,44.823216105434064,0.0765823429689928,-76.0,60.0,-0.4291643333259676,2,0.06029549530357137,17.740064598613575,-176.90578944884803,one_per_cell
82,-132.0,198.35,6.8149999999999995,0.0041738426343390644,10.756275522009213,154.34150342625435,44.70104632986378,0.00786162784083888,-4.0,148.0,0.08874053130196127,3,0.030234057556336458,11.196591995025706,-126.0827292556849,one_per_cell
82,-132.0,138.75,7.3100000000000005,0.09788707617750347,64.37786179915294,-101.70631775028134,39.35035661673031,0.10241893778654776,-64.0,80.0,-0.4069457261273036,2,0.12107260299080114,23.463236392380864,-160.94218189170923,one_per_cell
82,-158.0,138.75,6.58,0.059391558318488635,54.76590830168327,-91.54422456857749,43.480837183282055,0.05898957361439139,-56.0,92.0,-0.30807015734609583,2,0.11259108169618848,23.75078162504665,-172.86150488491108,one_per_cell
82,-132.0,160.65,7.155,0.03217466628810273,31.50457372067381,-152.2512678296958,41.24053914443462,0.02802201018751016,-40.0,24.0,-0.21139049797919227,3,0.05086419139217091,12.72732772582296,175.6229617891441,one_per_cell
82,-132.0,138.75,7.42,0.04802722612964927,56.286470439660604,-96.82410701139581,37.666061226932776,0.04963870703638629,-56.0,92.0,-0.24588430064564434,2,0.10914283186244012,20.482999954034483,-167.3893985319231,one_per_cell
82,-158.0,198.35,7.42,0.03437204386387305,66.49142915207587,-153.56272636749839,43.80574655626879,0.03612875883026456,-68.0,20.0,-0.28748501239962093,2,0.040777877257724526,13.290728356924053,172.82176052607488,one_per_cell
82,-145.0,160.65,7.35,0.038553519050253504,68.42438677681758,-138.54331269841484,42.04155721226229,0.04040177996693717,-72.0,36.0,-0.2942984503793371,2,0.07589193308084141,16.079227073494945,151.38041887361481,one_per_cell
82,-150.0,195.0,6.8,0.023237953873229356,75.44340461566426,-116.26644462134902,41.81302869768076,0.025150794143507516,-80.0,64.0,-0.22252007809039923,2,0.07961811814560538,18.159196739613403,-177.88798437457984,one_per_cell
82,-158.0,160.65,7.824999999999999,0.011062438862520674,18.48475640325626,-152.54164050536016,42.30171184162595,0.009751291313951582,-4.0,-180.0,0.10507435733844363,2,0.04148700891935464,12.856038488152842,175.4968431629521,one_per_cell
82,-158.0,198.35,6.9399999999999995,0.02710104031692384,71.65768901223328,-115.72813743410171,46.970727053451064,0.030020515486386845,-72.0,64.0,-0.2726396439165325,8,0.0688228477969417,17.68122090027079,-120.94007850315121,one_per_cell
82,-132.0,138.75,6.8149999999999995,0.06063366149553351,63.096102010731535,-120.63751284432095,38.46354019436581,0.06226611267711535,-68.0,56.0,-0.3269323756676061,2,0.09246736393450772,18.339630867002498,-178.4274002362488,one_per_cell
82,-150.0,195.0,7.035,0.03281857949554734,73.34388783952421,-121.89692589753315,48.29256328514729,0.033812548024660605,-80.0,52.0,-0.30004975113983134,8,0.03917982454161506,13.79507767292817,-143.66908658719663,one_per_cell
82,-158.0,138.75,7.135,0.04986662066008207,54.6571238580177,-112.0649680736674,43.16788316908556,0.05213554699251921,56.0,-108.0,0.30159344103297914,2,0.08033084647895927,18.345155171482155,170.3150446159578,one_per_cell
82,-136.0,199.0,7.295,0.035918225600402476,54.69841174132616,-135.5554484482354,43.649487094266526,0.03597378664003015,-64.0,44.0,-0.27687652910754695,2,0.049234678943183674,14.981790442856726,-179.08141269673084,one_per_cell
82,-132.0,195.0,7.335,0.03033695187498786,58.540972839485285,-140.7931018668316,41.14819355589059,0.031432796607890445,-68.0,40.0,-0.2491432590225121,8,0.08395861738369648,17.40359517028447,-138.75686923454018,one_per_cell
82,-158.0,195.0,7.1850000000000005,0.01790062242833579,46.40592436070807,-161.54295019465425,44.90833498888857,0.016232462441335804,-56.0,12.0,-0.1893276600009707,8,0.08411350589482092,19.18980735203214,-147.8098417688588,one_per_cell
82,-145.0,198.35,7.035,0.05288024461624752,50.561612088034835,-147.77650995942125,45.08009051771821,0.056544226444358525,-52.0,28.0,-0.3490359548744324,2,0.1318834721448493,24.351134593917845,171.1158861645339,one_per_cell
82,-152.5,198.35,6.855,0.026326910560858785,64.23401276751271,-140.66284734144986,47.59626273681599,0.028536846598124166,-72.0,40.0,-0.2760649091412249,8,0.07155453363584108,18.210522677541245,-121.84920952499618,one_per_cell
82,-150.0,138.75,6.76,0.02086188595798344,38.231006142313234,-70.43724309860038,40.574011920026194,0.02689025523028976,-36.0,132.0,-0.15383787043635713,2,0.1045532088582567,21.32119406157663,-161.49538073691798,one_per_cell
82,-136.0,195.0,6.8,0.04888272084497236,66.45266456849247,-120.57569179795546,45.31325892166397,0.049244779989531806,-72.0,64.0,-0.3376308641697814,2,0.08522604820686985,18.98229285654593,159.6230986573697,one_per_cell
82,-158.0,195.0,7.935,0.011758360775489862,31.193515275157825,166.66702249076113,47.09631282950627,0.013780644096700434,-4.0,-20.0,-0.13301843297031882,7,0.04146456837346246,14.654389814316396,176.20543749462732,one_per_cell
82,-145.0,160.65,6.8,0.04371875428098093,60.77959901369765,-121.73178926371871,40.93191324948303,0.04365665795308071,-68.0,64.0,-0.28153515449762745,2,0.08729267960500364,18.746231268774952,-178.47440162521872,one_per_cell
