name,axis_lat,axis_lon,angle_deg,rotated_pole_lat,rotated_pole_lon,rotation_only_r2,joint_r2,quadrupole_gain_r2,rotation_only_rmse,joint_rmse,joint_spearman_pred_obs,rotation_only_spearman,joint_rotation_coeff
ECDO_31E_107,0.0,31.0,107.0,-16.999999999999996,-59.00000000000001,0.008343710129818382,0.04768883664935453,0.039345126519536144,33.44346107005107,32.77329208360878,0.3890468448940049,0.328710914901502,1.1535148468075476
ECDO_31E_52,0.0,31.0,52.0,38.0,-59.00000000000001,0.020913371970166295,0.04768883664935453,0.026775464679188232,33.23083013534446,32.77329208360878,0.3890468448940049,-0.17391540531226748,-2.7399491367609268
ECDO_31E_26,0.0,31.0,26.0,64.00000000000001,-59.00000000000001,0.038012966760200495,0.04768883664935453,0.009675869889154032,32.93936631252479,32.77329208360878,0.3890468448940049,-0.3206451739645765,-3.232385976870626
observed_77E_104,0.0,77.0,104.0,-14.000000000000004,-12.999999999999996,5.708754695932239e-05,0.04768883664935453,0.047631749102395204,33.58290292783399,32.77329208360878,0.3890468448940049,0.15105225728044244,-0.8059425272732115
ECDO_31E_104,0.0,31.0,104.0,-14.000000000000004,-59.00000000000001,0.006517711138410154,0.047688836649354416,0.04117112551094426,33.47423768121131,32.77329208360878,0.3890468448940049,0.31753402004480774,0.9259803144378848
ECDO_149W_104,0.0,-149.0,104.0,-14.000000000000004,121.0,0.0019985963377785465,0.047688836649354416,0.04569024031157587,33.550284475153056,32.77329208360878,0.3890468448940049,0.11680149841620048,-1.457576735893204
observed_77E_107,0.0,77.0,107.0,-16.999999999999996,-12.999999999999996,1.531050290193292e-05,0.047688836649354416,0.04767352614645248,33.58360445776333,32.77329208360878,0.3890468448940049,0.16789812976576765,-0.7130631653104783
best_07_40N_110E_107,40.0,110.0,107.0,13.981297107547157,60.98011480143162,0.0006399939772065988,0.047688836649354416,0.04704884267214782,33.57311309707828,32.77329208360878,0.3890468448940049,0.26203563088885246,1.8410295872666649
