metric,observed_median,observed_mean,matched_random_median,matched_random_mean,p_low,p_high
path_m_mean,0.14747053596343807,0.14716499193961663,0.14570449395561924,0.1459450816223004,0.5942937137524165,0.405772948470102
path_m_min,0.12579257446290093,0.12540468135383054,0.12443373372016489,0.1260253814680837,0.5306979534697687,0.46936870875274983
path_frac_below_threshold,0.143646408839779,0.14327808471454878,0.19337016574585636,0.1844850828729282,0.3783081127924805,0.6352243183787748
path_integrated_penalty,0.11420748908366968,0.18819513414605976,0.21032899594892746,0.3426186758185939,0.40743950403306445,0.592627158189454
ridge_crossings,6.0,5.52,2.0,4.4364,0.7376841543897074,0.3677754816345577
longest_low_run_deg,30.0,31.92,48.0,49.69573333333334,0.3557762815812279,0.6588894073728419
longest_high_run_deg,168.0,174.48,182.0,197.54973333333334,0.43303779748016796,0.5738950736617559
mean_abs_dM_dtheta,0.0006982749476379461,0.0007020871133854838,0.0006450486524842722,0.0006018829934578402,0.7334177721485234,0.26664889007399506
