axis_lat,axis_lon,angle_deg,source_file,r2,score,path_m_mean,path_m_median,path_m_min,path_m_max,path_frac_below_threshold,path_integrated_penalty,ridge_crossings,longest_low_run_deg,longest_high_run_deg,mean_abs_dM_dtheta,max_abs_dM_dtheta
33.22389169064498,-22.003761689261164,21.0,matched_random,0.0432997606465658,0.0189041691686375,0.14194466549566587,0.14079722229102212,0.12009865987552226,0.18130339123266373,0.13812154696132597,0.25339207079560777,6,40.0,122.0,0.0007611852210319295,0.0035579765954046327
45.82344643946123,71.05249046137101,21.0,matched_random,0.0432997606465658,0.0189041691686375,0.13859885516279255,0.13550845835707867,0.11871939998972636,0.1823459391561692,0.3370165745856354,0.67096748805888,8,62.0,96.0,0.0006779492355566776,0.004185937574374882
-54.25699497364132,171.22404658923213,21.0,matched_random,0.0432997606465658,0.0189041691686375,0.13965907044054582,0.13659229781666687,0.12002968085248564,0.1825016606919733,0.23204419889502761,0.5118470365873286,10,64.0,104.0,0.0007402228342869463,0.0035743993456417433
31.485273979529264,102.98314989970338,21.0,matched_random,0.0432997606465658,0.0189041691686375,0.14905041256322418,0.14992637752043045,0.1202524703238522,0.18315332107338442,0.16022099447513813,0.3846918820316216,8,48.0,142.0,0.0007547296181113533,0.0033047929795104597
-48.05379415801071,-17.86106235759583,21.0,matched_random,0.0432997606465658,0.0189041691686375,0.14847425600463876,0.14404630116198458,0.1285824499972525,0.17933773684960147,0.19889502762430938,0.08178492920002473,4,64.0,146.0,0.0005582247848666964,0.002249095134611856
-14.975379329871739,153.63539598549664,21.0,matched_random,0.0432997606465658,0.0189041691686375,0.14223145971871956,0.14089087109353743,0.12969232148966112,0.1794707883155824,0.14917127071823205,0.05027969012609418,8,36.0,194.0,0.0006487638388043613,0.0034692533438007433
16.72211750174938,116.19418077749879,21.0,matched_random,0.0432997606465658,0.0189041691686375,0.1513836748944003,0.14965156925778844,0.121803,0.18041328112795912,0.08287292817679558,0.16716520322514414,2,30.0,278.0,0.0007337233459792052,0.0024751472909819716
-6.49817708421912,-98.19406015748032,21.0,matched_random,0.0432997606465658,0.0189041691686375,0.1463473731698928,0.1483645104724075,0.11922393946389949,0.18378197471950533,0.3314917127071823,1.0732736411390085,2,120.0,190.0,0.0005869544815055022,0.003181767652736936
6.267447376233845,-157.0257878024969,21.0,matched_random,0.0432997606465658,0.0189041691686375,0.14693697254117513,0.14368133089709628,0.1323336645731163,0.18259321795919337,0.0,0.0,0,0.0,362.0,0.0005597782049592362,0.0028857988901325876
40.93954525851162,47.39918368394334,21.0,matched_random,0.0432997606465658,0.0189041691686375,0.13705319323558568,0.13373516122500376,0.12028877089884643,0.18385961766229392,0.36464088397790057,0.6524155766078885,10,68.0,66.0,0.0006461418425940328,0.004154768153285526
