k,r2,rmse,amplitude_m,phase_deg,cos_coeff,sin_coeff
1,0.000983156351294201,33.525946813340155,1.5670121017709606,-101.59214688779137,-0.31488114082605506,1.5350494435843836
2,0.0038822750816565055,33.477265793457505,3.058980724871293,-174.75134880118202,-3.0461546675103595,0.27982997827065
3,0.01123485375434663,33.35348517972995,7.786341372174637,-84.72512731115997,0.7158287229855016,7.753367088135796
4,0.007490054780939004,33.41658613903676,4.2196859665641755,-34.443117207281325,3.4799248275874732,2.386602784453025
5,0.012233625721065788,33.33663540363073,5.604869873153317,-90.30439142208752,-0.0297764739466458,5.60479077723522
6,0.01288851382862688,33.32558249352451,6.3333473936266,172.99326188392797,-6.286048768810201,-0.7725801476200368
7,0.03349959073835296,32.97582483753905,9.422264623993804,-171.7077433362218,-9.32375757319407,1.3589022631783834
8,0.0395118447454047,32.873099416775744,10.576316763035889,-118.72080805596168,-5.082364601789467,9.275130528814747
