k,r2,rmse,amplitude_m,phase_deg,cos_coeff,sin_coeff
1,0.0004703946413109339,33.57596178828719,1.189220651960038,152.56853408324454,-1.0555076750933665,-0.5478588384495165
2,0.009318433350225308,33.4270208312708,4.558450822299532,179.74460856966124,-4.55840553734509,-0.020318868691504153
3,0.012020159742345937,33.38140964601775,7.603991766741658,-95.19881673824565,-0.6890130035539812,7.572710998685243
4,0.008962178810275834,33.433030561303326,4.530932245002242,-40.67338518156406,3.4364274052273034,2.9530177272417104
5,0.011750023773851925,33.38597294920622,5.626065009909801,-80.72880894112619,0.9064018250475618,5.552570866479942
6,0.015588266333828371,33.32107634866136,6.877989039297956,160.7468524343429,-6.49330935263296,-2.2679653603422048
7,0.04089233954523519,32.890033115092656,10.385557624612268,-179.9253223269652,-10.385548803242003,0.01353623362103877
8,0.045618211819815846,32.808902473932804,11.317339330676996,-124.37900399334394,-6.390500921464193,9.340431868947695
