mode,gradient_r2,l1_r2,l2_r2,l3_r2,l2_delta_r2,l3_delta_r2,residual_best_harmonic_k,residual_best_harmonic_r2
global,0.0009906356805835514,0.0009906356805835514,0.0015098156489424808,0.003512695250312503,0.0005191799683589293,0.0020028796013700223,7,0.001195378325325791
global,0.0003805673036650914,0.0003805673036650914,0.001763532444278182,0.00274565327471743,0.0013829651406130905,0.0009821208304392481,8,0.0015285520148853315
global,0.0005015081077919259,0.0005015081077919259,0.001349727687272706,0.0028613681691281867,0.0008482195794807801,0.0015116404818554807,8,0.000919477657745249
global,0.001352354701647518,0.001352354701647518,0.0021404550479704465,0.00550771284983298,0.0007881003463229286,0.003367257801862533,3,0.0004086447026375728
global,0.0006898992976233087,0.0006898992976233087,0.0019268940220930064,0.0033401183371803977,0.0012369947244696977,0.0014132243150873913,2,0.00028244104259955716
global,0.000607720396742284,0.000607720396742284,0.0024717844559778435,0.002769943257936003,0.0018640640592355595,0.00029815880195815936,6,0.0012927014519699132
global,0.0009121151072785105,0.0009121151072785105,0.0022861609738533684,0.003545506587105951,0.0013740458665748578,0.0012593456132525827,6,0.0007361655734704486
global,0.0009745924663019379,0.0009745924663019379,0.0021615380196953193,0.003482115539531372,0.0011869455533933815,0.0013205775198360525,3,0.0005900281982826883
global,7.322740795545624e-05,7.322740795545624e-05,0.0018856601796970462,0.0036453950859379747,0.00181243277174159,0.0017597349062409284,2,0.0009036076604550525
global,0.0012678705827250392,0.0012678705827250392,0.002619177174021048,0.005075258404826255,0.0013513065912960087,0.002456081230805207,6,0.0008296768869771043
global,0.0003188271491144645,0.0003188271491144645,0.0013043009978718212,0.002581868461480896,0.0009854738487573567,0.001277567463609075,5,0.00015235905705590636
global,0.0010880621672197943,0.0010880621672197943,0.00288571284931205,0.008085525037141328,0.0017976506820922555,0.005199812187829278,6,0.002329981565083461
global,0.00010855054067182568,0.00010855054067182568,0.0017420223260192769,0.005261622941180155,0.0016334717853474512,0.0035196006151608783,5,0.000940537852440082
global,0.0013353251647886255,0.0013353251647886255,0.003150859859582855,0.007055795264524489,0.0018155346947942297,0.003904935404941634,4,0.0012621843763619411
global,0.0011789310101729678,0.0011789310101729678,0.0025286830712472064,0.00536748273385268,0.0013497520610742386,0.0028387996626054735,5,0.0011215797303344432
global,0.000520130095647775,0.000520130095647775,0.0029029124029390507,0.005571502163412068,0.0023827823072912757,0.002668589760473017,7,0.001464317216492872
global,0.000783971196049893,0.000783971196049893,0.0030845506426675495,0.007366276659641735,0.0023005794466176566,0.0042817260169741855,6,0.00037799529539139787
global,0.0005871368999931237,0.0005871368999931237,0.0031965499847126377,0.00495524285794724,0.002609413084719514,0.0017586928732346019,8,0.0009694645170510441
global,0.0014150263414194342,0.0014150263414194342,0.0029153822453275025,0.006437594357765919,0.0015003559039080683,0.0035222121124384165,6,0.001113621196542125
global,0.0010860449716048048,0.0010860449716048048,0.0019444895988961486,0.005548434668681823,0.0008584446272913437,0.0036039450697856745,3,0.0009228261172491425
global,0.0018061008350767072,0.0018061008350767072,0.004162187507636084,0.00793710414730353,0.0023560866725593765,0.003774916639667447,7,0.0024242824043940736
global,0.0011963950653393063,0.0011963950653393063,0.0020787295551435436,0.00495389079180919,0.0008823344898042373,0.0028751612366656465,4,0.001023901327055432
global,0.0004304516756103993,0.0004304516756103993,0.0008335134302119851,0.0017863099023154305,0.0004030617546015858,0.0009527964721034454,8,0.001020675873004362
global,0.0011916215688877463,0.0011916215688877463,0.004263007999806723,0.00690561564902914,0.0030713864309189765,0.002642607649222417,3,0.0004992667169646525
global,0.00027624063676490174,0.00027624063676490174,0.0009675376438621486,0.004206366007921236,0.0006912970070972468,0.0032388283640590876,7,0.0010014177592643225
global,0.00026760487878374484,0.00026760487878374484,0.001796223655978424,0.0032045503478825843,0.001528618777194679,0.0014083266919041604,6,0.0010446085696877994
global,0.0011425143314481856,0.0011425143314481856,0.0026728123585637587,0.0036589222501153262,0.001530298027115573,0.0009861098915515676,5,0.0012588433389914
global,0.003032635841145881,0.003032635841145881,0.003762547930741933,0.00631357539293298,0.000729912089596052,0.0025510274621910467,4,0.0009614940646158754
global,0.0010634037356634929,0.0010634037356634929,0.0014309516876599426,0.0040493613390441,0.00036754795199644974,0.002618409651384157,8,0.000923428854952113
global,0.0010297259158502658,0.0010297259158502658,0.001790613426622789,0.0026686005167766425,0.0007608875107725233,0.0008779870901538533,2,0.00044887883564459496
global,0.0015922793882147124,0.0015922793882147124,0.006073004161047835,0.010145867068743764,0.004480724772833122,0.004072862907695929,6,0.0003735799642266002
global,0.00017433226453500428,0.00017433226453500428,0.002215639525184776,0.004521060264991106,0.0020413072606497717,0.0023054207398063298,7,0.0008534290074525552
global,0.0008488172002523164,0.0008488172002523164,0.00310077347664095,0.005762004534344278,0.0022519562763886336,0.0026612310577033282,2,0.0007253184781063071
global,0.0007852414782468786,0.0007852414782468786,0.0019870490097121385,0.0030492488493951697,0.0012018075314652599,0.0010621998396830312,4,0.001080778542307037
global,0.0006985509827032166,0.0006985509827032166,0.001478858788433124,0.0029706249714208655,0.0007803078057299073,0.0014917661829877416,8,0.0016037640269868092
global,0.00046692484372290455,0.00046692484372290455,0.002905058915153913,0.005208233421452713,0.0024381340714310085,0.0023031745062987996,5,0.0006165275801621739
global,0.0010831288851482768,0.0010831288851482768,0.002314860499632143,0.0046553984047122965,0.0012317316144838664,0.0023405379050801534,3,0.0016402625955731498
global,0.0007335035843247795,0.0007335035843247795,0.0014685054211359683,0.004462533444680394,0.0007350018368111888,0.002994028023544426,4,0.0020584752238044235
global,0.000884836516878651,0.000884836516878651,0.002169659819564629,0.004775756060841685,0.0012848233026859779,0.002606096241277056,8,0.0009919926325436812
global,6.340299421803142e-05,6.340299421803142e-05,0.0027693571849823906,0.007356584971160651,0.002705954190764359,0.004587227786178261,7,0.0018588655476952098
global,0.0018242234461363083,0.0018242234461363083,0.0024717597587222695,0.004527494285594291,0.0006475363125859612,0.0020557345268720217,7,0.0005320913058417531
global,0.0016020112639621997,0.0016020112639621997,0.0032662912847167824,0.003799123668265847,0.0016642800207545827,0.0005328323835490645,5,0.0010326801271809405
global,0.0013395701328328125,0.0013395701328328125,0.002051737578947166,0.004132369904305544,0.0007121674461143535,0.002080632325358378,4,0.00021638084452102468
global,0.0019780610048788505,0.0019780610048788505,0.003967204745672359,0.007269112581209769,0.0019891437407935086,0.00330190783553741,3,0.00047903899164447594
global,0.000935183346064905,0.000935183346064905,0.0011235546943585417,0.0017908603167267056,0.00018837134829363666,0.0006673056223681639,8,0.0002106775048101861
global,0.0016638242688431504,0.0016638242688431504,0.0039603752716587115,0.006706435006904488,0.002296551002815561,0.002746059735245776,2,0.0005832425855982759
global,0.002082736996511847,0.002082736996511847,0.00419726175069135,0.008109356687459934,0.002114524754179503,0.003912094936768584,6,0.0010681329274480067
global,0.0017626974799815898,0.0017626974799815898,0.0031860309557344424,0.006149627122839729,0.0014233334757528526,0.002963596167105287,6,0.0026126989078772977
global,0.000268999106674106,0.000268999106674106,0.0024842129259550205,0.0067658876202648655,0.0022152138192809145,0.004281674694309845,8,0.0004751502908759697
global,0.0003183189733425573,0.0003183189733425573,0.0016498070321969704,0.0039060741168248647,0.0013314880588544131,0.0022562670846278943,8,0.0006226094151502437
global,0.00017555589021267526,0.00017555589021267526,0.002801515075013916,0.003734676013409044,0.002625959184801241,0.0009331609383951278,2,0.000566353672930453
global,0.0011852968408228026,0.0011852968408228026,0.0029892624829546133,0.0041450203539362684,0.0018039656421318107,0.0011557578709816552,2,0.0005972164196017538
global,0.0012127618305782795,0.0012127618305782795,0.00182170820682237,0.0036276903418729356,0.0006089463762440905,0.0018059821350505656,8,0.00044112412344610163
global,0.0009386280625471866,0.0009386280625471866,0.0015148862351522796,0.003556678336593788,0.000576258172605093,0.0020417921014415086,7,0.0003688352122532823
global,0.0010772099403126845,0.0010772099403126845,0.0032168337626531374,0.004169920586725828,0.002139623822340453,0.0009530868240726909,6,0.0007981883081906727
global,0.0004176774021531493,0.0004176774021531493,0.0023089071766720926,0.006140351126754484,0.0018912297745189433,0.0038314439500823916,4,0.002151446979717142
global,0.001446770686700849,0.001446770686700849,0.002422718651161615,0.0035486071553365583,0.000975947964460766,0.0011258885041749433,7,0.0009246309294769217
global,0.0007642667429528238,0.0007642667429528238,0.004347277680003425,0.006460767608820639,0.0035830109370506014,0.0021134899288172138,2,0.0011542643902047178
global,0.0007787446579076152,0.0007787446579076152,0.002487736494783621,0.004619785900928597,0.001708991836876006,0.0021320494061449757,2,0.0007116207593405033
global,3.1511065336387034e-05,3.1511065336387034e-05,0.0008454805059525672,0.0036067347470792877,0.0008139694406161802,0.0027612542411267205,8,0.0005428421730341304
global,0.0012860151318094815,0.0012860151318094815,0.005813423047408617,0.007134357803178171,0.004527407915599135,0.0013209347557695539,2,0.0016107742492336152
global,0.00028208723008016356,0.00028208723008016356,0.0016259670617962962,0.002395935180181663,0.0013438798317161327,0.0007699681183853668,8,0.0004889661338071116
global,0.0014524166576816988,0.0014524166576816988,0.0017458582974635428,0.003740065497421119,0.000293441639781844,0.001994207199957576,3,0.0009386955349683923
global,0.0005660658530517448,0.0005660658530517448,0.0014183951467272582,0.003694757508520219,0.0008523292936755134,0.0022763623617929607,3,0.0012836469504832193
global,0.0007926012213844702,0.0007926012213844702,0.0015564992015647539,0.003493184607312516,0.0007638979801802837,0.0019366854057477623,8,0.001139962915556847
global,0.00043016578299204244,0.00043016578299204244,0.0016147591150397211,0.0049435222425000536,0.0011845933320476787,0.0033287631274603324,2,0.00028965798325930603
global,0.0008065445750680134,0.0008065445750680134,0.0017472780918522668,0.00338175006081487,0.0009407335167842534,0.001634471968962603,5,0.000810909226434342
global,0.001822092611188264,0.001822092611188264,0.0028231842158391585,0.004950213213250176,0.0010010916046508944,0.002127028997411018,7,0.00022456958467620414
global,0.0007579087125750839,0.0007579087125750839,0.0029424487520151033,0.004443736575810875,0.0021845400394400194,0.0015012878237957716,5,0.0008627157925215068
global,0.001005097638234198,0.001005097638234198,0.002390776485163393,0.006313042168942795,0.0013856788469291947,0.003922265683779402,5,0.0014258801105831997
global,0.003527693936141385,0.003527693936141385,0.004284315364897595,0.005698626039823851,0.0007566214287562101,0.0014143106749262557,8,0.0005132766413502576
global,0.0008389685337696351,0.0008389685337696351,0.0015937352517090275,0.003453408258197288,0.0007547667179393924,0.0018596730064882605,8,0.000914608690883778
global,0.001625578581150311,0.001625578581150311,0.005343814854370965,0.011123582178776181,0.003718236273220654,0.005779767324405216,3,0.002259958386722105
global,0.00010218436825426558,0.00010218436825426558,0.0007336771316275303,0.0048514244220468905,0.0006314927633732648,0.00411774729041936,6,0.0014673005100698244
global,0.0003554324691604771,0.0003554324691604771,0.0017205106046257468,0.0036583586336064178,0.0013650781354652697,0.001937848028980671,8,0.000930744445832743
global,0.00043242578905255957,0.00043242578905255957,0.0015646368688704282,0.002612154372210629,0.0011322110798178686,0.0010475175033402007,5,0.0006314289364383052
global,0.0007280213703018124,0.0007280213703018124,0.0023176582146452462,0.003912500630448901,0.0015896368443434339,0.0015948424158036545,5,0.000488367994796679
global,0.0018640650698860117,0.0018640650698860117,0.004694463657167525,0.006641059143179362,0.002830398587281513,0.0019465954860118373,2,0.0016001034714858697
global,0.0009921078524002258,0.0009921078524002258,0.001730669402566054,0.003576669332671756,0.0007385615501658283,0.0018459999301057017,8,0.0004185024476031085
global,0.0003448770116138977,0.0003448770116138977,0.002149544690770222,0.003685232690594842,0.0018046676791563243,0.0015356879998246198,2,0.0008548237724727015
global,0.0005720636933262968,0.0005720636933262968,0.002087723859883539,0.005453449739080796,0.0015156601665572422,0.0033657258791972566,6,0.0016688145538052979
global,0.0005366200594978388,0.0005366200594978388,0.0016820445458044508,0.0035723644744642957,0.001145424486306612,0.0018903199286598449,5,0.0008971978481423504
global,0.00023721854946223697,0.00023721854946223697,0.0018300942395578224,0.0035416211650105556,0.0015928756900955854,0.0017115269254527332,7,0.0012327318156936107
global,0.0021801731598578566,0.0021801731598578566,0.0036217687607940086,0.006329605030712893,0.001441595600936152,0.002707836269918884,6,0.0005512762846752173
global,0.000778814888983681,0.000778814888983681,0.0042740143657676866,0.006475687700311483,0.0034951994767840056,0.0022016733345437967,7,0.0011122661522094957
global,0.00024296389543576602,0.00024296389543576602,0.002082234604689037,0.0045451439068012744,0.0018392707092532712,0.0024629093021122372,2,0.0010331805585864773
global,0.0015051964687747832,0.0015051964687747832,0.005841395540067129,0.008657297726310742,0.004336199071292346,0.002815902186243613,5,0.0018012571990951853
global,0.0005323283000723267,0.0005323283000723267,0.0015823605007886377,0.0036278252248603815,0.001050032200716311,0.002045464724071744,4,0.0007277935924221435
global,0.0005314218265368709,0.0005314218265368709,0.002871552092643559,0.004027744113938692,0.002340130266106688,0.0011561920212951327,6,0.0019232917130188598
global,0.001970765346038905,0.001970765346038905,0.0048758820766290345,0.007762289651203402,0.0029051167305901293,0.002886407574574368,3,0.002104145384509315
global,0.00046898154653829405,0.00046898154653829405,0.0013666984359107515,0.0031272483614291913,0.0008977168893724574,0.0017605499255184398,7,0.0007200716861039957
global,7.292535978764558e-05,7.292535978764558e-05,0.0018618236863179316,0.003736522321215352,0.001788898326530286,0.0018746986348974204,6,0.0010248888774700982
global,0.0011248861053226866,0.0011248861053226866,0.0036925050223398648,0.00586716981534674,0.002567618917017178,0.002174664793006875,6,0.001341137748278598
global,0.0013515443973637353,0.0013515443973637353,0.004546454794513988,0.005536894621232524,0.0031949103971502524,0.0009904398267185366,6,0.0011798744842999032
global,0.0002383165001630383,0.0002383165001630383,0.00045673721348227225,0.0022394994286510927,0.00021842071331923396,0.0017827622151688205,5,0.0003289211634079914
global,0.0007731794848500062,0.0007731794848500062,0.004050237534937273,0.006122982938075894,0.003277058050087267,0.0020727454031386205,5,0.0011056302327829837
global,0.0003046883456403471,0.0003046883456403471,0.0014468497077385623,0.0034864925290425397,0.0011421613620982152,0.0020396428213039774,4,0.0009924042556047619
global,0.0004085235893618311,0.0004085235893618311,0.0009859093932286234,0.0032275909563175276,0.0005773858038667923,0.002241681563088904,7,0.001120611066142918
global,0.00024986422373363126,0.00024986422373363126,0.001290107177168598,0.007005160725892634,0.0010402429534349666,0.005715053548724036,4,0.0008165715989798539
global,0.00027234050724811443,0.00027234050724811443,0.0025611330529190512,0.004846583451417308,0.002288792545670937,0.0022854503984982566,4,0.0008404454036897713
global,0.0011950974415237958,0.0011950974415237958,0.004273102738384105,0.007602577439332681,0.003078005296860309,0.003329474700948576,3,0.0012741238672263622
global,0.0007140633422821896,0.0007140633422821896,0.0015396406133699747,0.003538715812286375,0.0008255772710877851,0.0019990751989164,6,0.0007193293175163928
global,0.000412637443109487,0.000412637443109487,0.0027949589163417388,0.005950088987897284,0.0023823214732322517,0.0031551300715555453,7,0.0011035166271700092
global,0.0017660619934336541,0.0017660619934336541,0.0023679279736465997,0.004213945577342559,0.0006018659802129456,0.0018460176036959597,7,0.0006234017238385681
global,0.000408788090255241,0.000408788090255241,0.00360539652827907,0.005170622037018124,0.003196608438023829,0.0015652255087390543,4,0.0020089248469415955
global,0.0007959087958625544,0.0007959087958625544,0.002898771681133505,0.004729388413705293,0.0021028628852709508,0.0018306167325717881,2,0.0008817102926785836
global,0.0038038556122923506,0.0038038556122923506,0.0045894515203728226,0.006118630668138336,0.000785595908080472,0.0015291791477655137,7,0.001103713688172081
global,0.0009785659544179204,0.0009785659544179204,0.0012523977218041882,0.002690450201919936,0.0002738317673862678,0.001438052480115748,8,0.0005753386734341781
global,0.002406682505609048,0.002406682505609048,0.005115975776086912,0.006508826602636741,0.002709293270477864,0.0013928508265498296,8,0.0018413749398727974
global,0.00012270344266396283,0.00012270344266396283,0.0010505048159197283,0.005538356808216682,0.0009278013732557655,0.004487851992296954,5,0.00127949277573014
global,0.0007581645338790022,0.0007581645338790022,0.0014615910407724808,0.00557834370923338,0.0007034265068934786,0.004116752668460899,4,0.0010596526305229892
global,0.0010574861798910984,0.0010574861798910984,0.00299702031655813,0.004817278966879335,0.0019395341366670316,0.0018202586503212048,8,0.0007493055420263461
global,0.0006841497446273825,0.0006841497446273825,0.002513429934108413,0.007536245177897083,0.0018292801894810307,0.00502281524378867,3,0.0013662911653433696
global,0.0008468359204625298,0.0008468359204625298,0.002169620984309839,0.0042977358719675784,0.0013227850638473093,0.0021281148876577394,6,0.0018098222580563705
global,0.001468268025414332,0.001468268025414332,0.00229801321890577,0.0035951802048714843,0.0008297451934914379,0.0012971669859657142,8,0.000677461335104601
global,0.0002904595597679194,0.0002904595597679194,0.0003166461450806457,0.0032133205602334902,2.618658531272633e-05,0.0028966744151528445,8,0.0010067023740560899
global,0.0013002292206756305,0.0013002292206756305,0.003692772041663628,0.006034512531610359,0.0023925428209879973,0.002341740489946731,5,0.001298960569864338
global,0.0004773909035845625,0.0004773909035845625,0.001498101996633583,0.003187960377529331,0.0010207110930490204,0.001689858380895748,8,0.0006121828449732192
global,0.00106281360185978,0.00106281360185978,0.0026139024420742674,0.003359157337582297,0.0015510888402144873,0.0007452548955080296,2,0.0005577916021817231
global,0.0004028020494667439,0.0004028020494667439,0.0018136296804118768,0.0035929428339593894,0.0014108276309451329,0.0017793131535475126,6,0.0008573672689696776
global,0.0016119961584825093,0.0016119961584825093,0.004515111979345843,0.005351993419946299,0.0029031158208633334,0.0008368814406004565,5,0.0009811952732211582
global,0.0021257669299475923,0.0021257669299475923,0.0033541003183900076,0.0058044764762612555,0.0012283333884424152,0.002450376157871248,3,0.000792585205262486
global,0.0016799253520306534,0.0016799253520306534,0.005655987030216525,0.008786074078545258,0.0039760616781858715,0.0031300870483287335,3,0.001928819868926679
global,0.0012492980665679276,0.0012492980665679276,0.0037007405875343347,0.005268952041342145,0.002451442520966407,0.0015682114538078107,5,0.0018299905047657328
global,0.0029278900883178416,0.0029278900883178416,0.005355625285214938,0.005977202784377855,0.002427735196897096,0.0006215774991629175,4,0.0005693073853966224
global,0.00041539622125064124,0.00041539622125064124,0.0018857306777257943,0.006495068161661677,0.001470334456475153,0.0046093374839358825,6,0.000887075679478877
global,0.0014499892023517313,0.0014499892023517313,0.0026334008320890723,0.0036804548984572527,0.001183411629737341,0.0010470540663681804,4,0.0002995171166989552
global,0.0003895146712243891,0.0003895146712243891,0.0005778876330809757,0.0029552534488952453,0.00018837296185658658,0.0023773658158142696,7,0.0021439561299300136
global,0.001488289367742479,0.001488289367742479,0.0030687182758640796,0.0042686543480074945,0.0015804289081216005,0.001199936072143415,3,0.0010258581466472405
global,0.0007781054132783849,0.0007781054132783849,0.002220883100075177,0.005825049015510397,0.0014427776867967923,0.00360416591543522,8,0.0010343884058159336
global,0.0017271591296894595,0.0017271591296894595,0.004057514238675286,0.006013341481854173,0.0023303551089858265,0.001955827243178887,5,0.00042145864950915435
global,0.0015559896628231096,0.0015559896628231096,0.0041650801096425605,0.006384395579874913,0.002609090446819451,0.0022193154702323525,8,0.0007022481404480585
global,0.001373622360390625,0.001373622360390625,0.0028029104550439943,0.005304152450732458,0.0014292880946533693,0.0025012419956884635,6,0.0005000601937956706
global,0.0010822046346972147,0.0010822046346972147,0.0024091485225716802,0.0038083208313626216,0.0013269438878744655,0.0013991723087909413,6,0.0012318420724897194
global,0.004119995877411742,0.004119995877411742,0.004546586112901041,0.00666964069056819,0.0004265902354892992,0.0021230545776671494,8,0.0008627736177598821
global,0.0017154048862030313,0.0017154048862030313,0.003922417129940459,0.005986390787793949,0.0022070122437374273,0.0020639736578534906,7,0.000560870401191127
global,0.00021225894800724898,0.00021225894800724898,0.00044997949549008265,0.0037275052129210895,0.00023772054748283367,0.003277525717431007,4,0.001538058244842544
global,0.0022620243781690252,0.0022620243781690252,0.0038372827004901078,0.006200815739883847,0.0015752583223210825,0.0023635330393937393,3,0.0005214923327677701
global,0.0009038038122815006,0.0009038038122815006,0.0037606555438453038,0.006475662359017864,0.002856851731563803,0.0027150068151725604,5,0.0009211530220326614
global,0.0005871390423368705,0.0005871390423368705,0.001378162583685838,0.002322742845775827,0.0007910235413489675,0.000944580262089989,2,0.000490816788559223
global,0.00040234423802598673,0.00040234423802598673,0.001497521610865915,0.0026772982629468256,0.0010951773728399283,0.0011797766520809105,8,0.000895174714615754
global,0.00021048534674694697,0.00021048534674694697,0.00042412519340462307,0.005072457583390255,0.0002136398466576761,0.004648332389985632,5,0.0009492667914967612
global,0.002307105018035993,0.002307105018035993,0.002652425891354615,0.004007497554438522,0.00034532087331862193,0.0013550716630839066,8,0.00031513276190420214
global,0.0002226045283315603,0.0002226045283315603,0.0018786071392362658,0.003569197292947024,0.0016560026109047055,0.0016905901537107582,5,0.00045610964786013675
global,0.0015552603024214795,0.0015552603024214795,0.0038448368586794235,0.004980540515010512,0.002289576556257944,0.0011357036563310885,6,0.0011856999428444537
global,0.0009080136809163086,0.0009080136809163086,0.002287359997538818,0.003664189344456781,0.0013793463166225095,0.0013768293469179627,5,0.0005069734562350714
global,0.0012473326514467198,0.0012473326514467198,0.0022694415328835538,0.00340373297252361,0.001022108881436834,0.001134291439640056,8,0.0005889736891124819
global,0.0004138919201654989,0.0004138919201654989,0.002195111834863539,0.004647263531447288,0.00178121991469804,0.0024521516965837487,2,0.0012862136873099672
global,0.0024090247415679,0.0024090247415679,0.004735089787703317,0.006099618152449304,0.002326065046135417,0.0013645283647459872,8,0.0013850624652685939
global,0.00020713289566576254,0.00020713289566576254,0.0008279114044219549,0.0030659717698333644,0.0006207785087561923,0.0022380603654114095,3,0.0014134956337061855
global,0.0011903399019992378,0.0011903399019992378,0.0024206273059493855,0.004382969376034884,0.0012302874039501477,0.0019623420700854988,7,0.0008330884820662021
global,0.0006416931231683076,0.0006416931231683076,0.001233326946897595,0.003228625287527098,0.0005916338237292873,0.0019952983406295033,7,0.0009449037415344419
global,0.0003195491141837481,0.0003195491141837481,0.0011526558302444867,0.0021986003833865952,0.0008331067160607386,0.0010459445531421085,8,0.0007739782876534651
global,0.00021919165194417278,0.00021919165194417278,0.0024490135613254305,0.009557098263739738,0.0022298219093812577,0.007108084702414308,4,0.004814076108937693
global,0.00022295594018151288,0.00022295594018151288,0.004308638480198246,0.00528066732794974,0.004085682540016733,0.0009720288477514938,6,0.0023054489791480837
global,0.0011635526260627138,0.0011635526260627138,0.0035370450920555463,0.00515952185868207,0.0023734924659928325,0.0016224767666265238,2,0.000835985939921513
global,0.0014443027154840138,0.0014443027154840138,0.0037033633092147245,0.0058109545870547175,0.0022590605937307107,0.002107591277839993,7,0.001621487726155335
global,0.001778573320704857,0.001778573320704857,0.0035113404057383057,0.0047474282730900486,0.0017327670850334487,0.0012360878673517428,5,0.0007910515563488429
global,0.00031221763350108844,0.00031221763350108844,0.0018957000512094258,0.0029783742516474865,0.0015834824177083373,0.0010826742004380607,3,0.0005390490573280449
global,0.00011387113284044847,0.00011387113284044847,0.0008142217692844733,0.0051040734148039,0.0007003506364440248,0.004289851645519427,6,0.0006760878603563336
global,0.001407281253952286,0.001407281253952286,0.003931376797079333,0.005312173785659402,0.0025240955431270473,0.0013807969885800686,6,0.0014812516396969233
global,0.001173879257046373,0.001173879257046373,0.002544765241575986,0.00376144010132895,0.0013708859845296129,0.0012166748597529642,8,0.0011073423915616276
global,0.0006462725624751808,0.0006462725624751808,0.0013644340041282232,0.0025510791527324495,0.0007181614416530424,0.0011866451486042262,4,0.000781204689072057
global,0.001152413057462165,0.001152413057462165,0.0017101461925040917,0.0035877591201057824,0.0005577331350419268,0.0018776129276016906,8,0.00047591884312248034
global,0.0012123226887730265,0.0012123226887730265,0.0021582845476656454,0.0036876484689928324,0.0009459618588926189,0.001529363921327187,4,0.0018566912575702643
global,0.0026885552630060428,0.0026885552630060428,0.004543798271912536,0.005282935002586253,0.001855243008906493,0.0007391367306737173,2,0.0009582774437205677
global,0.0010800255116136803,0.0010800255116136803,0.0025332476588297848,0.0054092986282654465,0.0014532221472161044,0.0028760509694356617,6,0.0013519566629466295
global,0.002881487329452037,0.002881487329452037,0.0034314701421510607,0.005169207349812077,0.0005499828126990236,0.0017377372076610165,8,0.0005972119369930251
global,0.0017701535407089741,0.0017701535407089741,0.002926271046090667,0.004000072186926329,0.001156117505381693,0.0010738011408356618,4,0.0008871114878390429
global,0.004427998283249801,0.004427998283249801,0.0051053648344413505,0.007473745777676122,0.0006773665511915494,0.0023683809432347713,4,0.000605220070280521
global,0.00021990632560631163,0.00021990632560631163,0.0038024154016124134,0.007067012258492045,0.003582509076006102,0.0032645968568796313,8,0.0013259522643825905
global,0.0009676086040804055,0.0009676086040804055,0.0019173539965077202,0.002668929284429189,0.0009497453924273147,0.0007515752879214688,7,0.0005582505177964547
global,0.0004939325728515742,0.0004939325728515742,0.0009400298302548737,0.001996564563240044,0.00044609725740329953,0.0010565347329851704,4,0.001494996687713912
global,0.0008489952930951228,0.0008489952930951228,0.002095711726898264,0.003501087046253404,0.0012467164338031411,0.00140537531935514,4,0.00045346323439621194
global,0.000281207725724375,0.000281207725724375,0.0008423636023802139,0.0012384883221719933,0.0005611558766558389,0.00039612471979177943,5,0.0002565057576431329
global,0.00032657273667802134,0.00032657273667802134,0.001148803654456021,0.00208074705520922,0.0008222309177779996,0.000931943400753199,8,0.0010934255117470704
global,0.0005041254093756109,0.0005041254093756109,0.0023543685732558828,0.005110079627828168,0.0018502431638802719,0.002755711054572285,6,0.001241653559439837
global,0.00012043052646815156,0.00012043052646815156,0.0012043560139185505,0.003053814986852199,0.001083925487450399,0.0018494589729336486,6,0.0004993337188889946
global,0.0001850766686870564,0.0001850766686870564,0.0009854569711610361,0.0015522341205848056,0.0008003803024739797,0.0005667771494237694,6,0.00044009541430767296
global,0.0008981028442394123,0.0008981028442394123,0.0025639304067675006,0.00403761571166017,0.0016658275625280883,0.001473685304892669,4,0.0006815245774981493
global,0.0005265469828809044,0.0005265469828809044,0.003861232147528648,0.00664571397417113,0.0033346851646477438,0.002784481826642482,5,0.001235151905939813
global,0.0019685841424467165,0.0019685841424467165,0.003473257132971197,0.005520784119662725,0.0015046729905244804,0.002047526986691528,4,0.0010130091437980937
global,0.0003200941501880772,0.0003200941501880772,0.0021453430622874192,0.0056718162768200076,0.001825248912099342,0.0035264732145325883,7,0.0012807697562915443
global,0.0023522171465975017,0.0023522171465975017,0.00771819815490693,0.010802407662687918,0.005365981008309428,0.0030842095077809883,7,0.0020019222395172287
global,0.00020251108657443062,0.00020251108657443062,0.0011174906321604894,0.0032034153047511005,0.0009149795455860588,0.002085924672590611,8,0.0016593691360575757
global,0.00014771793035661673,0.00014771793035661673,0.003128712291110114,0.007062526975933792,0.0029809943607534972,0.003933814684823678,4,0.00100558182961219
global,0.002794366977281637,0.002794366977281637,0.004592851252954722,0.007332979020952202,0.0017984842756730846,0.00274012776799748,7,0.0008285252498566598
global,0.0004046966219205528,0.0004046966219205528,0.0021973472885370438,0.0037801553749238215,0.001792650666616491,0.0015828080863867777,2,0.0009005471934044884
global,0.0012068382013104006,0.0012068382013104006,0.002724188763084112,0.004877052835650986,0.0015173505617737115,0.0021528640725668735,8,0.0018271837813648162
global,0.0011390627310342571,0.0011390627310342571,0.0018993364226946863,0.003487485727658335,0.0007602736916604291,0.0015881493049636486,4,0.0009036084233130515
global,0.0003788382185759831,0.0003788382185759831,0.002099293796131274,0.004547526702700311,0.001720455577555291,0.0024482329065690367,8,0.0010886764836985918
global,0.00020137712787660078,0.00020137712787660078,0.0026713737105458213,0.005221435091874671,0.0024699965826692205,0.0025500613813288497,5,0.0010592399651930817
global,0.0007754627844702711,0.0007754627844702711,0.004116823643240397,0.007322061813641367,0.003341360858770126,0.0032052381704009703,4,0.00195967405510189
global,0.0005707313376417389,0.0005707313376417389,0.0025963438019588336,0.007903054086644268,0.0020256124643170947,0.005306710284685434,5,0.002559108802258292
