mode,gradient_r2,l1_r2,l2_r2,l3_r2,l2_delta_r2,l3_delta_r2,residual_best_harmonic_k,residual_best_harmonic_r2
global,0.00085687430895931,0.00085687430895931,0.002274061354378909,0.0030075136351545018,0.001417187045419599,0.0007334522807755928,7,0.0005488459087035213
global,8.617213225059484e-05,8.617213225059484e-05,0.0007791854343531801,0.002554905557682119,0.0006930133021025853,0.0017757201233289388,6,0.001497352483484149
global,0.0006156494013681568,0.0006156494013681568,0.0021890821928474136,0.0055599117768193596,0.0015734327914792567,0.003370829583971946,2,0.0004617879092162491
global,0.00037213386728485176,0.00037213386728485176,0.0025370006105396303,0.004411613949117821,0.0021648667432547786,0.0018746133385781905,6,0.0006514546750441275
global,0.0007623326832428834,0.0007623326832428834,0.0033866651986100837,0.004752966372792877,0.0026243325153672004,0.0013663011741827935,5,0.0010998387567453527
global,0.0015755553350145224,0.0015755553350145224,0.0037874660728414167,0.007439053972059129,0.0022119107378268943,0.003651587899217712,8,0.00133766362657195
global,0.00017825409876781606,0.00017825409876781606,0.0011150917828013363,0.00243891630355908,0.0009368376840335202,0.0013238245207577437,7,0.001129480681073547
global,0.0014794519007140794,0.0014794519007140794,0.0026607938817776455,0.003705657977740362,0.0011813419810635661,0.0010448640959627165,8,0.001131076633364092
global,0.002336449832511134,0.002336449832511134,0.0043210093594122645,0.005673499860087916,0.0019845595269011307,0.0013524905006756516,2,0.001443820826523945
global,0.0003525481022519372,0.0003525481022519372,0.0027024991698423317,0.005289254629237572,0.0023499510675903945,0.00258675545939524,5,0.0017584503185281708
global,0.0004907791180717158,0.0004907791180717158,0.004290585778359168,0.0064268366098967356,0.0037998066602874525,0.0021362508315375672,8,0.0015548657870808613
global,0.0008120522108311379,0.0008120522108311379,0.0033256682116939995,0.004317244994914815,0.0025136160008628616,0.0009915767832208155,8,0.0008489859324236626
global,0.001228326475905761,0.001228326475905761,0.004009212689785158,0.006815750997576475,0.0027808862138793966,0.0028065383077913175,7,0.0013614282069366324
global,0.0001495207304088586,0.0001495207304088586,0.000775579977529528,0.0022417253355697664,0.0006260592471206694,0.0014661453580402384,8,0.0006624601507053685
global,0.0007230643355381483,0.0007230643355381483,0.0025850452239730703,0.004557079561548827,0.001861980888434922,0.0019720343375757565,4,0.00022606838742189606
global,0.00016862199700307112,0.00016862199700307112,0.0009111489531845596,0.0023382811962781025,0.0007425269561814885,0.001427132243093543,5,0.0005407655983281634
global,0.0013109625238665323,0.0013109625238665323,0.0019297183805421225,0.0023536945277555787,0.0006187558566755902,0.0004239761472134562,5,0.0011145760284815287
global,0.0013431523764934061,0.0013431523764934061,0.001983925205165993,0.0033594500841696018,0.0006407728286725867,0.001375524879003609,5,0.0011130131705109347
global,0.000627293735711909,0.000627293735711909,0.0024259457142221663,0.004320807199891252,0.0017986519785102573,0.001894861485669086,8,0.0008623924445009257
global,0.0008959412418872992,0.0008959412418872992,0.0025091780169762545,0.002932807052538955,0.0016132367750889554,0.0004236290355627004,4,0.0015084193012987468
global,0.0008982121016347655,0.0008982121016347655,0.002361924740887811,0.0036454260845955044,0.0014637126392530453,0.0012835013437076936,8,0.0013241182778434002
global,0.001769310796460366,0.001769310796460366,0.003442844498783293,0.004838542654816647,0.0016735337023229269,0.0013956981560333537,4,0.0021812930747234782
global,0.0006045162471784993,0.0006045162471784993,0.005366944118460282,0.007897988744666296,0.0047624278712817825,0.0025310446262060138,7,0.0019425856107677664
global,0.0002754785922098879,0.0002754785922098879,0.0008150978156664657,0.0023881010803687985,0.0005396192234565778,0.0015730032647023329,4,0.0004653298219751134
global,0.0010852868891163547,0.0010852868891163547,0.0037692906830816275,0.004606853395526245,0.0026840037939652728,0.0008375627124446172,7,0.0011702728721630917
global,0.00014053550701653705,0.00014053550701653705,0.0005671159332851783,0.004786259157230521,0.00042658042626864123,0.004219143223945343,3,0.001966348581627475
global,0.0005211344442306309,0.0005211344442306309,0.002331238826490112,0.005702786882618716,0.001810104382259481,0.0033715480561286038,6,0.0008671091609748771
global,0.0012655563069965403,0.0012655563069965403,0.0036650139762350875,0.006206737026277276,0.002399457669238547,0.0025417230500421883,4,0.0014941580194798298
