k,r2,rmse,amplitude_m,phase_deg,cos_coeff,sin_coeff
1,0.5555456889684738,899.8307110029724,2075.2969029558176,137.150178847725,-1521.4806471679153,-1411.3659609440456
2,0.9180800906254031,386.3153647758596,1585.5860171474403,34.45023932736024,1307.5024445018273,-896.9505980795311
3,0.8646662061087831,496.53558499471194,1537.9776309637832,-48.821148178740714,1012.6224587016306,1157.5711422966776
4,0.6943185317024736,746.2456375270582,1721.7465407290115,-171.70517789239716,-1703.7350586429889,248.39082201862627
5,0.5373944246247514,918.0211380630418,3972.061099567699,51.6838536746491,2462.6785263800093,-3116.485818097965
6,0.2770583775888983,1147.6219987175127,1675.2673510804643,116.35455602559175,-743.6924026714962,-1501.1469974006052
7,0.7884449347893664,620.810371673976,1956.1469255665882,-0.27994134805052745,1956.123577041795,9.557496786688608
8,0.9462927043845061,312.79794567046804,1641.1893435715342,-110.23192421230345,-567.5578341374186,1539.9287536642746
