k,r2,rmse,amplitude_m,phase_deg,cos_coeff,sin_coeff
1,0.5891577899658653,870.4151125157094,2132.452832921975,143.77300351974517,-1720.2111935421517,-1260.249393671444
2,0.9425250156796244,325.55796504248553,1707.8023254789182,31.0412588053262,1463.2385403391609,-880.6371312733312
3,0.9393871400132545,334.3268701873025,1540.31208142351,-71.86858547758014,479.34132777201165,1463.8282685031706
4,0.7052947842615294,737.1957206496692,1691.2059839451226,-168.21083828606794,-1655.5317770797897,345.53178610776786
5,0.6176309264880502,839.7118342201596,26544.056826590186,150.78115411179826,-23166.63249479228,-12957.39524999077
6,0.31727720337458676,1122.0471234903223,2632.314732217771,118.19287903837544,-1243.6140074724094,-2320.022639947535
