axis_rank,eigenvalue,axis_lat,axis_lon
1,30.061091504561368,35.91403008361264,81.1572861057032
2,-10.382664383875087,-4.135435591425087,-5.841029451829857
3,-19.67842712068629,-53.77291872622627,89.82276896497329
