n,l1_r2,l1_rmse,l1_axis_lat,l1_axis_lon,l1_norm,l1_l2_r2,l1_l2_rmse,l2_delta_r2,residual_l2_r2,residual_l2_rmse,l2_norm_full_model,l2_norm_residual_model,l1_coefficients,l2_coefficients_full_model,l2_coefficients_residual_model
3176,0.002465255971691893,33.54243959934884,-37.202743453729774,-110.77378223734581,2.7581912580975456,0.08281542723978108,32.16318149770547,0.08035017126808919,0.040533124013681254,32.85561791851119,49.15361144917547,25.042385408509645,"{'l1_x': -0.77919536201723, 'l1_y': -2.0540771675635874, 'l1_z': -1.66770518790058}","{'l2_xy': 8.039017692732047, 'l2_xz': 5.934453098147117, 'l2_yz': 46.83312790752709, 'l2_x2_minus_y2': -11.014035674491005, 'l2_3z2_minus_1': -1.2582241519672068}","{'l2_xy': 7.1849810296540495, 'l2_xz': 1.504051303206628, 'l2_yz': 23.630760437911867, 'l2_x2_minus_y2': -3.7248026709083115, 'l2_3z2_minus_1': 0.9736274533845855}"
