mode,n,l1_r2,l1_l2_r2,l2_delta_r2,residual_l2_r2,l2_norm_residual_model
global,3176,0.00213564405119937,0.005738738557314216,0.0036030945061148456,0.001985165841566272,4.915384315923382
global,3176,0.00027269300305521327,0.004343424173814392,0.004070731170759179,0.0027331056101235207,8.802612285970987
global,3176,0.0005039056296870514,0.000805781133839556,0.0003018755041525045,0.00018366402828895456,2.195803331247273
global,3176,0.00038582509185824954,0.0015253812632407548,0.0011395561713825053,0.0008426860467030117,4.094028499262859
global,3176,0.00013001555856928526,0.0016823225586611867,0.0015523070000919015,0.001145696138143748,4.367683662251132
global,3176,0.0009810400389289597,0.0029608028178076395,0.00197976277887868,0.0014690011147506787,5.867420200925392
global,3176,0.00024252810372382694,0.0028207984329100544,0.0025782703291862274,0.002046602847628809,6.933876425544516
global,3176,0.00014876968606891694,0.0024903369668880515,0.0023415672808191346,0.0021887345520159585,6.162740162593462
global,3176,0.0010126362223368268,0.001081601449478331,6.896522714150422e-05,6.204677499033195e-05,1.3758139702890968
global,3176,0.0012773790477836888,0.0017803712296975416,0.0005029921819138528,0.0004685266553509093,3.4935969068736554
global,3176,0.0013489795661332238,0.002450261770368556,0.001101282204235332,0.0006189012159870666,4.580215944494332
global,3176,0.0005082375619559487,0.0023876609281782146,0.001879423366222266,0.0017666021923850028,4.203221022690605
global,3176,0.00047621339748327163,0.002133956508881152,0.0016577431113978802,0.0013887574539767078,6.129698946867342
global,3176,0.0006372450777424321,0.0016216429029113355,0.0009843978251689034,0.0008657429897207525,4.379805490519057
global,3176,0.00027248869563722966,0.002411398006993637,0.0021389093113564073,0.0019572431757192144,5.5444275389081525
global,3176,0.0018592901690781538,0.0031821531504543366,0.0013228629813761827,0.0008463628570535286,3.0066142688673363
