axis_lat,axis_lon,source_file,axis_point_M,distance_to_basin_deg,basin_lat,basin_lon,path_m_mean,path_m_median,path_m_min,path_m_max,path_m_std,path_frac_below_threshold,path_integrated_penalty,path_threshold,path_n
33.22389169064498,79.4622192001662,random_axes,0.14359601660151125,87.16326871379354,-49.0,46.9888626637867,0.14149291020975768,0.141625,0.11847650153002448,0.18467731999227513,0.01408377681462548,0.19337016574585636,0.6153204396158831,0.1314706,181
-7.0215771784444545,76.04559413088131,random_axes,0.1437123009363035,48.58991000759764,-49.0,46.9888626637867,0.14794723057497083,0.14385304815881877,0.12386520850812181,0.18411137585465373,0.018528563547254982,0.281767955801105,0.5500930339688994,0.1314706,181
45.82344643946123,-107.02978881000328,random_axes,0.13583779109775485,162.22421424313447,-49.0,46.9888626637867,0.15497102960841813,0.1496723446352549,0.1388244559827941,0.1796924970302183,0.014327859449072647,0.0,0.0,0.1314706,181
23.24951370139009,-166.80405773943463,random_axes,0.1564329054879489,143.02101723821593,-49.0,46.9888626637867,0.14964460296993085,0.15395991609909265,0.13020371676146944,0.18154211308503893,0.013905414598747471,0.11602209944751381,0.027151822262386605,0.1314706,181
-54.25699497364132,-70.63217214945507,random_axes,0.1353111917700965,64.22237291511898,-49.0,46.9888626637867,0.14273998072060695,0.13877167803065796,0.117851,0.18569458253004145,0.015736625363834054,0.30386740331491713,0.43325883180857044,0.1314706,181
72.03492508157821,-123.4309302507777,random_axes,0.14169210242488717,156.5552862084646,-49.0,46.9888626637867,0.14655910907292055,0.14402070830620692,0.13208018718727732,0.18256775434882944,0.011742151999219956,0.0,0.0,0.1314706,181
31.485273979529264,-37.51614748235014,random_axes,0.13398612455373385,109.91313545524089,-49.0,46.9888626637867,0.14840049547735837,0.14703271476424218,0.11988861210615447,0.17999253169257512,0.012957263413967416,0.10497237569060773,0.2591557958987297,0.1314706,181
34.89879402388881,172.56460289493754,random_axes,0.14794260866768613,138.1446740131172,-49.0,46.9888626637867,0.1480590653322078,0.14257998745611325,0.12809335026739088,0.17933773684960147,0.015545295154941963,0.16022099447513813,0.09543153303882612,0.1314706,181
-48.05379415801071,-114.81430647412046,random_axes,0.15175717624182322,81.67821552630323,-49.0,46.9888626637867,0.13812792701686277,0.13420013983882143,0.11987486606181623,0.1825577128046935,0.013372449641130026,0.35359116022099446,0.6482189098528467,0.1314706,181
-5.694724181765023,-65.20538036773118,random_axes,0.13124998304997476,99.88745020151335,-49.0,46.9888626637867,0.15152641975999342,0.15229338572709417,0.121803,0.17933773684960147,0.013873759673034362,0.08839779005524862,0.1838476557497393,0.1314706,181
-14.975379329871739,81.04115387504605,random_axes,0.1418447292510544,43.93549253860989,-49.0,46.9888626637867,0.1470449959863355,0.14431495246548573,0.12273277138975838,0.18150249353800713,0.018188909433390958,0.2983425414364641,0.584817517360938,0.1314706,181
58.59771053193279,3.3058018302917924,random_axes,0.14594538546757335,113.38837289315387,-49.0,46.9888626637867,0.13888180508977607,0.1347165555098507,0.12024517818121581,0.18278677759490194,0.01329055163532524,0.281767955801105,0.5455148111217705,0.1314706,181
16.72211750174938,-164.18586831358144,random_axes,0.16050736601954954,139.00219326942286,-49.0,46.9888626637867,0.14845064749790393,0.15068589396762805,0.13028210613175997,0.1820950963104584,0.012546591323910216,0.08839779005524862,0.02695409849147179,0.1314706,181
40.204916540107675,-121.7915934619242,random_axes,0.1300153141729071,168.14362070041489,-49.0,46.9888626637867,0.15808747448276603,0.15544119485262822,0.14148519770443052,0.17980881812833382,0.012953161037130241,0.0,0.0,0.1314706,181
