id,source_id,record_class,site_name,sample_id,latitude,longitude,coordinate_source,coordinate_uncertainty_m,elevation_m,elevation_reference,depth_source,indicator_type,indicator_subtype,indicative_range_m,age_ka,dating_method,description,location_name,bibliographic_reference,doi_or_url,confidence_score,notes,source_locator,reported_observations,derived_observations,age_models,elevation_min,elevation_max,elevation_avg,elevation_mean
ac6277f2e02a32257069b418681589b2dd91afd31e93df4ae3735f61cac8c277,izuka2008,sea_level_indicator,"Lihue, Kauaʻi County, Hawaii, 96766, United States",page_8_feature_1,21.9769622,-159.3687721,inferred_text,10000.0,64.0,MSL,SRTM15+V2,submerged_beach,page OCR extracted from figure/table/map block,null,null,other,"EVIDENCE OF LATE PLIOCENE–EARLY PLEISTOCENE MARINE ENVIRONMENTS IN THE DEEP SUBSURFACE OF THE LIHUE BASIN, KAUAI, HAWAII","Lihue, Kauaʻi County, Hawaii, 96766, United States","EVIDENCE OF LATE PLIOCENE–EARLY PLEISTOCENE MARINE ENVIRONMENTS IN THE DEEP SUBSURFACE OF THE LIHUE BASIN, KAUAI, HAWAII",https://doi.org/10.2110/palo.2007.p07-042r,0.7,Extracted from page OCR block on page 8 with cue 'TABLE 2—Summary of geologic events in the southern Lihue Basin.' from source 'mineru_table'. Place name geocoded from query 'Lihue'.,"{""page"": ""8"", ""figure"": null, ""table"": ""TABLE 2\u2014Summary of geologic events in the southern Lihue Basin."", ""section"": null, ""quote_or_paraphrase"": ""TABLE 2\u2014Summary of geologic events in the southern Lihue Basin. Period | Rock units | Events | Prior to first marine incursion | Lava flows of Koloa Volcanics | Earliest eruptions of Koloa Volcanics. Oldest age for surface exposures of Koloa Volcanics reported by Clague and Dalrymple (1988) is 3.65 \u00b1 0.03 Ma. | First marine incursion | Lower Marine Unit | Sheltered embayment formed in the southern Lihue Basin. Many streams discharged into the embayment. Environments in embayment initially zoned\u2014variable salinity nearshore, reefs and normal-marine salinity offshore. Subsequent shallowing reduced environmental zonation. | Between first and second marine incursions | Lava flows of Koloa Volcanics | Lava flows buried embayment and diverted much of the stream flow to discharge north of Kalepa R""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": 64.0, ""applied_correction_m"": null, ""derived_elevation_m"": 64.0, ""derived_depth_m"": null, ""derivation_notes"": ""Elevation sampled from SRTM15+V2 at inferred coordinates because source elevation was not reported. Treat this as approximate spatial context, not a surveyed sample elevation.""}","[{""method"": ""other"", ""relation"": ""unknown"", ""age_ka"": null, ""uncertainty_ka"": null, ""material"": null, ""notes"": ""No direct age model extracted from page OCR block.""}]",64,64,64,64
