id,source_id,record_class,site_name,sample_id,latitude,longitude,coordinate_source,coordinate_uncertainty_m,elevation_m,elevation_reference,depth_source,indicator_type,indicator_subtype,indicative_range_m,age_ka,dating_method,description,location_name,bibliographic_reference,doi_or_url,confidence_score,notes,source_locator,reported_observations,derived_observations,age_models,elevation_min,elevation_max,elevation_avg,elevation_mean
8dffe0c161b499e88246d12d2bbe51a60aa0e8a984672f9045698339697bbab0,giagante2011,sea_level_indicator,Burkina Faso,page_8_feature_1,12.0753083,-1.6880314,inferred_text,10000.0,313.0,MSL,SRTM15+V2,submerged_beach,page OCR extracted from figure/table/map block,null,null,other,"Evolution of a coastal alluvial deposit in response to the last Quaternary marine transgression, Bahía Blanca estuary, Argentina",Burkina Faso,"Evolution of a coastal alluvial deposit in response to the last Quaternary marine transgression, Bahía Blanca estuary, Argentina",https://doi.org/10.1016/j.yqres.2010.12.006,0.7,Extracted from page OCR block on page 8 with cue 'Figure 7. Seismic profile showing the seismostratigraphic relationship between FS and MS sequences in the sector of Rosa' from source 'mineru_image'. Place name geocoded from query 'FS'.,"{""page"": ""8"", ""figure"": ""Figure 7. Seismic profile showing the seismostratigraphic relationship between FS and MS sequences in the sector of Rosa"", ""table"": null, ""section"": null, ""quote_or_paraphrase"": ""Figure 7. Seismic profile showing the seismostratigraphic relationship between FS and MS sequences in the sector of Rosales harbor. Location of profile in Figure 2a. text_image images/023da9a5c459f400aef665d678c61267f39c1a09d4769116ea5ec8039f02af5d.jpg""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": 313.0, ""applied_correction_m"": null, ""derived_elevation_m"": 313.0, ""derived_depth_m"": null, ""derivation_notes"": ""Elevation sampled from SRTM15+V2 at inferred coordinates because source elevation was not reported. Treat this as approximate spatial context, not a surveyed sample elevation.""}","[{""method"": ""other"", ""relation"": ""unknown"", ""age_ka"": null, ""uncertainty_ka"": null, ""material"": null, ""notes"": ""No direct age model extracted from page OCR block.""}]",313,313,313,313
