id,source_id,record_class,site_name,sample_id,latitude,longitude,coordinate_source,coordinate_uncertainty_m,elevation_m,elevation_reference,depth_source,indicator_type,indicator_subtype,indicative_range_m,age_ka,dating_method,description,location_name,bibliographic_reference,doi_or_url,confidence_score,notes,source_locator,reported_observations,derived_observations,age_models,elevation_min,elevation_max,elevation_avg,elevation_mean
fbd8712614caa96bf4c23fcc008c2254128c3789787929c0d0dbcef159dacfb5,martin2007,sea_level_indicator,"Crimean War Memorial, Waterloo Place, St. James's, Westminster, Covent Garden, City of Westminster, Greater London, England, SW1Y 4AR, United Kingdom",page_5_feature_1,51.5073833,-0.1326772,inferred_text,10000.0,19.0,MSL,SRTM15+V2,submerged_beach,page OCR extracted from figure/table/map block,null,null,other,Holocene sea level and climate change in the Black Sea: Multiple marine incursions related to freshwater discharge events,"Crimean War Memorial, Waterloo Place, St. James's, Westminster, Covent Garden, City of Westminster, Greater London, England, SW1Y 4AR, United Kingdom",Holocene sea level and climate change in the Black Sea: Multiple marine incursions related to freshwater discharge events,https://doi.org/10.1016/j.quaint.2006.11.003,0.7,"Extracted from page OCR block on page 5 with cue 'Fig. 4. Sea-level curves from the tectonically active region of the Caucasus (eastern Black Sea; A, B, C) and the passiv' from source 'mineru_chart'. Place name geocoded from query 'Crimea'.","{""page"": ""5"", ""figure"": ""Fig. 4. Sea-level curves from the tectonically active region of the Caucasus (eastern Black Sea; A, B, C) and the passiv"", ""table"": null, ""section"": null, ""quote_or_paraphrase"": ""Fig. 4. Sea-level curves from the tectonically active region of the Caucasus (eastern Black Sea; A, B, C) and the passive margin of the northwest Black Sea (D \u00bc near Dniester River; E \u00bc off Crimea). Modified from (Pirrazoli, 1991, Plate 27: Black Sea II). Note that no large rivers flow into the Black Sea in the Caucasus and Crimea (see text for further discussion). Large black and small open arrows indicate mid-points of major and lesser ocean-atmosphere reorganizations, respectively, also discussed in text. Original sources for curves are: A \u00bc Balabanov and Izmailov (1988); B \u00bc Ostrovsky et al. (1977); C \u00bc Tchepalyga (1984); D \u00bc Voskoboinikov et al., 1982; E \u00bc Nevessky (1970). line images/fd8529d0ab5d78d7daf873b549eeec6d2c4e79021091689d5c8f0c216cdc7cc3.jpg""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": 19.0, ""applied_correction_m"": null, ""derived_elevation_m"": 19.0, ""derived_depth_m"": null, ""derivation_notes"": ""Elevation sampled from SRTM15+V2 at inferred coordinates because source elevation was not reported. Treat this as approximate spatial context, not a surveyed sample elevation.""}","[{""method"": ""other"", ""relation"": ""unknown"", ""age_ka"": null, ""uncertainty_ka"": null, ""material"": null, ""notes"": ""No direct age model extracted from page OCR block.""}]",19,19,19,19
