id,source_id,record_class,site_name,sample_id,latitude,longitude,coordinate_source,coordinate_uncertainty_m,elevation_m,elevation_reference,depth_source,indicator_type,indicator_subtype,indicative_range_m,age_ka,dating_method,description,location_name,bibliographic_reference,doi_or_url,confidence_score,notes,source_locator,reported_observations,derived_observations,age_models,elevation_min,elevation_max,elevation_avg,elevation_mean
6969ff1348f9a7b1083129fbb09a108397372721132bc6b65914fb14424d2ab9,ivanovic2016,sea_level_indicator,"Lake Superior, United States",page_2_feature_1,47.7144346,-88.2116356,inferred_text,10000.0,-30.0,MSL,SRTM15+V2,submerged_beach,page OCR extracted from figure/table/map block,null,null,other,Geophysical Research Letters,"Lake Superior, United States",Geophysical Research Letters,https://doi.org/10.1002/2016GL071849,0.7,Extracted from page OCR block on page 2 with cue 'Figure 1. (a) Northern Hemisphere ice sheet mass balance 14.5–14.3 ka and its influence on mean annual sea surface salin' from source 'mineru_chart'. Place name geocoded from query 'Lake Superior'.,"{""page"": ""2"", ""figure"": ""Figure 1. (a) Northern Hemisphere ice sheet mass balance 14.5\u201314.3 ka and its influence on mean annual sea surface salin"", ""table"": null, ""section"": null, ""quote_or_paraphrase"": ""Figure 1. (a) Northern Hemisphere ice sheet mass balance 14.5\u201314.3 ka and its influence on mean annual sea surface salinity 14.4 ka (100 year mean; SC\\_south minus NoSC\\_south); the thick black lines delimit major drainage basins at 14.5 ka, the colored circles indicate meltwater outlets with discharge at >0.001 Sv, and the arrows show the manual rerouting of meltwater accumulating near Lake Superior (within dashed lines) to honor geologic constraints on meltwater discharge pathways, the Cordilleran and Laurentide ice sheets are labeled; land is masked in light gray with modern coastlines also outlined (thin black line). Meltwater drainage scenarios: (b) SC\\_south, (c) NoSC\\_south, (d) SC\\_east, and (e) NoSC\\_east; see text (section 2.4); colors match the drainage outlets in Figure 1a. lin""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": -30.0, ""applied_correction_m"": null, ""derived_elevation_m"": -30.0, ""derived_depth_m"": 30.0, ""derivation_notes"": ""Elevation sampled from SRTM15+V2 at inferred coordinates because source elevation was not reported. Treat this as approximate spatial context, not a surveyed sample elevation.""}","[{""method"": ""other"", ""relation"": ""unknown"", ""age_ka"": null, ""uncertainty_ka"": null, ""material"": null, ""notes"": ""No direct age model extracted from page OCR block.""}]",-30,-30,-30,-30
