id,source_id,record_class,site_name,sample_id,latitude,longitude,coordinate_source,coordinate_uncertainty_m,elevation_m,elevation_reference,depth_source,indicator_type,indicator_subtype,indicative_range_m,age_ka,dating_method,description,location_name,bibliographic_reference,doi_or_url,confidence_score,notes,source_locator,reported_observations,derived_observations,age_models,elevation_min,elevation_max,elevation_avg,elevation_mean
a162c3b76bcd36d07ca61e3817f9604142eb81263d1977f347f7158cfa25ffb0,de2005,sea_level_indicator,"Deesa, Deesa Taluka, Banaskantha, Gujarat, 385500, India",page_7_feature_1,24.2594977,72.1803348,inferred_text,10000.0,136.0,MSL,SRTM15+V2,submerged_beach,page OCR extracted from figure/table/map block,null,null,other,doi:10.1016/j.jseaes.2003.12.012,"Deesa, Deesa Taluka, Banaskantha, Gujarat, 385500, India",doi:10.1016/j.jseaes.2003.12.012,https://doi.org/10.1016/j.jseaes.2003.12.012,0.7,Extracted from page OCR block on page 7 with cue 'Fig.' from source 'glm_ocr'. Place name geocoded from query 'Deesa'.,"{""page"": ""7"", ""figure"": ""Fig."", ""table"": null, ""section"": null, ""quote_or_paraphrase"": ""Fig. 4. Ichnological features of the *Psilonichnus* and *Scoyenia-Coprinisphaera* mixed ichnofacies: (bar scale, 1 cm) (A) network of *Thalassinoides* in Vend Formation (pen length, 10 cm); (B) close view of worm burrows of the Radhanpur burrowed zone near Deesa area; (C) a close view of Radhanpur calcareous levee section near Deesa area showing alternate worm burrowed (lower part) and barren (upper part) zones; pen length, 14 cm (D) a distant view of Radhanpur calcareous levee section showing tabular cross-beds in the upper part, termite balls (c\u2013e), alternate burrowed (a) and barren (b) zones in the lower part; pen length, 16 cm; (E) another view of embedded termite balls (arrowed) in Radhanpur levee deposits; Pen length, 7 cm; (F) a close view of the termite nests; (G) shallow substrata""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": 136.0, ""applied_correction_m"": null, ""derived_elevation_m"": 136.0, ""derived_depth_m"": null, ""derivation_notes"": ""Elevation sampled from SRTM15+V2 at inferred coordinates because source elevation was not reported. Treat this as approximate spatial context, not a surveyed sample elevation.""}","[{""method"": ""other"", ""relation"": ""unknown"", ""age_ka"": null, ""uncertainty_ka"": null, ""material"": null, ""notes"": ""No direct age model extracted from page OCR block.""}]",136,136,136,136
