id,source_id,record_class,site_name,sample_id,latitude,longitude,coordinate_source,coordinate_uncertainty_m,elevation_m,elevation_reference,depth_source,indicator_type,indicator_subtype,indicative_range_m,age_ka,dating_method,description,location_name,bibliographic_reference,doi_or_url,confidence_score,notes,source_locator,reported_observations,derived_observations,age_models,elevation_min,elevation_max,elevation_avg,elevation_mean
16556dcef8bea792a5fd4b6dbe01c2f65a07238a2516ccbc0989bff0f0ae27b2,bryant1965,sea_level_indicator,"Dublin, County Dublin, Leinster, Éire / Ireland",page_17_feature_1,53.3493795,-6.2605593,inferred_text,10000.0,11.0,MSL,SRTM15+V2,raised_beach,page OCR extracted from figure/table/map block,null,null,other,The ‘pre-glacial’ raised beach in South-West Ireland,"Dublin, County Dublin, Leinster, Éire / Ireland",The ‘pre-glacial’ raised beach in South-West Ireland,https://doi.org/10.1080/00750776509555609,0.7,Extracted from page OCR block on page 17 with cue 'REFERENCES' from source 'mineru_table'. Place name geocoded from query 'Dublin'.,"{""page"": ""17"", ""figure"": null, ""table"": null, ""section"": null, ""quote_or_paraphrase"": ""REFERENCES DIXON, F. E. | 1949 | \u2018Irish mean sea level\u2019.Scient. Proc. R. Dublin Soc., 25(NS), pp. 1-8. | FARRINGTON, A. | 1933 | \u2018Raised beaches near Dublin\u2019.Irish Nat. J., 4, pp. 211-212. | 1936 | \u2018The glaciation of the Bantry Bay district\u2019.Scient. Proc. R. Dublin Soc., 21(NS), pp. 345-359. | 1947 | \u2018Ungl actated areas in Southern Ireland\u2019.Irish Geogr. I, pp. 89-97. | 1954 | \u2018A note on the correlation of the Kerry-Cork glaciations with those of the rest of Ireland.\u2019Irish Geogr., 3, pp. 47-53. | GUILCHER, A. | 1966 | \u2018Les grandes falaises et megafalaises des c\u00f4tes Sud-Ouest et Ouest de l\u2019Irlande\u2019.Ann. de Geogr., 75, pp. 26-38. | KING, C. A. M. and GAGE, M. | 1961 | \u2018The extent of glaciation in part of West Kerry. Irish Geogr., 4. pp. 202-208. | MARTIN, C. P. | 1930 | \u2018The raised beaches of""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": 11.0, ""applied_correction_m"": null, ""derived_elevation_m"": 11.0, ""derived_depth_m"": null, ""derivation_notes"": ""Elevation sampled from SRTM15+V2 at inferred coordinates because source elevation was not reported. Treat this as approximate spatial context, not a surveyed sample elevation.""}","[{""method"": ""other"", ""relation"": ""unknown"", ""age_ka"": null, ""uncertainty_ka"": null, ""material"": null, ""notes"": ""No direct age model extracted from page OCR block.""}]",11,11,11,11
