id,source_id,record_class,site_name,sample_id,latitude,longitude,coordinate_source,coordinate_uncertainty_m,elevation_m,elevation_reference,depth_source,indicator_type,indicator_subtype,indicative_range_m,age_ka,dating_method,description,location_name,bibliographic_reference,doi_or_url,confidence_score,notes,source_locator,reported_observations,derived_observations,age_models,elevation_min,elevation_max,elevation_avg,elevation_mean
2b6c820ebea4c8072efa11bf676794e550c630d6f05d4ec33f11c6faf36618cf,chambers1848,sea_level_indicator,"Michigan, United States",page_351_feature_1,43.6211955,-84.6824346,inferred_text,10000.0,222.0,MSL,SRTM15+V2,submerged_beach,page OCR extracted from figure/table/map block,null,null,other,Usage guidelines,"Michigan, United States",Usage guidelines,,0.7,Extracted from page OCR block on page 351 with cue 'II. TERRACES ABOvE 500 FEET.' from source 'mineru_table'. Place name geocoded from query 'Michigan'.,"{""page"": ""351"", ""figure"": null, ""table"": null, ""section"": null, ""quote_or_paraphrase"": ""II. TERRACES ABOvE 500 FEET. 500 Feet above Level of Sea. Summit west of Chicago. | Summit between Michigan and Illinois. | Cleveland Terrace on Lake Erie. | Ridges on Lake Erie. | Niagara Terraces. | 595 | 657 | 659 | 715685 images/ab6e443ac6a90c82303bfd5a4e691591bfdac378e7da67ed6efed219468c6cf4.jpg""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": 222.0, ""applied_correction_m"": null, ""derived_elevation_m"": 222.0, ""derived_depth_m"": null, ""derivation_notes"": ""Elevation sampled from SRTM15+V2 at inferred coordinates because source elevation was not reported. Treat this as approximate spatial context, not a surveyed sample elevation.""}","[{""method"": ""other"", ""relation"": ""unknown"", ""age_ka"": null, ""uncertainty_ka"": null, ""material"": null, ""notes"": ""No direct age model extracted from page OCR block.""}]",222,222,222,222
