id,source_id,record_class,site_name,sample_id,latitude,longitude,coordinate_source,coordinate_uncertainty_m,elevation_m,elevation_reference,depth_source,indicator_type,indicator_subtype,indicative_range_m,age_ka,dating_method,description,location_name,bibliographic_reference,doi_or_url,confidence_score,notes,source_locator,reported_observations,derived_observations,age_models,elevation_min,elevation_max,elevation_avg,elevation_mean
41430cfb0edfc5467c9e63d41db803d8ed73b59966a00604683da8a963915f3d,marsac2020,sea_level_indicator,"Los Angeles, Los Angeles County, California, United States",page_2_feature_1,34.0536909,-118.242766,inferred_text,10000.0,94.0,MSL,SRTM15+V2,submerged_beach,page OCR extracted from figure/table/map block,null,null,other,"Seamount effect on circulation and distribution of ocean taxa in the vicinity of La PÃ&#x83;Â©rouse, a shallow seamount in the southwestern Indian Ocean","Los Angeles, Los Angeles County, California, United States","Seamount effect on circulation and distribution of ocean taxa in the vicinity of La PÃ&#x83;Â©rouse, a shallow seamount in the southwestern Indian Ocean",https://doi.org/10.1016/j.dsr2.2020.104806,0.7,Extracted from page OCR block on page 2 with cue 'Fig.' from source 'glm_ocr'. Place name geocoded from query 'La'.,"{""page"": ""2"", ""figure"": ""Fig."", ""table"": null, ""section"": null, ""quote_or_paraphrase"": ""Fig. 1. Location of the La P\u00e9rouse seamount on a regional map. Red diamond symbols indicate stomach samples associated with La P\u00e9rouse seamount. Blue circles denote the open-ocean samples. (a); 3-D view of the seamount showing the crescent-shaped summit (b); high resolution bathymetric map of La P\u00e9rouse and immediate surroundings, measured during the Antea-P\u00e9rouse cruise, 15\u201329 September 2016 (c), showing the location of 11 hydrological stations and zooplankton tows (red diamonds), and 10 midwater trawl hauls (blue lines). (For interpretation of the references to colour in this figure legend, the reader is referred to the Web version of this article.)""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": 94.0, ""applied_correction_m"": null, ""derived_elevation_m"": 94.0, ""derived_depth_m"": null, ""derivation_notes"": ""Elevation sampled from SRTM15+V2 at inferred coordinates because source elevation was not reported. Treat this as approximate spatial context, not a surveyed sample elevation.""}","[{""method"": ""other"", ""relation"": ""unknown"", ""age_ka"": null, ""uncertainty_ka"": null, ""material"": null, ""notes"": ""No direct age model extracted from page OCR block.""}]",94,94,94,94
