id,source_id,record_class,site_name,sample_id,latitude,longitude,coordinate_source,coordinate_uncertainty_m,elevation_m,elevation_reference,depth_source,indicator_type,indicator_subtype,indicative_range_m,age_ka,dating_method,description,location_name,bibliographic_reference,doi_or_url,confidence_score,notes,source_locator,reported_observations,derived_observations,age_models,elevation_min,elevation_max,elevation_avg,elevation_mean
884dce9fb42ed4c4adcdb9d93c36ffb2720aca843c3fa67956158189c3f6e3ee,soerensen2010,marine_limiting,"Zingst, Stralsund, Germany",K-7096,54.44238632967003,12.72868682819512,inferred_map,1000.0,-1.0,MSL,SRTM15+V2,subtidal_facies,radiocarbon-dated subfossil cetacean remain; marine limiting,null,"[1.42, 1.69]",radiocarbon,"Specimen 12: B. mysticetus/E. glacialis Lumbar vertebra from Zingst, Stralsund, Germany; 14C age 1660 ± 65; calibrated age 1,420-1,690.","Zingst, Stralsund, Germany","Late Pleistocene and Holocene whale remains (Cetacea) from Denmark and adjacent countries: Species, distribution, chronology, and trace element concentrations",https://doi.org/10.1111/j.1748-7692.2009.00356.x,0.75,Extracted from Soerensen et al. Table 2 of dated subfossil whale remains. Cetacean remains are treated as marine-limiting constraints; no source elevation was reported in the table. Coordinate taken from authoritative manual geocode table soerensen2010.geojson using key '12'.,"{""page"": ""6"", ""figure"": null, ""table"": ""oratores. e carate ate s gven as te outer ounares coverng t C is the stable isotope ratio C/C measured against Vienna Pee Dee Belemnite (VPDB, the intern iThlibddiihbdiihil\u00b11 on dating has been performed by the conventional method by use of a proportional counter (Conv. 1312) e wae emans an e esus o e aocaon ang ( o e ae specmens pus one ts; see Table 5). The column \u201cElement dated\u201d indicates which part of the whale has been sampled. Th dhlridthrltfthrdirbdti16fthdtdil"", ""section"": null, ""quote_or_paraphrase"": ""12 | B. mysticetus/E. glacialis | Lumbar vertebra | 29/1999 | Zingst, Stralsund, Germany | Conv. | K-7096 | 1660 \u00b1 65 | -16.2 | 1,420-1,690 | ""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": -1.0, ""applied_correction_m"": null, ""derived_elevation_m"": -1.0, ""derived_depth_m"": 1.0, ""derivation_notes"": ""Elevation sampled from SRTM15+V2 at authoritative coordinates because source elevation was not reported.""}","[{""method"": ""radiocarbon"", ""relation"": ""range"", ""age_ka"": [1.42, 1.69], ""uncertainty_ka"": 0.065, ""material"": ""B. mysticetus/E. glacialis; Lumbar vertebra; ZMUC 29/1999; delta13C -16.2"", ""notes"": ""14C age 1660 \u00b1 65; calibrated age BP 1,420-1,690; method Conv..""}]",-1,-1,-1,-1
b65d2b6b90282e69b313cd4e608df1a1e2f00224ecef68430d3411decddd47da,soerensen2010,marine_limiting,"Lerbæk Mark, Hjørring",K-6828,57.47925014225567,10.546670149612174,inferred_map,1000.0,-8.0,MSL,SRTM15+V2,subtidal_facies,radiocarbon-dated subfossil cetacean remain; marine limiting,null,"[2.49, 2.76]",radiocarbon,"Specimen 13: P. macrocephalus Humerus from Lerbæk Mark, Hjørring; 14C age 2560 ± 80; calibrated age 2,490-2,760.","Lerbæk Mark, Hjørring","Late Pleistocene and Holocene whale remains (Cetacea) from Denmark and adjacent countries: Species, distribution, chronology, and trace element concentrations",https://doi.org/10.1111/j.1748-7692.2009.00356.x,0.75,Extracted from Soerensen et al. Table 2 of dated subfossil whale remains. Cetacean remains are treated as marine-limiting constraints; no source elevation was reported in the table. Coordinate taken from authoritative manual geocode table soerensen2010.geojson using key '13'.,"{""page"": ""6"", ""figure"": null, ""table"": ""oratores. e carate ate s gven as te outer ounares coverng t C is the stable isotope ratio C/C measured against Vienna Pee Dee Belemnite (VPDB, the intern iThlibddiihbdiihil\u00b11 on dating has been performed by the conventional method by use of a proportional counter (Conv. 1312) e wae emans an e esus o e aocaon ang ( o e ae specmens pus one ts; see Table 5). The column \u201cElement dated\u201d indicates which part of the whale has been sampled. Th dhlridthrltfthrdirbdti16fthdtdil"", ""section"": null, ""quote_or_paraphrase"": ""13 | P. macrocephalus | Humerus | 17/1997 | Lerb\u00e6k Mark, Hj\u00f8rring | Conv. | K-6828 | 2560 \u00b1 80 | -14.0 | 2,490-2,760 | ""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": -8.0, ""applied_correction_m"": null, ""derived_elevation_m"": -8.0, ""derived_depth_m"": 8.0, ""derivation_notes"": ""Elevation sampled from SRTM15+V2 at authoritative coordinates because source elevation was not reported.""}","[{""method"": ""radiocarbon"", ""relation"": ""range"", ""age_ka"": [2.49, 2.76], ""uncertainty_ka"": 0.08, ""material"": ""P. macrocephalus; Humerus; ZMUC 17/1997; delta13C -14.0"", ""notes"": ""14C age 2560 \u00b1 80; calibrated age BP 2,490-2,760; method Conv..""}]",-8,-8,-8,-8
40f4787a6d05e031e85fee89e202f543615a5c6b7271caa0d8b481b0d5c5b0b8,soerensen2010,marine_limiting,"Bannerslund mark, Hjørring",K-6825,57.47285935632532,10.553462419428774,inferred_map,1000.0,-10.0,MSL,SRTM15+V2,subtidal_facies,radiocarbon-dated subfossil cetacean remain; marine limiting,null,"[2.79, 3.0]",radiocarbon,"Specimen 14: O. orca Vertebra from Bannerslund mark, Hjørring; 14C age 2810 ± 75; calibrated age 2,790–3,000.","Bannerslund mark, Hjørring","Late Pleistocene and Holocene whale remains (Cetacea) from Denmark and adjacent countries: Species, distribution, chronology, and trace element concentrations",https://doi.org/10.1111/j.1748-7692.2009.00356.x,0.75,Extracted from Soerensen et al. Table 2 of dated subfossil whale remains. Cetacean remains are treated as marine-limiting constraints; no source elevation was reported in the table. Coordinate taken from authoritative manual geocode table soerensen2010.geojson using key '14'.,"{""page"": ""7"", ""figure"": null, ""table"": ""Table 2. (Continued)"", ""section"": null, ""quote_or_paraphrase"": ""14 | O. orca | Vertebra | 22/1997 | Bannerslund mark, Hj\u00f8rring | Conv. | K-6825 | 2810 \u00b1 75 | -12.4 | 2,790\u20133,000 | ""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": -10.0, ""applied_correction_m"": null, ""derived_elevation_m"": -10.0, ""derived_depth_m"": 10.0, ""derivation_notes"": ""Elevation sampled from SRTM15+V2 at authoritative coordinates because source elevation was not reported.""}","[{""method"": ""radiocarbon"", ""relation"": ""range"", ""age_ka"": [2.79, 3.0], ""uncertainty_ka"": 0.075, ""material"": ""O. orca; Vertebra; ZMUC 22/1997; delta13C -12.4"", ""notes"": ""14C age 2810 \u00b1 75; calibrated age BP 2,790\u20133,000; method Conv..""}]",-10,-10,-10,-10
32bea803099e3b66748bd8e49b2dc92046ec6374bd2c36ec56ba1fe74ba0721e,soerensen2010,marine_limiting,"Vængesø, Randers",K-5661,56.15316827061138,10.526293340162372,inferred_map,1000.0,13.0,MSL,SRTM15+V2,subtidal_facies,radiocarbon-dated subfossil cetacean remain; marine limiting,null,"[2.89, 3.16]",radiocarbon,"Specimen 15: B. physalus Skull from Vængesø, Randers; 14C age 2890 ± 80; calibrated age 2,890–3,160.","Vængesø, Randers","Late Pleistocene and Holocene whale remains (Cetacea) from Denmark and adjacent countries: Species, distribution, chronology, and trace element concentrations",https://doi.org/10.1111/j.1748-7692.2009.00356.x,0.75,Extracted from Soerensen et al. Table 2 of dated subfossil whale remains. Cetacean remains are treated as marine-limiting constraints; no source elevation was reported in the table. Coordinate taken from authoritative manual geocode table soerensen2010.geojson using key '15'.,"{""page"": ""7"", ""figure"": null, ""table"": ""Table 2. (Continued)"", ""section"": null, ""quote_or_paraphrase"": ""15 | B. physalus | Skull | 1/1921 | V\u00e6nges\u00f8, Randers | Conv. | K-5661 | 2890 \u00b1 80 | -15.1 | 2,890\u20133,160 | ""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": 13.0, ""applied_correction_m"": null, ""derived_elevation_m"": 13.0, ""derived_depth_m"": null, ""derivation_notes"": ""Elevation sampled from SRTM15+V2 at authoritative coordinates because source elevation was not reported.""}","[{""method"": ""radiocarbon"", ""relation"": ""range"", ""age_ka"": [2.89, 3.16], ""uncertainty_ka"": 0.08, ""material"": ""B. physalus; Skull; ZMUC 1/1921; delta13C -15.1"", ""notes"": ""14C age 2890 \u00b1 80; calibrated age BP 2,890\u20133,160; method Conv..""}]",13,13,13,13
1f5d621bcf5de5f5f9e4ac6e6fe1b48dd7aa1f800a55f55ebcdc7f4108369ce8,soerensen2010,marine_limiting,"Læsø, Klitgård N. for Byrum, Hjørring",K-2576,57.27786176674117,11.018732901865917,inferred_map,1000.0,12.0,MSL,SRTM15+V2,subtidal_facies,radiocarbon-dated subfossil cetacean remain; marine limiting,null,"[2.96, 3.21]",radiocarbon,"Specimen 16: P. macrocephalus Tooth from Læsø, Klitgård N. for Byrum, Hjørring; 14C age 2920 ± 85; calibrated age 2,960–3,210.","Læsø, Klitgård N. for Byrum, Hjørring","Late Pleistocene and Holocene whale remains (Cetacea) from Denmark and adjacent countries: Species, distribution, chronology, and trace element concentrations",https://doi.org/10.1111/j.1748-7692.2009.00356.x,0.75,Extracted from Soerensen et al. Table 2 of dated subfossil whale remains. Cetacean remains are treated as marine-limiting constraints; no source elevation was reported in the table. Coordinate taken from authoritative manual geocode table soerensen2010.geojson using key '16'.,"{""page"": ""7"", ""figure"": null, ""table"": ""Table 2. (Continued)"", ""section"": null, ""quote_or_paraphrase"": ""16 | P. macrocephalus | Tooth | 12/1872 | L\u00e6s\u00f8, Klitg\u00e5rd N. for Byrum, Hj\u00f8rring | Conv. | K-2576 | 2920 \u00b1 85 | -11.4 | 2,960\u20133,210 | (Hansen 1977)""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": 12.0, ""applied_correction_m"": null, ""derived_elevation_m"": 12.0, ""derived_depth_m"": null, ""derivation_notes"": ""Elevation sampled from SRTM15+V2 at authoritative coordinates because source elevation was not reported.""}","[{""method"": ""radiocarbon"", ""relation"": ""range"", ""age_ka"": [2.96, 3.21], ""uncertainty_ka"": 0.085, ""material"": ""P. macrocephalus; Tooth; ZMUC 12/1872; delta13C -11.4"", ""notes"": ""14C age 2920 \u00b1 85; calibrated age BP 2,960\u20133,210; method Conv..""}]",12,12,12,12
2e5a0402a61a7a8cf098b04b7598a409f274a70ed74669d115cd2fcf415ff46f,soerensen2010,marine_limiting,"Vust, Thisted",K-6766,57.12609373587394,9.040484317780988,inferred_map,1000.0,7.0,MSL,SRTM15+V2,subtidal_facies,radiocarbon-dated subfossil cetacean remain; marine limiting,null,"[3.38, 3.58]",radiocarbon,"Specimen 17: O. orca Skull from Vust, Thisted; 14C age 3250 ± 95; calibrated age 3,380–3,580.","Vust, Thisted","Late Pleistocene and Holocene whale remains (Cetacea) from Denmark and adjacent countries: Species, distribution, chronology, and trace element concentrations",https://doi.org/10.1111/j.1748-7692.2009.00356.x,0.75,Extracted from Soerensen et al. Table 2 of dated subfossil whale remains. Cetacean remains are treated as marine-limiting constraints; no source elevation was reported in the table. Coordinate taken from authoritative manual geocode table soerensen2010.geojson using key '17'.,"{""page"": ""7"", ""figure"": null, ""table"": ""Table 2. (Continued)"", ""section"": null, ""quote_or_paraphrase"": ""17 | O. orca | Skull | 10/1941 | Vust, Thisted | Conv. | K-6766 | 3250 \u00b1 95 | -11.4 | 3,380\u20133,580 | ""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": 7.0, ""applied_correction_m"": null, ""derived_elevation_m"": 7.0, ""derived_depth_m"": null, ""derivation_notes"": ""Elevation sampled from SRTM15+V2 at authoritative coordinates because source elevation was not reported.""}","[{""method"": ""radiocarbon"", ""relation"": ""range"", ""age_ka"": [3.38, 3.58], ""uncertainty_ka"": 0.095, ""material"": ""O. orca; Skull; ZMUC 10/1941; delta13C -11.4"", ""notes"": ""14C age 3250 \u00b1 95; calibrated age BP 3,380\u20133,580; method Conv..""}]",7,7,7,7
20c27a73c045f014c2147a6f088574817cf1da9ead3c011b63486e95ee3170a8,soerensen2010,marine_limiting,"Nordby Hede, Samsø, Holbæk",K-6770,55.94167979395729,10.580631498695178,inferred_map,1000.0,7.0,MSL,SRTM15+V2,subtidal_facies,radiocarbon-dated subfossil cetacean remain; marine limiting,null,"[3.7, 3.96]",radiocarbon,"Specimen 18: B. cf. acutorostrata Skull, squamous part from Nordby Hede, Samsø, Holbæk; 14C age 3540 ± 90; calibrated age 3,700–3,960.","Nordby Hede, Samsø, Holbæk","Late Pleistocene and Holocene whale remains (Cetacea) from Denmark and adjacent countries: Species, distribution, chronology, and trace element concentrations",https://doi.org/10.1111/j.1748-7692.2009.00356.x,0.75,Extracted from Soerensen et al. Table 2 of dated subfossil whale remains. Cetacean remains are treated as marine-limiting constraints; no source elevation was reported in the table. Coordinate taken from authoritative manual geocode table soerensen2010.geojson using key '18'.,"{""page"": ""7"", ""figure"": null, ""table"": ""Table 2. (Continued)"", ""section"": null, ""quote_or_paraphrase"": ""18 | B. cf. acutorostrata | Skull, squamous part | 56/1981 | Nordby Hede, Sams\u00f8, Holb\u00e6k | Conv. | K-6770 | 3540 \u00b1 90 | -15.4 | 3,700\u20133,960 | ""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": 7.0, ""applied_correction_m"": null, ""derived_elevation_m"": 7.0, ""derived_depth_m"": null, ""derivation_notes"": ""Elevation sampled from SRTM15+V2 at authoritative coordinates because source elevation was not reported.""}","[{""method"": ""radiocarbon"", ""relation"": ""range"", ""age_ka"": [3.7, 3.96], ""uncertainty_ka"": 0.09, ""material"": ""B. cf. acutorostrata; Skull, squamous part; ZMUC 56/1981; delta13C -15.4"", ""notes"": ""14C age 3540 \u00b1 90; calibrated age BP 3,700\u20133,960; method Conv..""}]",7,7,7,7
54f5cd3158e9a93a313b3e8b7d2457e002633658e05a1a317f5bff7db1caf478,soerensen2010,marine_limiting,"Rörvik, Bohus Län, Sweden",AAR-7984,58.69541531263743,11.263254615263543,inferred_map,1000.0,21.0,MSL,SRTM15+V2,subtidal_facies,radiocarbon-dated subfossil cetacean remain; marine limiting,null,"[4.62, 4.85]",radiocarbon,"Specimen 19: B. mysticetus Skull from Rörvik, Bohus Län, Sweden; 14C age 4210 ± 80; calibrated age 4,620–4,850.","Rörvik, Bohus Län, Sweden","Late Pleistocene and Holocene whale remains (Cetacea) from Denmark and adjacent countries: Species, distribution, chronology, and trace element concentrations",https://doi.org/10.1111/j.1748-7692.2009.00356.x,0.75,Extracted from Soerensen et al. Table 2 of dated subfossil whale remains. Cetacean remains are treated as marine-limiting constraints; no source elevation was reported in the table. Coordinate taken from authoritative manual geocode table soerensen2010.geojson using key '19'.,"{""page"": ""7"", ""figure"": null, ""table"": ""Table 2. (Continued)"", ""section"": null, ""quote_or_paraphrase"": ""19 | B. mysticetus | Skull | 66/2000 | R\u00f6rvik, Bohus L\u00e4n, Sweden | AMS | AAR-7984 | 4210 \u00b1 80 | -15.72 | 4,620\u20134,850 | ""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": 21.0, ""applied_correction_m"": null, ""derived_elevation_m"": 21.0, ""derived_depth_m"": null, ""derivation_notes"": ""Elevation sampled from SRTM15+V2 at authoritative coordinates because source elevation was not reported.""}","[{""method"": ""radiocarbon"", ""relation"": ""range"", ""age_ka"": [4.62, 4.85], ""uncertainty_ka"": 0.08, ""material"": ""B. mysticetus; Skull; ZMUC 66/2000; delta13C -15.72"", ""notes"": ""14C age 4210 \u00b1 80; calibrated age BP 4,620\u20134,850; method AMS.""}]",21,21,21,21
7c66613d06e2eadcc2a77174b3d94b046920b5eaf4d62655881a32b319ff6dec,soerensen2010,marine_limiting,"Lyngby, Thisted",K-7094,56.872686301065094,8.25258101905532,inferred_map,1000.0,-10.0,MSL,SRTM15+V2,subtidal_facies,radiocarbon-dated subfossil cetacean remain; marine limiting,null,"[4.62, 4.96]",radiocarbon,"Specimen 20: B. mysticetus Skull, occipital part from Lyngby, Thisted; 14C age 4250 ± 90; calibrated age 4,620–4,960.","Lyngby, Thisted","Late Pleistocene and Holocene whale remains (Cetacea) from Denmark and adjacent countries: Species, distribution, chronology, and trace element concentrations",https://doi.org/10.1111/j.1748-7692.2009.00356.x,0.75,Extracted from Soerensen et al. Table 2 of dated subfossil whale remains. Cetacean remains are treated as marine-limiting constraints; no source elevation was reported in the table. Coordinate taken from authoritative manual geocode table soerensen2010.geojson using key '20'.,"{""page"": ""7"", ""figure"": null, ""table"": ""Table 2. (Continued)"", ""section"": null, ""quote_or_paraphrase"": ""20 | B. mysticetus | Skull, occipital part | 27/1999 | Lyngby, Thisted | Conv. | K-7094 | 4250 \u00b1 90 | -16.1 | 4,620\u20134,960 | ""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": -10.0, ""applied_correction_m"": null, ""derived_elevation_m"": -10.0, ""derived_depth_m"": 10.0, ""derivation_notes"": ""Elevation sampled from SRTM15+V2 at authoritative coordinates because source elevation was not reported.""}","[{""method"": ""radiocarbon"", ""relation"": ""range"", ""age_ka"": [4.62, 4.96], ""uncertainty_ka"": 0.09, ""material"": ""B. mysticetus; Skull, occipital part; ZMUC 27/1999; delta13C -16.1"", ""notes"": ""14C age 4250 \u00b1 90; calibrated age BP 4,620\u20134,960; method Conv..""}]",-10,-10,-10,-10
85d2c7dd19e10beea523b86db1d6abca502efde8cde806857bbcdaa3b75d7917,soerensen2010,marine_limiting,"Ballerum, Thisted",K-6036,57.08828485381421,8.71445536658416,inferred_map,1000.0,34.0,MSL,SRTM15+V2,subtidal_facies,radiocarbon-dated subfossil cetacean remain; marine limiting,null,"[5.07, 5.57]",radiocarbon,"Specimen 21: B. mysticetus/E.glacialis Rib from Ballerum, Thisted; 14C age 4610 ± 85; calibrated age 5,070–5,570.","Ballerum, Thisted","Late Pleistocene and Holocene whale remains (Cetacea) from Denmark and adjacent countries: Species, distribution, chronology, and trace element concentrations",https://doi.org/10.1111/j.1748-7692.2009.00356.x,0.75,Extracted from Soerensen et al. Table 2 of dated subfossil whale remains. Cetacean remains are treated as marine-limiting constraints; no source elevation was reported in the table. Coordinate taken from authoritative manual geocode table soerensen2010.geojson using key '21'.,"{""page"": ""7"", ""figure"": null, ""table"": ""Table 2. (Continued)"", ""section"": null, ""quote_or_paraphrase"": ""21 | B. mysticetus/E.glacialis | Rib | 1/1968 | Ballerum, Thisted | Conv. | K-6036 | 4610 \u00b1 85 | -14.4 | 5,070\u20135,570 | ""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": 34.0, ""applied_correction_m"": null, ""derived_elevation_m"": 34.0, ""derived_depth_m"": null, ""derivation_notes"": ""Elevation sampled from SRTM15+V2 at authoritative coordinates because source elevation was not reported.""}","[{""method"": ""radiocarbon"", ""relation"": ""range"", ""age_ka"": [5.07, 5.57], ""uncertainty_ka"": 0.085, ""material"": ""B. mysticetus/E.glacialis; Rib; ZMUC 1/1968; delta13C -14.4"", ""notes"": ""14C age 4610 \u00b1 85; calibrated age BP 5,070\u20135,570; method Conv..""}]",34,34,34,34
a749c30ba4d2b74003bf5d0e59b8c4a2fa52acbc3047291b43b1f1ec604841ac,soerensen2010,marine_limiting,"Åsted, Viborg",K-5998,56.79000339926469,8.996334563973086,inferred_map,1000.0,10.0,MSL,SRTM15+V2,subtidal_facies,radiocarbon-dated subfossil cetacean remain; marine limiting,null,"[5.67, 5.91]",radiocarbon,"Specimen 22: B. physalus Vertebra from Åsted, Viborg; 14C age 5060 ± 95; calibrated age 5,670–5,910.","Åsted, Viborg","Late Pleistocene and Holocene whale remains (Cetacea) from Denmark and adjacent countries: Species, distribution, chronology, and trace element concentrations",https://doi.org/10.1111/j.1748-7692.2009.00356.x,0.75,Extracted from Soerensen et al. Table 2 of dated subfossil whale remains. Cetacean remains are treated as marine-limiting constraints; no source elevation was reported in the table. Coordinate taken from authoritative manual geocode table soerensen2010.geojson using key '22'.,"{""page"": ""7"", ""figure"": null, ""table"": ""Table 2. (Continued)"", ""section"": null, ""quote_or_paraphrase"": ""22 | B. physalus | Vertebra | 12/1988 | \u00c5sted, Viborg | Conv. | K-5998 | 5060 \u00b1 95 | -13.8 | 5,670\u20135,910 | (Stenstrop 1994)""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": 10.0, ""applied_correction_m"": null, ""derived_elevation_m"": 10.0, ""derived_depth_m"": null, ""derivation_notes"": ""Elevation sampled from SRTM15+V2 at authoritative coordinates because source elevation was not reported.""}","[{""method"": ""radiocarbon"", ""relation"": ""range"", ""age_ka"": [5.67, 5.91], ""uncertainty_ka"": 0.095, ""material"": ""B. physalus; Vertebra; ZMUC 12/1988; delta13C -13.8"", ""notes"": ""14C age 5060 \u00b1 95; calibrated age BP 5,670\u20135,910; method Conv..""}]",10,10,10,10
868189f4c1ba3208f834381f4545fe1e81c29793c5cf5fb7536a591ee38ea324,soerensen2010,marine_limiting,"Holmeenge I, Randers",K-6803,56.52962148509043,10.719873029935489,inferred_map,1000.0,8.0,MSL,SRTM15+V2,subtidal_facies,radiocarbon-dated subfossil cetacean remain; marine limiting,null,"[5.74, 5.99]",radiocarbon,"Specimen 23: B. acutorostrata Vertebra from Holmeenge I, Randers; 14C age 5130 ± 100; calibrated age 5,740–5,990.","Holmeenge I, Randers","Late Pleistocene and Holocene whale remains (Cetacea) from Denmark and adjacent countries: Species, distribution, chronology, and trace element concentrations",https://doi.org/10.1111/j.1748-7692.2009.00356.x,0.75,Extracted from Soerensen et al. Table 2 of dated subfossil whale remains. Cetacean remains are treated as marine-limiting constraints; no source elevation was reported in the table. Coordinate taken from authoritative manual geocode table soerensen2010.geojson using key '23'.,"{""page"": ""7"", ""figure"": null, ""table"": ""Table 2. (Continued)"", ""section"": null, ""quote_or_paraphrase"": ""23 | B. acutorostrata | Vertebra | 127/1964 | Holmeenge I, Randers | Conv. | K-6803 | 5130 \u00b1 100 | -14.7 | 5,740\u20135,990 | ""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": 8.0, ""applied_correction_m"": null, ""derived_elevation_m"": 8.0, ""derived_depth_m"": null, ""derivation_notes"": ""Elevation sampled from SRTM15+V2 at authoritative coordinates because source elevation was not reported.""}","[{""method"": ""radiocarbon"", ""relation"": ""range"", ""age_ka"": [5.74, 5.99], ""uncertainty_ka"": 0.1, ""material"": ""B. acutorostrata; Vertebra; ZMUC 127/1964; delta13C -14.7"", ""notes"": ""14C age 5130 \u00b1 100; calibrated age BP 5,740\u20135,990; method Conv..""}]",8,8,8,8
e12db03c04f863e5237b2e37bdbe85e9a7ee068c08c6205e7a6b57da6f16f28e,soerensen2010,marine_limiting,"Tastum Sø, Viborg",K-6797,56.55115472508597,9.067653397047392,inferred_map,1000.0,7.0,MSL,SRTM15+V2,subtidal_facies,radiocarbon-dated subfossil cetacean remain; marine limiting,null,"[5.75, 6.0]",radiocarbon,"Specimen 24: Balaenoptera cf. musculus Skull, occipital part from Tastum Sø, Viborg; 14C age 5160 ± 90; calibrated age 5,750–6,000.","Tastum Sø, Viborg","Late Pleistocene and Holocene whale remains (Cetacea) from Denmark and adjacent countries: Species, distribution, chronology, and trace element concentrations",https://doi.org/10.1111/j.1748-7692.2009.00356.x,0.75,Extracted from Soerensen et al. Table 2 of dated subfossil whale remains. Cetacean remains are treated as marine-limiting constraints; no source elevation was reported in the table. Coordinate taken from authoritative manual geocode table soerensen2010.geojson using key '24'.,"{""page"": ""7"", ""figure"": null, ""table"": ""Table 2. (Continued)"", ""section"": null, ""quote_or_paraphrase"": ""24 | Balaenoptera cf. musculus | Skull, occipital part | 5/1964 | Tastum S\u00f8, Viborg | Conv. | K-6797 | 5160 \u00b1 90 | -14.4 | 5,750\u20136,000 | ""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": 7.0, ""applied_correction_m"": null, ""derived_elevation_m"": 7.0, ""derived_depth_m"": null, ""derivation_notes"": ""Elevation sampled from SRTM15+V2 at authoritative coordinates because source elevation was not reported.""}","[{""method"": ""radiocarbon"", ""relation"": ""range"", ""age_ka"": [5.75, 6.0], ""uncertainty_ka"": 0.09, ""material"": ""Balaenoptera cf. musculus; Skull, occipital part; ZMUC 5/1964; delta13C -14.4"", ""notes"": ""14C age 5160 \u00b1 90; calibrated age BP 5,750\u20136,000; method Conv..""}]",7,7,7,7
e38cefefb279e9eac1f4415b59fac873b9b985aaca93e725861741fadad41fe2,soerensen2010,marine_limiting,"Ballerum, Thisted",K-6213,57.08551683545545,8.801056806745818,inferred_map,1000.0,5.0,MSL,SRTM15+V2,subtidal_facies,radiocarbon-dated subfossil cetacean remain; marine limiting,null,"[7.18, 7.43]",radiocarbon,"Specimen 25: E.glacialis Limb bone from Ballerum, Thisted; 14C age 6410 ± 110; calibrated age 7,180–7,430.","Ballerum, Thisted","Late Pleistocene and Holocene whale remains (Cetacea) from Denmark and adjacent countries: Species, distribution, chronology, and trace element concentrations",https://doi.org/10.1111/j.1748-7692.2009.00356.x,0.75,Extracted from Soerensen et al. Table 2 of dated subfossil whale remains. Cetacean remains are treated as marine-limiting constraints; no source elevation was reported in the table. Coordinate taken from authoritative manual geocode table soerensen2010.geojson using key '25'.,"{""page"": ""7"", ""figure"": null, ""table"": ""Table 2. (Continued)"", ""section"": null, ""quote_or_paraphrase"": ""25 | E.glacialis | Limb bone | 71/1965 | Ballerum, Thisted | Conv. | K-6213 | 6410 \u00b1 110 | -16.9 | 7,180\u20137,430 | ""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": 5.0, ""applied_correction_m"": null, ""derived_elevation_m"": 5.0, ""derived_depth_m"": null, ""derivation_notes"": ""Elevation sampled from SRTM15+V2 at authoritative coordinates because source elevation was not reported.""}","[{""method"": ""radiocarbon"", ""relation"": ""range"", ""age_ka"": [7.18, 7.43], ""uncertainty_ka"": 0.11, ""material"": ""E.glacialis; Limb bone; ZMUC 71/1965; delta13C -16.9"", ""notes"": ""14C age 6410 \u00b1 110; calibrated age BP 7,180\u20137,430; method Conv..""}]",5,5,5,5
