id,source_id,record_class,site_name,sample_id,latitude,longitude,coordinate_source,coordinate_uncertainty_m,elevation_m,elevation_reference,depth_source,indicator_type,indicator_subtype,indicative_range_m,age_ka,dating_method,description,location_name,bibliographic_reference,doi_or_url,confidence_score,notes,source_locator,reported_observations,derived_observations,age_models,elevation_min,elevation_max,elevation_avg,elevation_mean
8aacb9e9ddbcf236818f4dff0a2dc8a9a39cedbbb77e6ed342a9a7f883662d55,soerensen2010,marine_limiting,"Gniben, Sjællands Odde, Holbæk",K-6767,55.999646126128816,11.287027559621638,inferred_map,1000.0,2.0,MSL,SRTM15+V2,subtidal_facies,radiocarbon-dated subfossil cetacean remain; marine limiting,null,"[7.33, 7.56]",radiocarbon,"Specimen 26: L. albirostris Skull from Gniben, Sjællands Odde, Holbæk; 14C age 6530 ± 110; calibrated age 7,330–7,560.","Gniben, Sjællands Odde, Holbæk","Late Pleistocene and Holocene whale remains (Cetacea) from Denmark and adjacent countries: Species, distribution, chronology, and trace element concentrations",https://doi.org/10.1111/j.1748-7692.2009.00356.x,0.75,Extracted from Soerensen et al. Table 2 of dated subfossil whale remains. Cetacean remains are treated as marine-limiting constraints; no source elevation was reported in the table. Coordinate taken from authoritative manual geocode table soerensen2010.geojson using key '26'.,"{""page"": ""7"", ""figure"": null, ""table"": ""Table 2. (Continued)"", ""section"": null, ""quote_or_paraphrase"": ""26 | L. albirostris | Skull | 5/1896 | Gniben, Sj\u00e6llands Odde, Holb\u00e6k | Conv. | K-6767 | 6530 \u00b1 110 | -13.0 | 7,330\u20137,560 | ""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": 2.0, ""applied_correction_m"": null, ""derived_elevation_m"": 2.0, ""derived_depth_m"": null, ""derivation_notes"": ""Elevation sampled from SRTM15+V2 at authoritative coordinates because source elevation was not reported.""}","[{""method"": ""radiocarbon"", ""relation"": ""range"", ""age_ka"": [7.33, 7.56], ""uncertainty_ka"": 0.11, ""material"": ""L. albirostris; Skull; ZMUC 5/1896; delta13C -13.0"", ""notes"": ""14C age 6530 \u00b1 110; calibrated age BP 7,330\u20137,560; method Conv..""}]",2,2,2,2
a7995bbb0171500e3437395ad52549874b88a356941c77b01de9998f1e9de6f2,soerensen2010,marine_limiting,"Lystrup Enge, Århus",K-6800,56.23347554958675,10.205358591327993,inferred_map,1000.0,55.0,MSL,SRTM15+V2,subtidal_facies,radiocarbon-dated subfossil cetacean remain; marine limiting,null,"[7.53, 7.78]",radiocarbon,"Specimen 27: O. orca Skull, occipital part from Lystrup Enge, Århus; 14C age 6800 ± 115; calibrated age 7,530–7,780.","Lystrup Enge, Århus","Late Pleistocene and Holocene whale remains (Cetacea) from Denmark and adjacent countries: Species, distribution, chronology, and trace element concentrations",https://doi.org/10.1111/j.1748-7692.2009.00356.x,0.75,Extracted from Soerensen et al. Table 2 of dated subfossil whale remains. Cetacean remains are treated as marine-limiting constraints; no source elevation was reported in the table. Coordinate taken from authoritative manual geocode table soerensen2010.geojson using key '27'.,"{""page"": ""7"", ""figure"": null, ""table"": ""Table 2. (Continued)"", ""section"": null, ""quote_or_paraphrase"": ""27 | O. orca | Skull, occipital part | 29/1983 | Lystrup Enge, \u00c5rhus | Conv. | K-6800 | 6800 \u00b1 115 | -11.8 | 7,530\u20137,780 | ""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": 55.0, ""applied_correction_m"": null, ""derived_elevation_m"": 55.0, ""derived_depth_m"": null, ""derivation_notes"": ""Elevation sampled from SRTM15+V2 at authoritative coordinates because source elevation was not reported.""}","[{""method"": ""radiocarbon"", ""relation"": ""range"", ""age_ka"": [7.53, 7.78], ""uncertainty_ka"": 0.115, ""material"": ""O. orca; Skull, occipital part; ZMUC 29/1983; delta13C -11.8"", ""notes"": ""14C age 6800 \u00b1 115; calibrated age BP 7,530\u20137,780; method Conv..""}]",55,55,55,55
1740422f926e384edc93416d37a157752a9fe3b52b9406de116a407d93994f05,soerensen2010,marine_limiting,"Pilgården, Bohuslän, Sweden",AAR-7978,58.401260044495146,11.58418936409792,inferred_map,1000.0,-32.0,MSL,SRTM15+V2,subtidal_facies,radiocarbon-dated subfossil cetacean remain; marine limiting,null,"[11.19, 11.6]",radiocarbon,"Specimen 28: D. leucas Vertebra from Pilgården, Bohuslän, Sweden; 14C age 9880 ± 110; calibrated age 11,190–11,600.","Pilgården, Bohuslän, Sweden","Late Pleistocene and Holocene whale remains (Cetacea) from Denmark and adjacent countries: Species, distribution, chronology, and trace element concentrations",https://doi.org/10.1111/j.1748-7692.2009.00356.x,0.75,Extracted from Soerensen et al. Table 2 of dated subfossil whale remains. Cetacean remains are treated as marine-limiting constraints; no source elevation was reported in the table. Coordinate taken from authoritative manual geocode table soerensen2010.geojson using key '28'.,"{""page"": ""7"", ""figure"": null, ""table"": ""Table 2. (Continued)"", ""section"": null, ""quote_or_paraphrase"": ""28 | D. leucas | Vertebra | 60/2000 | Pilg\u00e5rden, Bohusl\u00e4n, Sweden | AMS | AAR-7978 | 9880 \u00b1 110 | -13.39 | 11,190\u201311,600 | ""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": -32.0, ""applied_correction_m"": null, ""derived_elevation_m"": -32.0, ""derived_depth_m"": 32.0, ""derivation_notes"": ""Elevation sampled from SRTM15+V2 at authoritative coordinates because source elevation was not reported.""}","[{""method"": ""radiocarbon"", ""relation"": ""range"", ""age_ka"": [11.19, 11.6], ""uncertainty_ka"": 0.11, ""material"": ""D. leucas; Vertebra; ZMUC 60/2000; delta13C -13.39"", ""notes"": ""14C age 9880 \u00b1 110; calibrated age BP 11,190\u201311,600; method AMS.""}]",-32,-32,-32,-32
6f11403b191f89ffd472e1b0f16dedf5a946995f2e563a78192fb5899f7a3fd9,soerensen2010,marine_limiting,"Frändtorpsgatan, Göteborg, Sweden",AAR-7983,57.683165712737555,11.935689327107001,inferred_map,1000.0,32.0,MSL,SRTM15+V2,subtidal_facies,radiocarbon-dated subfossil cetacean remain; marine limiting,null,"[11.76, 12.07]",radiocarbon,"Specimen 29: B. mysticetus Vertebra from Frändtorpsgatan, Göteborg, Sweden; 14C age 10,210 ± 80; calibrated age 11,760–12,070.","Frändtorpsgatan, Göteborg, Sweden","Late Pleistocene and Holocene whale remains (Cetacea) from Denmark and adjacent countries: Species, distribution, chronology, and trace element concentrations",https://doi.org/10.1111/j.1748-7692.2009.00356.x,0.75,Extracted from Soerensen et al. Table 2 of dated subfossil whale remains. Cetacean remains are treated as marine-limiting constraints; no source elevation was reported in the table. Coordinate taken from authoritative manual geocode table soerensen2010.geojson using key '29'.,"{""page"": ""8"", ""figure"": null, ""table"": ""Continued"", ""section"": null, ""quote_or_paraphrase"": ""29 | B. mysticetus | Vertebra | 65/2000 | Fr\u00e4ndtorpsgatan, G\u00f6teborg, Sweden | AMS | AAR-7983 | 10,210 \u00b1 80 | -16.05 | 11,760\u201312,070""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": 32.0, ""applied_correction_m"": null, ""derived_elevation_m"": 32.0, ""derived_depth_m"": null, ""derivation_notes"": ""Elevation sampled from SRTM15+V2 at authoritative coordinates because source elevation was not reported.""}","[{""method"": ""radiocarbon"", ""relation"": ""range"", ""age_ka"": [11.76, 12.07], ""uncertainty_ka"": 0.08, ""material"": ""B. mysticetus; Vertebra; ZMUC 65/2000; delta13C -16.05"", ""notes"": ""14C age 10,210 \u00b1 80; calibrated age BP 11,760\u201312,070; method AMS.""}]",32,32,32,32
ab747821381561a7d50d91380a6d697f16687dc6169ef79db66cc12808ac3df7,soerensen2010,marine_limiting,"Bräcke småstugeområde, Göteborg, Sweden",AAR-7982,57.684073489377916,11.930595124744551,inferred_map,1000.0,29.0,MSL,SRTM15+V2,subtidal_facies,radiocarbon-dated subfossil cetacean remain; marine limiting,null,"[12.84, 12.92]",radiocarbon,"Specimen 30: B. mysticetus Phalanx from Bräcke småstugeområde, Göteborg, Sweden; 14C age 10,915 ± 80; calibrated age 12,840–12,920.","Bräcke småstugeområde, Göteborg, Sweden","Late Pleistocene and Holocene whale remains (Cetacea) from Denmark and adjacent countries: Species, distribution, chronology, and trace element concentrations",https://doi.org/10.1111/j.1748-7692.2009.00356.x,0.75,Extracted from Soerensen et al. Table 2 of dated subfossil whale remains. Cetacean remains are treated as marine-limiting constraints; no source elevation was reported in the table. Coordinate taken from authoritative manual geocode table soerensen2010.geojson using key '30'.,"{""page"": ""8"", ""figure"": null, ""table"": ""Continued"", ""section"": null, ""quote_or_paraphrase"": ""30 | B. mysticetus | Phalanx | 64/2000 | Br\u00e4cke sm\u00e5stugeomr\u00e5de, G\u00f6teborg, Sweden | AMS | AAR-7982 | 10,915 \u00b1 80 | -15.51 | 12,840\u201312,920""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": 29.0, ""applied_correction_m"": null, ""derived_elevation_m"": 29.0, ""derived_depth_m"": null, ""derivation_notes"": ""Elevation sampled from SRTM15+V2 at authoritative coordinates because source elevation was not reported.""}","[{""method"": ""radiocarbon"", ""relation"": ""range"", ""age_ka"": [12.84, 12.92], ""uncertainty_ka"": 0.08, ""material"": ""B. mysticetus; Phalanx; ZMUC 64/2000; delta13C -15.51"", ""notes"": ""14C age 10,915 \u00b1 80; calibrated age BP 12,840\u201312,920; method AMS.""}]",29,29,29,29
8515206fb0daa0e655275b34266b9e732df56e30b8ffcd3271b356f7a443f612,soerensen2010,marine_limiting,"Hulta tegelbruk, Västergötland, Sweden",AAR-7980,57.49385345557645,12.72698876074097,inferred_map,1000.0,98.0,MSL,SRTM15+V2,subtidal_facies,radiocarbon-dated subfossil cetacean remain; marine limiting,null,"[12.93, 13.08]",radiocarbon,"Specimen 31: D. leucas Cervical vertebra from Hulta tegelbruk, Västergötland, Sweden; 14C age 11,090 ± 80; calibrated age 12,930–13,080.","Hulta tegelbruk, Västergötland, Sweden","Late Pleistocene and Holocene whale remains (Cetacea) from Denmark and adjacent countries: Species, distribution, chronology, and trace element concentrations",https://doi.org/10.1111/j.1748-7692.2009.00356.x,0.75,Extracted from Soerensen et al. Table 2 of dated subfossil whale remains. Cetacean remains are treated as marine-limiting constraints; no source elevation was reported in the table. Coordinate taken from authoritative manual geocode table soerensen2010.geojson using key '31'.,"{""page"": ""8"", ""figure"": null, ""table"": ""Continued"", ""section"": null, ""quote_or_paraphrase"": ""31 | D. leucas | Cervical vertebra | 62/2000 | Hulta tegelbruk, V\u00e4sterg\u00f6tland, Sweden | AMS | AAR-7980 | 11,090 \u00b1 80 | -12.24 | 12,930\u201313,080""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": 98.0, ""applied_correction_m"": null, ""derived_elevation_m"": 98.0, ""derived_depth_m"": null, ""derivation_notes"": ""Elevation sampled from SRTM15+V2 at authoritative coordinates because source elevation was not reported.""}","[{""method"": ""radiocarbon"", ""relation"": ""range"", ""age_ka"": [12.93, 13.08], ""uncertainty_ka"": 0.08, ""material"": ""D. leucas; Cervical vertebra; ZMUC 62/2000; delta13C -12.24"", ""notes"": ""14C age 11,090 \u00b1 80; calibrated age BP 12,930\u201313,080; method AMS.""}]",98,98,98,98
a5f7204c15104b0d8c029987d550631f3ca49ce26ca5fc7ebe64c03dfdbe0197,soerensen2010,marine_limiting,"Emmersbæk, Hjørring",K-6823,57.58044042328954,9.981213687380173,inferred_map,1000.0,19.0,MSL,SRTM15+V2,subtidal_facies,radiocarbon-dated subfossil cetacean remain; marine limiting,null,"[13.06, 13.35]",radiocarbon,"Specimen 32: B. mysticetus/E.glacialis Rib from Emmersbæk, Hjørring; 14C age 11,320 ± 165; calibrated age 13,060–13,350.","Emmersbæk, Hjørring","Late Pleistocene and Holocene whale remains (Cetacea) from Denmark and adjacent countries: Species, distribution, chronology, and trace element concentrations",https://doi.org/10.1111/j.1748-7692.2009.00356.x,0.75,Extracted from Soerensen et al. Table 2 of dated subfossil whale remains. Cetacean remains are treated as marine-limiting constraints; no source elevation was reported in the table. Coordinate taken from authoritative manual geocode table soerensen2010.geojson using key '32'.,"{""page"": ""8"", ""figure"": null, ""table"": ""Continued"", ""section"": null, ""quote_or_paraphrase"": ""32 | B. mysticetus/E.glacialis | Rib | 33/1997 | Emmersb\u00e6k, Hj\u00f8rring | Conv. | K-6823 | 11,320 \u00b1 165 | -13.7 | 13,060\u201313,350""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": 19.0, ""applied_correction_m"": null, ""derived_elevation_m"": 19.0, ""derived_depth_m"": null, ""derivation_notes"": ""Elevation sampled from SRTM15+V2 at authoritative coordinates because source elevation was not reported.""}","[{""method"": ""radiocarbon"", ""relation"": ""range"", ""age_ka"": [13.06, 13.35], ""uncertainty_ka"": 0.165, ""material"": ""B. mysticetus/E.glacialis; Rib; ZMUC 33/1997; delta13C -13.7"", ""notes"": ""14C age 11,320 \u00b1 165; calibrated age BP 13,060\u201313,350; method Conv..""}]",19,19,19,19
0735c99c10b8e6ee8b0c1a3d114b942bc91ba633114a611ff9afeebfd4e1f384,soerensen2010,marine_limiting,"Råholte, Hjørring",K-7108,57.44363009647647,10.456672574542214,inferred_map,1000.0,42.0,MSL,SRTM15+V2,subtidal_facies,radiocarbon-dated subfossil cetacean remain; marine limiting,null,"[13.31, 13.57]",radiocarbon,"Specimen 33: B. mysticetus Skull, occipital part from Råholte, Hjørring; 14C age 11,590 ± 115; calibrated age 13,310–13,570.","Råholte, Hjørring","Late Pleistocene and Holocene whale remains (Cetacea) from Denmark and adjacent countries: Species, distribution, chronology, and trace element concentrations",https://doi.org/10.1111/j.1748-7692.2009.00356.x,0.75,Extracted from Soerensen et al. Table 2 of dated subfossil whale remains. Cetacean remains are treated as marine-limiting constraints; no source elevation was reported in the table. Coordinate taken from authoritative manual geocode table soerensen2010.geojson using key '33'.,"{""page"": ""8"", ""figure"": null, ""table"": ""Continued"", ""section"": null, ""quote_or_paraphrase"": ""33 | B. mysticetus | Skull, occipital part | 19/0000 | R\u00e5holte, Hj\u00f8rring | Conv. | K-7108 | 11,590 \u00b1 115 | -13.9 | 13,310\u201313,570""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": 42.0, ""applied_correction_m"": null, ""derived_elevation_m"": 42.0, ""derived_depth_m"": null, ""derivation_notes"": ""Elevation sampled from SRTM15+V2 at authoritative coordinates because source elevation was not reported.""}","[{""method"": ""radiocarbon"", ""relation"": ""range"", ""age_ka"": [13.31, 13.57], ""uncertainty_ka"": 0.115, ""material"": ""B. mysticetus; Skull, occipital part; ZMUC 19/0000; delta13C -13.9"", ""notes"": ""14C age 11,590 \u00b1 115; calibrated age BP 13,310\u201313,570; method Conv..""}]",42,42,42,42
f6db676032ee86b63592a76508caedc964cc87727a9f874d63390a97e97127ac,soerensen2010,marine_limiting,"Bovbæk, Hjørring",K-6796,57.6104698855009,10.072909329904283,inferred_map,1000.0,-5.0,MSL,SRTM15+V2,subtidal_facies,radiocarbon-dated subfossil cetacean remain; marine limiting,null,"[13.44, 13.79]",radiocarbon,"Specimen 34: B. mysticetus Vertebra from Bovbæk, Hjørring; 14C age 11,780 ± 170; calibrated age 13,440–13,790.","Bovbæk, Hjørring","Late Pleistocene and Holocene whale remains (Cetacea) from Denmark and adjacent countries: Species, distribution, chronology, and trace element concentrations",https://doi.org/10.1111/j.1748-7692.2009.00356.x,0.75,Extracted from Soerensen et al. Table 2 of dated subfossil whale remains. Cetacean remains are treated as marine-limiting constraints; no source elevation was reported in the table. Coordinate taken from authoritative manual geocode table soerensen2010.geojson using key '34'.,"{""page"": ""8"", ""figure"": null, ""table"": ""Continued"", ""section"": null, ""quote_or_paraphrase"": ""34 | B. mysticetus | Vertebra | 11/1859 | Bovb\u00e6k, Hj\u00f8rring | Conv. | K-6796 | 11,780 \u00b1 170 | -14.3 | 13,440\u201313,790""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": -5.0, ""applied_correction_m"": null, ""derived_elevation_m"": -5.0, ""derived_depth_m"": 5.0, ""derivation_notes"": ""Elevation sampled from SRTM15+V2 at authoritative coordinates because source elevation was not reported.""}","[{""method"": ""radiocarbon"", ""relation"": ""range"", ""age_ka"": [13.44, 13.79], ""uncertainty_ka"": 0.17, ""material"": ""B. mysticetus; Vertebra; ZMUC 11/1859; delta13C -14.3"", ""notes"": ""14C age 11,780 \u00b1 170; calibrated age BP 13,440\u201313,790; method Conv..""}]",-5,-5,-5,-5
9b83e0bf3a483fcadca6b2f050f42dbd7a4d36cb22a17ada14119ddcabf42beb,soerensen2010,marine_limiting,"Borgbakke, Hjørring",K-7109,57.424435692703625,10.52289720525407,inferred_map,1000.0,5.0,MSL,SRTM15+V2,subtidal_facies,radiocarbon-dated subfossil cetacean remain; marine limiting,null,"[13.72, 13.95]",radiocarbon,"Specimen 35: B mysticetus Rib from Borgbakke, Hjørring; 14C age 11,960 ± 115; calibrated age 13,720–13,950.","Borgbakke, Hjørring","Late Pleistocene and Holocene whale remains (Cetacea) from Denmark and adjacent countries: Species, distribution, chronology, and trace element concentrations",https://doi.org/10.1111/j.1748-7692.2009.00356.x,0.75,Extracted from Soerensen et al. Table 2 of dated subfossil whale remains. Cetacean remains are treated as marine-limiting constraints; no source elevation was reported in the table. Coordinate taken from authoritative manual geocode table soerensen2010.geojson using key '35'.,"{""page"": ""8"", ""figure"": null, ""table"": ""Continued"", ""section"": null, ""quote_or_paraphrase"": ""35 | B mysticetus | Rib | 20/0000 | Borgbakke, Hj\u00f8rring | Conv. | K-7109 | 11,960 \u00b1 115 | -13.9 | 13,720\u201313,950""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": 5.0, ""applied_correction_m"": null, ""derived_elevation_m"": 5.0, ""derived_depth_m"": null, ""derivation_notes"": ""Elevation sampled from SRTM15+V2 at authoritative coordinates because source elevation was not reported.""}","[{""method"": ""radiocarbon"", ""relation"": ""range"", ""age_ka"": [13.72, 13.95], ""uncertainty_ka"": 0.115, ""material"": ""B mysticetus; Rib; ZMUC 20/0000; delta13C -13.9"", ""notes"": ""14C age 11,960 \u00b1 115; calibrated age BP 13,720\u201313,950; method Conv..""}]",5,5,5,5
31a03b04f0018edb7e480a1cfba1558c805f8fa0dbb53e32112d5686a788742b,soerensen2010,marine_limiting,"Tanumshede, Bohus Län, Sweden",AAR-7981,57.4152919614888,10.533085609978972,inferred_map,1000.0,-5.0,MSL,SRTM15+V2,subtidal_facies,radiocarbon-dated subfossil cetacean remain; marine limiting,null,"[13.75, 13.94]",radiocarbon,"Specimen 36: B. mysticetus Rib from Tanumshede, Bohus Län, Sweden; 14C age 11,980 ± 90; calibrated age 13,750–13,940.","Tanumshede, Bohus Län, Sweden","Late Pleistocene and Holocene whale remains (Cetacea) from Denmark and adjacent countries: Species, distribution, chronology, and trace element concentrations",https://doi.org/10.1111/j.1748-7692.2009.00356.x,0.75,Extracted from Soerensen et al. Table 2 of dated subfossil whale remains. Cetacean remains are treated as marine-limiting constraints; no source elevation was reported in the table. Coordinate taken from authoritative manual geocode table soerensen2010.geojson using key '36'.,"{""page"": ""8"", ""figure"": null, ""table"": ""Continued"", ""section"": null, ""quote_or_paraphrase"": ""36 | B. mysticetus | Rib | 63/2000 | Tanumshede, Bohus L\u00e4n, Sweden | AMS | AAR-7981 | 11,980 \u00b1 90 | -14.83 | 13,750\u201313,940""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": -5.0, ""applied_correction_m"": null, ""derived_elevation_m"": -5.0, ""derived_depth_m"": 5.0, ""derivation_notes"": ""Elevation sampled from SRTM15+V2 at authoritative coordinates because source elevation was not reported.""}","[{""method"": ""radiocarbon"", ""relation"": ""range"", ""age_ka"": [13.75, 13.94], ""uncertainty_ka"": 0.09, ""material"": ""B. mysticetus; Rib; ZMUC 63/2000; delta13C -14.83"", ""notes"": ""14C age 11,980 \u00b1 90; calibrated age BP 13,750\u201313,940; method AMS.""}]",-5,-5,-5,-5
3908d45d398204739e21c1e9451df937215c8ec3db1d452be5ccbc3658505b7c,soerensen2010,marine_limiting,"Frederikshavn Vandværk, Hjørring",K-7104,58.52560252892827,11.273443019988441,inferred_map,1000.0,18.0,MSL,SRTM15+V2,subtidal_facies,radiocarbon-dated subfossil cetacean remain; marine limiting,null,"[13.69, 14.06]",radiocarbon,"Specimen 37: D. leucas Caudal vertebra from Frederikshavn Vandværk, Hjørring; 14C age 12,000 ± 170; calibrated age 13,690–14,060.","Frederikshavn Vandværk, Hjørring","Late Pleistocene and Holocene whale remains (Cetacea) from Denmark and adjacent countries: Species, distribution, chronology, and trace element concentrations",https://doi.org/10.1111/j.1748-7692.2009.00356.x,0.75,Extracted from Soerensen et al. Table 2 of dated subfossil whale remains. Cetacean remains are treated as marine-limiting constraints; no source elevation was reported in the table. Coordinate taken from authoritative manual geocode table soerensen2010.geojson using key '37'.,"{""page"": ""8"", ""figure"": null, ""table"": ""Continued"", ""section"": null, ""quote_or_paraphrase"": ""37 | D. leucas | Caudal vertebra | 176/1980 | Frederikshavn Vandv\u00e6rk, Hj\u00f8rring | Conv. | K-7104 | 12,000 \u00b1 170 | -12.3 | 13,690\u201314,060""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": 18.0, ""applied_correction_m"": null, ""derived_elevation_m"": 18.0, ""derived_depth_m"": null, ""derivation_notes"": ""Elevation sampled from SRTM15+V2 at authoritative coordinates because source elevation was not reported.""}","[{""method"": ""radiocarbon"", ""relation"": ""range"", ""age_ka"": [13.69, 14.06], ""uncertainty_ka"": 0.17, ""material"": ""D. leucas; Caudal vertebra; ZMUC 176/1980; delta13C -12.3"", ""notes"": ""14C age 12,000 \u00b1 170; calibrated age BP 13,690\u201314,060; method Conv..""}]",18,18,18,18
509fe4780445fb8cf2daccdf8d5b71614ffe597fc0d5b11198fca9f3a61bcecb,soerensen2010,marine_limiting,"Vester Tværsted Skole, Hjørring",K-6821,57.6131986071726,10.15781270261179,inferred_map,1000.0,-9.0,MSL,SRTM15+V2,subtidal_facies,radiocarbon-dated subfossil cetacean remain; marine limiting,null,"[13.73, 14.2]",radiocarbon,"Specimen 38: M. cf. novaeangliae Rib from Vester Tværsted Skole, Hjørring; 14C age 12,100 ± 185; calibrated age 13,730–14,200.","Vester Tværsted Skole, Hjørring","Late Pleistocene and Holocene whale remains (Cetacea) from Denmark and adjacent countries: Species, distribution, chronology, and trace element concentrations",https://doi.org/10.1111/j.1748-7692.2009.00356.x,0.75,Extracted from Soerensen et al. Table 2 of dated subfossil whale remains. Cetacean remains are treated as marine-limiting constraints; no source elevation was reported in the table. Coordinate taken from authoritative manual geocode table soerensen2010.geojson using key '38'.,"{""page"": ""8"", ""figure"": null, ""table"": ""Continued"", ""section"": null, ""quote_or_paraphrase"": ""38 | M. cf. novaeangliae | Rib | 18/1997 | Vester Tv\u00e6rsted Skole, Hj\u00f8rring | Conv. | K-6821 | 12,100 \u00b1 185 | -14.7 | 13,730\u201314,200""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": -9.0, ""applied_correction_m"": null, ""derived_elevation_m"": -9.0, ""derived_depth_m"": 9.0, ""derivation_notes"": ""Elevation sampled from SRTM15+V2 at authoritative coordinates because source elevation was not reported.""}","[{""method"": ""radiocarbon"", ""relation"": ""range"", ""age_ka"": [13.73, 14.2], ""uncertainty_ka"": 0.185, ""material"": ""M. cf. novaeangliae; Rib; ZMUC 18/1997; delta13C -14.7"", ""notes"": ""14C age 12,100 \u00b1 185; calibrated age BP 13,730\u201314,200; method Conv..""}]",-9,-9,-9,-9
4823560a8a3bb3e3d8a1703ecc99b44c8cd5509e3e88a57258ab0af168c3e0fb,soerensen2010,marine_limiting,"Dronninglund, Hjørring",K-7105,57.196076510001184,10.308940706031152,inferred_map,1000.0,62.0,MSL,SRTM15+V2,subtidal_facies,radiocarbon-dated subfossil cetacean remain; marine limiting,null,"[14.34, 14.95]",radiocarbon,"Specimen 39: B. mysticetus Rib from Dronninglund, Hjørring; 14C age 12,540 ± 155; calibrated age 14,340–14,950.","Dronninglund, Hjørring","Late Pleistocene and Holocene whale remains (Cetacea) from Denmark and adjacent countries: Species, distribution, chronology, and trace element concentrations",https://doi.org/10.1111/j.1748-7692.2009.00356.x,0.75,Extracted from Soerensen et al. Table 2 of dated subfossil whale remains. Cetacean remains are treated as marine-limiting constraints; no source elevation was reported in the table. Coordinate taken from authoritative manual geocode table soerensen2010.geojson using key '39'.,"{""page"": ""8"", ""figure"": null, ""table"": ""Continued"", ""section"": null, ""quote_or_paraphrase"": ""39 | B. mysticetus | Rib | 27/1953 | Dronninglund, Hj\u00f8rring | Conv. | K-7105 | 12,540 \u00b1 155 | -15.1 | 14,340\u201314,950""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": 62.0, ""applied_correction_m"": null, ""derived_elevation_m"": 62.0, ""derived_depth_m"": null, ""derivation_notes"": ""Elevation sampled from SRTM15+V2 at authoritative coordinates because source elevation was not reported.""}","[{""method"": ""radiocarbon"", ""relation"": ""range"", ""age_ka"": [14.34, 14.95], ""uncertainty_ka"": 0.155, ""material"": ""B. mysticetus; Rib; ZMUC 27/1953; delta13C -15.1"", ""notes"": ""14C age 12,540 \u00b1 155; calibrated age BP 14,340\u201314,950; method Conv..""}]",62,62,62,62
